Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
FCHO2	ENST00000430046.2	FCH domain only 2 	158	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.34	-0.34	0.79	2007, 2009, 2011
MSRB1	ENST00000399753.2	methionine sulfoxide reductase B1 	2102	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.34	-0.34	< 0.1	2011
TMEM150A	ENST00000306353.3	transmembrane protein 150A 	814	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.34	-0.35	0.84	2007, 2009, 2011
RCOR1	ENST00000262241.6	REST corepressor 1 	403	2	0	1	1	0	0	0	0	3	hsa-miR-124-3p.1	-0.34	-0.34	0.99	2007, 2009, 2011
NSUN2	ENST00000264670.6	NOP2/Sun RNA methyltransferase family, member 2 	113	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.34	-0.34	0.80	2007, 2009, 2011
RNF144A	ENST00000320892.6	ring finger protein 144A 	124	2	0	1	1	0	0	0	0	3	hsa-miR-124-3p.1	-0.34	-0.35	0.94	2007, 2009, 2011
FAM150B	ENST00000403610.4	family with sequence similarity 150, member B 	7	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.34	-0.34	0.86	2007, 2009, 2011
SFT2D3	ENST00000310981.4	SFT2 domain containing 3 	313	1	1	0	0	1	0	0	1	3	hsa-miR-124-3p.1	-0.34	-0.47	< 0.1	2011
CPNE3	ENST00000198765.4	copine III 	756	1	1	0	0	1	0	1	0	1	hsa-miR-124-3p.1	-0.34	-0.35	0.10	2009, 2011
TFRC	ENST00000540528.1	transferrin receptor 	296	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.34	-0.35	0.93	2007, 2009, 2011
AKAP6	ENST00000557272.1	A kinase (PRKA) anchor protein 6 	5	1	0	1	0	1	0	1	0	1	hsa-miR-124-3p.1	-0.34	-0.44	0.88	2007, 2009, 2011
SCN4B	ENST00000324727.4	sodium channel, voltage-gated, type IV, beta subunit 	13	1	1	0	0	0	0	0	0	3	hsa-miR-124-3p.1	-0.34	-0.34	0.95	2011
SUCO	ENST00000367723.4	SUN domain containing ossification factor 	86	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.34	-0.34	0.89	2007, 2009, 2011
ZNF614	ENST00000270649.6	zinc finger protein 614 	55	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.34	-0.34	0.66	2011
MTMR6	ENST00000381801.5	myotubularin related protein 6 	838	1	0	1	0	1	0	0	1	1	hsa-miR-124-3p.1	-0.34	-0.34	0.89	2009, 2011
AK2	ENST00000467905.1	adenylate kinase 2 	3125	1	0	1	0	0	0	0	0	3	hsa-miR-124-3p.1	-0.34	-0.34	0.93	2011
SMARCC1	ENST00000254480.5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 	727	2	0	1	1	0	0	0	0	1	hsa-miR-124-3p.1	-0.34	-0.41	0.98	2009, 2011
CYS1	ENST00000381813.4	cystin 1 	22	1	0	1	0	1	0	1	0	1	hsa-miR-124-3p.1	-0.34	-0.34	0.58	
LAD1	ENST00000391967.2	ladinin 1 	89	1	0	1	0	1	0	0	1	0	hsa-miR-124-3p.1	-0.34	-0.34	0.65	
SLC29A1	ENST00000393844.1	solute carrier family 29 (equilibrative nucleoside transporter), member 1 	678	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.34	-0.39	0.91	2007, 2009, 2011
HIVEP3	ENST00000372583.1	human immunodeficiency virus type I enhancer binding protein 3 	84	1	0	1	0	0	0	0	0	6	hsa-miR-124-3p.1	-0.34	-0.34	0.94	2007, 2009, 2011
PARP9	ENST00000477522.2	poly (ADP-ribose) polymerase family, member 9 	456	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.34	-0.34	0.48	2009, 2011
SCAMP4	ENST00000316097.8	secretory carrier membrane protein 4 	223	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.34	-0.34	< 0.1	
ANXA5	ENST00000296511.5	annexin A5 	9387	1	0	0	1	0	0	0	0	2	hsa-miR-124-3p.1	-0.33	-0.40	0.86	2007, 2009, 2011
BCL2L11	ENST00000393256.3	BCL2-like 11 (apoptosis facilitator) 	105	2	0	1	1	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.39	0.99	2007, 2009, 2011
SPTLC1	ENST00000262554.2	serine palmitoyltransferase, long chain base subunit 1 	2578	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.35	0.92	2011
PLXNB2	ENST00000449103.1	plexin B2 	82	1	1	0	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.33	-0.33	0.92	2009, 2011
CAPN1	ENST00000533820.1	calpain 1, (mu/I) large subunit 	538	1	0	1	0	1	0	1	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.92	2007, 2009, 2011
CPEB1	ENST00000450751.2	cytoplasmic polyadenylation element binding protein 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.88	2007, 2009, 2011
MST4	ENST00000394334.2	Serine/threonine-protein kinase MST4  	47	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.33	-0.34	0.89	2007, 2009, 2011
RAP2B	ENST00000323534.2	RAP2B, member of RAS oncogene family 	594	2	0	1	1	1	0	0	1	2	hsa-miR-124-3p.1	-0.33	-0.51	> 0.99	2009, 2011
PEMT	ENST00000435340.2	phosphatidylethanolamine N-methyltransferase 	1314	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.33	-0.33	0.86	2009, 2011
CCND3	ENST00000372991.4	cyclin D3 	271	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.81	2011
ZNF131	ENST00000505606.2	zinc finger protein 131 	1015	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.79	
INSIG2	ENST00000245787.4	insulin induced gene 2 	562	1	0	1	0	1	0	0	1	0	hsa-miR-124-3p.1	-0.33	-0.43	0.83	2009, 2011
ZNF608	ENST00000504926.1	zinc finger protein 608 	22	2	0	0	2	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.95	2007, 2009, 2011
PLEKHF1	ENST00000436066.3	pleckstrin homology domain containing, family F (with FYVE domain) member 1 	50	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.33	-0.33	0.69	2009, 2011
VEZF1	ENST00000584396.1	vascular endothelial zinc finger 1 	209	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.34	0.89	2007, 2009, 2011
CCND2	ENST00000261254.3	cyclin D2 	66	1	1	0	0	1	0	0	1	3	hsa-miR-124-3p.1	-0.33	-0.39	0.91	2007, 2009, 2011
OSBPL3	ENST00000313367.2	oxysterol binding protein-like 3 	200	3	0	0	3	0	0	0	0	2	hsa-miR-124-3p.1	-0.33	-0.40	> 0.99	2007, 2009, 2011
DACT1	ENST00000395153.3	dishevelled-binding antagonist of beta-catenin 1 	248	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.33	-0.33	0.89	2007, 2009, 2011
RHOU	ENST00000366691.3	ras homolog family member U 	3519	1	1	0	0	0	0	0	0	3	hsa-miR-124-3p.1	-0.33	-0.34	0.97	2009, 2011
FAM127B	ENST00000370775.2	family with sequence similarity 127, member B 	647	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.33	-0.33	0.81	2011
TEX261	ENST00000272438.4	testis expressed 261 	359	2	0	1	1	0	0	0	0	2	hsa-miR-124-3p.1	-0.33	-0.46	0.98	2007, 2009, 2011
YY1	ENST00000262238.4	YY1 transcription factor 	1803	2	0	2	0	1	0	1	0	4	hsa-miR-124-3p.1	-0.33	-0.57	> 0.99	
ST8SIA4	ENST00000231461.5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 	5	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.90	2007, 2009, 2011
KLLN	ENST00000445946.3	killin, p53-regulated DNA replication inhibitor 	5	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.40	2011
FSD1L	ENST00000374710.3	fibronectin type III and SPRY domain containing 1-like 	16	2	0	1	1	0	0	0	0	3	hsa-miR-124-3p.1	-0.33	-0.37	0.99	2007, 2009, 2011
ZMAT3	ENST00000311417.2	zinc finger, matrin-type 3 	459	2	0	1	1	0	0	0	0	2	hsa-miR-124-3p.1	-0.33	-0.38	0.99	2011
RCAN1	ENST00000482533.1	regulator of calcineurin 1 	715	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.94	2007, 2009, 2011
PTPRJ	ENST00000418331.2	protein tyrosine phosphatase, receptor type, J 	145	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.33	-0.33	0.94	2009, 2011
ETV3	ENST00000368192.4	ets variant 3 	37	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.33	-0.33	0.93	
FAM133B	ENST00000438306.1	family with sequence similarity 133, member B 	32	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.91	2007, 2009, 2011
HIVEP1	ENST00000379388.2	human immunodeficiency virus type I enhancer binding protein 1 	781	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.89	2007, 2009, 2011
PPP1R3D	ENST00000370996.3	protein phosphatase 1, regulatory subunit 3D 	132	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.33	-0.36	0.92	2007, 2009, 2011
FGFR1OP	ENST00000366847.4	FGFR1 oncogene partner 	552	1	0	1	0	2	0	1	1	3	hsa-miR-124-3p.1	-0.33	-0.35	0.94	2007, 2009, 2011
SGPP1	ENST00000247225.6	sphingosine-1-phosphate phosphatase 1 	1340	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.80	2007, 2009, 2011
CPOX	ENST00000264193.2	coproporphyrinogen oxidase 	377	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.58	2009
SSFA2	ENST00000431877.2	sperm specific antigen 2 	1434	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.33	-0.33	0.22	2009, 2011
STEAP3	ENST00000409811.1	STEAP family member 3, metalloreductase 	160	1	0	1	0	1	0	0	1	2	hsa-miR-124-3p.1	-0.32	-0.36	0.93	2007, 2009, 2011
NUDCD2	ENST00000302764.4	NudC domain containing 2 	308	1	0	1	0	0	0	0	0	4	hsa-miR-124-3p.1	-0.32	-0.35	0.90	2007, 2011
LRCH4	ENST00000310300.6	leucine-rich repeats and calponin homology (CH) domain containing 4 	248	2	0	2	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.95	2007, 2009, 2011
DCAKD	ENST00000452796.2	dephospho-CoA kinase domain containing 	842	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.84	2009, 2011
TRIP10	ENST00000313285.8	thyroid hormone receptor interactor 10 	5	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.73	2011
TRIM39	ENST00000396551.3	tripartite motif containing 39 	840	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.33	0.82	2011
PCDH1	ENST00000503492.1	protocadherin 1 	30	3	1	2	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.32	-0.34	0.78	2011
KAT7	ENST00000259021.4	K(lysine) acetyltransferase 7 	48	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.32	-0.32	0.94	2007, 2009, 2011
LDLRAP1	ENST00000374338.4	low density lipoprotein receptor adaptor protein 1 	111	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.32	-0.32	0.92	2011
MDGA2	ENST00000426342.1	MAM domain containing glycosylphosphatidylinositol anchor 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.89	2007, 2009, 2011
SLCO4C1	ENST00000310954.6	solute carrier organic anion transporter family, member 4C1 	13	1	0	1	0	1	0	1	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.88	2009, 2011
VAMP7	ENST00000286448.6	vesicle-associated membrane protein 7 	5	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.81	2007, 2009, 2011
NAP1L3	ENST00000373079.3	nucleosome assembly protein 1-like 3 	5	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.76	2007, 2009, 2011
PIP4K2C	ENST00000354947.5	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma 	457	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.32	-0.33	0.91	2007, 2009, 2011
NFIC	ENST00000589123.1	nuclear factor I/C (CCAAT-binding transcription factor) 	26	2	1	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	> 0.99	
PTPN11	ENST00000351677.2	protein tyrosine phosphatase, non-receptor type 11 	52	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.32	-0.32	0.91	2011
ROR2	ENST00000375708.3	receptor tyrosine kinase-like orphan receptor 2 	43	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.32	-0.32	0.90	2007, 2009, 2011
SLC9A9	ENST00000316549.6	solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9 	5	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.89	2007, 2009, 2011
FNIP2	ENST00000264433.6	folliculin interacting protein 2 	266	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.32	-0.32	0.88	2009, 2011
ST8SIA2	ENST00000268164.3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 	9	1	0	1	0	1	0	0	1	6	hsa-miR-124-3p.1	-0.32	-0.32	0.88	2007, 2009, 2011
TMEM129	ENST00000303277.2	transmembrane protein 129 	57	1	0	0	1	1	0	1	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.83	2007, 2011
HSPB8	ENST00000281938.2	heat shock 22kDa protein 8 	206	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.58	
CDC14A	ENST00000370125.2	cell division cycle 14A 	123	1	1	0	0	1	0	1	0	1	hsa-miR-124-3p.1	-0.32	-0.51	< 0.1	
SP1	ENST00000426431.2	Sp1 transcription factor 	402	2	0	1	1	1	0	0	1	6	hsa-miR-124-3p.1	-0.32	-0.51	0.98	2007, 2009, 2011
RPIA	ENST00000283646.4	ribose 5-phosphate isomerase A 	415	2	0	0	2	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.34	0.98	2007, 2009, 2011
LEMD3	ENST00000308330.2	LEM domain containing 3 	189	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.92	2007, 2009, 2011
NEURL1B	ENST00000369800.5	neuralized homolog 1B (Drosophila) 	5	1	1	0	0	1	0	1	0	2	hsa-miR-124-3p.1	-0.32	-0.32	0.99	2011
POGLUT1	ENST00000295588.4	protein O-glucosyltransferase 1 	262	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.32	-0.37	0.90	2007, 2009, 2011
NFIX	ENST00000360105.4	nuclear factor I/X (CCAAT-binding transcription factor) 	24	3	1	1	1	0	0	0	0	1	hsa-miR-124-3p.1	-0.32	-0.48	> 0.99	2007, 2009, 2011
PTDSS1	ENST00000517309.1	phosphatidylserine synthase 1 	91	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.91	2009, 2011
LIPE	ENST00000244289.4	lipase, hormone-sensitive 	7	1	1	0	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.32	-0.32	0.83	2009, 2011
SNX30	ENST00000374232.3	sorting nexin family member 30 	33	2	0	1	1	0	0	0	0	5	hsa-miR-124-3p.1	-0.32	-0.38	0.95	2009, 2011
RRAGD	ENST00000369415.4	Ras-related GTP binding D 	644	1	1	0	0	1	0	0	1	4	hsa-miR-124-3p.1	-0.32	-0.46	0.98	2011
HOXA5	ENST00000222726.3	homeobox A5 	63	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.89	2011
TSHZ1	ENST00000322038.5	teashirt zinc finger homeobox 1 	174	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.88	2007, 2009, 2011
PHACTR2	ENST00000427704.2	phosphatase and actin regulator 2 	274	1	1	0	0	1	0	0	1	1	hsa-miR-124-3p.1	-0.32	-0.38	0.98	2009, 2011
MLXIP	ENST00000319080.7	MLX interacting protein 	69	2	0	2	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.32	-0.32	0.94	2009, 2011
HOXB1	ENST00000239174.6	homeobox B1 	5	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.32	-0.32	0.80	
MYCBP	ENST00000397572.2	MYC binding protein 	85	2	0	0	2	1	0	1	0	1	hsa-miR-124-3p.1	-0.32	-0.60	0.96	2007, 2009, 2011
KIRREL	ENST00000368172.1	kin of IRRE like (Drosophila) 	493	1	0	1	0	1	0	1	0	1	hsa-miR-124-3p.1	-0.32	-0.32	0.93	
RNF141	ENST00000265981.2	ring finger protein 141 	345	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.35	0.93	2007, 2009, 2011
C10orf137	ENST00000337623.3	chromosome 10 open reading frame 137 	157	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.93	2007, 2009, 2011
SLC35A4	ENST00000323146.3	solute carrier family 35, member A4 	334	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.89	2007, 2009, 2011
FMR1	ENST00000370471.3	fragile X mental retardation 1 	1155	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.32	-0.32	0.88	2007, 2009, 2011
SHC4	ENST00000332408.4	SHC (Src homology 2 domain containing) family, member 4 	61	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.31	-0.32	0.94	2007, 2009, 2011
BCL11B	ENST00000357195.3	B-cell CLL/lymphoma 11B (zinc finger protein) 	73	2	0	2	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.31	-0.31	0.95	2007, 2009, 2011
IQGAP2	ENST00000274364.6	IQ motif containing GTPase activating protein 2 	588	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.31	-0.31	0.94	2007, 2009, 2011
BCL6	ENST00000406870.2	B-cell CLL/lymphoma 6 	20	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.31	-0.31	0.89	2007, 2009, 2011
FSBP	ENST00000481490.2	fibrinogen silencer binding protein 	36	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.31	-0.39	0.91	
JAG1	ENST00000254958.5	jagged 1 	421	1	0	1	0	1	0	0	1	0	hsa-miR-124-3p.1	-0.31	-0.31	0.92	2007, 2009, 2011
PEX19	ENST00000368072.5	peroxisomal biogenesis factor 19 	1804	1	0	1	0	1	0	1	0	1	hsa-miR-124-3p.1	-0.31	-0.47	0.92	2009, 2011
CHODL	ENST00000400128.1	chondrolectin 	26	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.31	-0.54	0.78	2007, 2009, 2011
FAM92B	ENST00000539556.1	family with sequence similarity 92, member B 	5	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.31	-0.31	< 0.1	
SVIL	ENST00000375400.3	supervillin 	62	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.31	-0.34	0.83	2007, 2009, 2011
SLC25A30	ENST00000539591.1	solute carrier family 25, member 30 	92	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.31	-0.33	< 0.1	2011
HEATR1	ENST00000366582.3	HEAT repeat containing 1 	282	1	1	0	0	1	0	0	1	2	hsa-miR-124-3p.1	-0.31	-0.34	0.46	2009, 2011
LIF	ENST00000403987.3	leukemia inhibitory factor 	55	1	0	1	0	2	0	1	1	2	hsa-miR-124-3p.1	-0.31	-0.35	0.46	2011
YEATS2	ENST00000305135.5	YEATS domain containing 2 	499	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.31	-0.31	0.98	2007, 2009, 2011
SNX6	ENST00000396526.3	sorting nexin 6 	254	1	0	0	1	0	0	0	0	2	hsa-miR-124-3p.1	-0.31	-0.31	0.87	2007, 2009, 2011
ZNF432	ENST00000594154.1	zinc finger protein 432 	151	1	0	1	0	1	0	0	1	2	hsa-miR-124-3p.1	-0.31	-0.31	0.61	
FUT10	ENST00000327671.5	fucosyltransferase 10 (alpha (1,3) fucosyltransferase) 	124	1	0	0	1	1	0	1	0	3	hsa-miR-124-3p.1	-0.31	-0.44	0.87	2009, 2011
DRAM1	ENST00000258534.8	DNA-damage regulated autophagy modulator 1 	4884	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.31	-0.35	0.22	2009, 2011
USO1	ENST00000538159.1	USO1 vesicle transport factor 	1862	1	0	1	0	1	0	0	1	0	hsa-miR-124-3p.1	-0.31	-0.32	0.82	2011
BCKDHA	ENST00000269980.2	branched chain keto acid dehydrogenase E1, alpha polypeptide 	3943	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.31	-0.31	0.84	2007, 2011
LNX2	ENST00000316334.3	ligand of numb-protein X 2 	760	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.31	-0.31	0.92	2009, 2011
DSC1	ENST00000257197.3	desmocollin 1 	7	1	0	1	0	1	0	0	1	0	hsa-miR-124-3p.1	-0.31	-0.31	0.43	
MGAT5	ENST00000409645.1	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase 	1627	1	0	1	0	1	0	1	0	2	hsa-miR-124-3p.1	-0.31	-0.32	0.94	
GFPT2	ENST00000253778.8	glutamine-fructose-6-phosphate transaminase 2 	70	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.31	-0.31	0.92	2007, 2009, 2011
AIDA	ENST00000340020.6	axin interactor, dorsalization associated 	48	2	0	1	1	0	0	0	0	0	hsa-miR-124-3p.1	-0.31	-0.31	0.90	
MDGA2	ENST00000439988.3	MAM domain-containing glycosylphosphatidylinositol anchor protein 2  	0	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.31	-0.31	0.89	
NRP1	ENST00000374875.1	neuropilin 1 	586	1	0	1	0	1	0	0	1	2	hsa-miR-124-3p.1	-0.31	-0.31	0.86	2007, 2009, 2011
ADAMTS20	ENST00000389420.3	ADAM metallopeptidase with thrombospondin type 1 motif, 20 	22	1	1	0	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.31	-0.41	0.88	
MYO10	ENST00000513610.1	myosin X 	3866	2	1	0	1	1	0	0	1	2	hsa-miR-124-3p.1	-0.31	-0.32	> 0.99	2007, 2009, 2011
GRIA2	ENST00000296526.7	glutamate receptor, ionotropic, AMPA 2 	5	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.31	-0.31	0.94	2007, 2009, 2011
TRABD	ENST00000303434.4	TraB domain containing 	2527	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.30	-0.31	0.87	2007, 2009, 2011
CTC-435M10.3	ENST00000540732.1	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial; Uncharacterized protein  	3943	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.30	-0.30	0.84	
OVOL1	ENST00000335987.3	ovo-like 1(Drosophila) 	5	1	0	1	0	1	0	1	0	2	hsa-miR-124-3p.1	-0.30	-0.30	0.71	2007, 2011
FAM174B	ENST00000327355.5	family with sequence similarity 174, member B 	16	1	0	1	0	3	0	1	2	0	hsa-miR-124-3p.1	-0.30	-0.43	0.57	2007, 2011
SURF4	ENST00000545297.1	surfeit 4 	3667	2	0	0	2	0	0	0	0	1	hsa-miR-124-3p.1	-0.30	-0.35	0.98	2007, 2009, 2011
ZNF213	ENST00000396878.3	zinc finger protein 213 	48	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.30	-0.30	0.90	2007, 2011
RPS6KA4	ENST00000528057.1	ribosomal protein S6 kinase, 90kDa, polypeptide 4 	1763	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.30	-0.30	0.88	2007, 2009, 2011
CLEC14A	ENST00000342213.2	C-type lectin domain family 14, member A 	5	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.30	-0.33	0.77	2011
UBXN1	ENST00000294119.2	UBX domain protein 1 	48	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.30	-0.30	ORF	2007, 2009, 2011
PPM1F	ENST00000263212.5	protein phosphatase, Mg2+/Mn2+ dependent, 1F 	786	1	1	0	0	1	0	0	1	2	hsa-miR-124-3p.1	-0.30	-0.40	0.98	2007, 2009, 2011
CNOT11	ENST00000289382.3	CCR4-NOT transcription complex, subunit 11 	830	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.30	-0.37	0.92	2007, 2009, 2011
ZNF2	ENST00000398107.2	zinc finger protein 2 	95	1	0	1	0	1	0	0	1	1	hsa-miR-124-3p.1	-0.30	-0.30	0.88	2011
SLITRK3	ENST00000475390.1	SLIT and NTRK-like family, member 3 	5	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.30	-0.30	0.94	2007, 2009, 2011
TJP2	ENST00000453658.2	tight junction protein 2 	527	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.30	-0.30	0.81	2007, 2009, 2011
MYH9	ENST00000216181.5	myosin, heavy chain 9, non-muscle 	1317	1	1	0	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.30	-0.39	0.98	2007, 2009, 2011
UBXN2A	ENST00000309033.4	UBX domain protein 2A 	45	1	1	0	0	1	0	0	1	0	hsa-miR-124-3p.1	-0.30	-0.42	0.98	
NYNRIN	ENST00000382554.3	NYN domain and retroviral integrase containing 	1928	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.30	-0.30	0.90	2007, 2009, 2011
ARHGEF37	ENST00000333677.6	Rho guanine nucleotide exchange factor (GEF) 37 	5	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.30	-0.30	0.89	2007, 2009, 2011
PADI2	ENST00000375486.4	peptidyl arginine deiminase, type II 	11	1	0	1	0	1	0	1	0	2	hsa-miR-124-3p.1	-0.30	-0.43	0.54	
YME1L1	ENST00000326799.3	YME1-like 1 ATPase 	477	1	0	1	0	0	0	0	0	3	hsa-miR-124-3p.1	-0.30	-0.39	0.94	2009, 2011
KIF3A	ENST00000378746.4	kinesin family member 3A 	33	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.30	-0.41	0.93	2007, 2009, 2011
RBCK1	ENST00000356286.5	RanBP-type and C3HC4-type zinc finger containing 1 	2123	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.30	-0.30	0.87	2011
