Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
RELN	ENST00000428762.1	reelin 	252	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	-0.34	-0.35	0.83	2005, 2007, 2009, 2011
IGJ	ENST00000254801.4	immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.34	-0.34	0.20	2011
PDHX	ENST00000448838.3	pyruvate dehydrogenase complex, component X 	40	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	-0.34	-0.45	0.90	2005, 2007, 2009, 2011
AK4	ENST00000545314.1	adenylate kinase 4 	116	1	1	0	0	2	0	1	1	1	hsa-miR-128-3p	-0.34	-0.34	0.84	2011
TRIM23	ENST00000231524.9	tripartite motif containing 23 	247	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	-0.34	-0.40	0.70	2007, 2009, 2011
LIN7C	ENST00000278193.2	lin-7 homolog C (C. elegans) 	1701	1	1	0	0	1	0	0	1	0	hsa-miR-128-3p	-0.34	-0.34	0.55	2009, 2011
UBE2E3	ENST00000410062.4	ubiquitin-conjugating enzyme E2E 3 	15	1	0	1	0	1	0	0	1	1	hsa-miR-128-3p	-0.34	-0.38	0.61	2005, 2007
UBR5	ENST00000520539.1	ubiquitin protein ligase E3 component n-recognin 5 	733	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.34	-0.34	0.83	2007, 2009, 2011
RNF144A	ENST00000320892.6	ring finger protein 144A 	124	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.33	-0.36	0.92	2005, 2007, 2009, 2011
ABHD17B	ENST00000333421.6	abhydrolase domain containing 17B 	104	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	-0.33	-0.34	0.49	2007, 2009, 2011
SGMS1	ENST00000361781.2	sphingomyelin synthase 1 	100	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.33	-0.33	0.82	2007, 2009, 2011
FBLN2	ENST00000404922.3	fibulin 2 	59	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.33	-0.33	ORF	2005, 2007, 2009, 2011
HOXA5	ENST00000222726.3	homeobox A5 	63	2	0	0	2	0	0	0	0	1	hsa-miR-128-3p	-0.33	-0.33	0.81	2011
HIC1	ENST00000399849.3	hypermethylated in cancer 1 	76	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	-0.33	-0.33	0.66	2009, 2011
FAM155A	ENST00000375915.2	family with sequence similarity 155, member A 	118	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	-0.33	-0.36	0.48	2007, 2009, 2011
RASGEF1B	ENST00000509081.1	RasGEF domain family, member 1B 	20	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	-0.33	-0.33	0.32	2005, 2007, 2009, 2011
CA7	ENST00000394069.3	carbonic anhydrase VII 	5	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.33	-0.33	0.77	2005, 2007, 2009, 2011
ZNF488	ENST00000494156.1	zinc finger protein 488 	61	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	-0.33	-0.36	< 0.1	
GREM1	ENST00000560677.1	gremlin 1, DAN family BMP antagonist 	752	2	1	1	0	3	1	1	1	2	hsa-miR-128-3p	-0.33	-1.35	0.96	2005, 2007, 2009, 2011
TMTC2	ENST00000321196.3	transmembrane and tetratricopeptide repeat containing 2 	173	1	1	0	0	1	0	1	0	1	hsa-miR-128-3p	-0.33	-0.33	0.43	2007, 2009, 2011
PAX9	ENST00000361487.6	paired box 9 	53	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.33	-0.39	0.75	2009, 2011
UBE2W	ENST00000517608.1	ubiquitin-conjugating enzyme E2W (putative) 	102	1	1	0	0	1	0	1	0	1	hsa-miR-128-3p	-0.33	-0.34	0.92	2007, 2009, 2011
ATP8A1	ENST00000381668.5	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1 	48	2	0	2	0	0	0	0	0	1	hsa-miR-128-3p	-0.32	-0.34	0.91	2009, 2011
NGFRAP1	ENST00000361298.4	nerve growth factor receptor (TNFRSF16) associated protein 1 	114	1	0	0	1	1	1	0	0	1	hsa-miR-128-3p	-0.32	-0.51	0.71	2005, 2007, 2011
NRP2	ENST00000360409.3	neuropilin 2 	146	1	0	0	1	0	0	0	0	5	hsa-miR-128-3p	-0.32	-0.32	0.77	2005, 2007, 2009, 2011
SH3RF1	ENST00000284637.9	SH3 domain containing ring finger 1 	2747	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	-0.32	-0.32	0.67	2007, 2009, 2011
HAND2	ENST00000359562.4	heart and neural crest derivatives expressed 2 	30	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.32	-0.33	0.39	2009, 2011
GPAM	ENST00000348367.4	glycerol-3-phosphate acyltransferase, mitochondrial 	153	2	1	0	1	2	0	1	1	1	hsa-miR-128-3p	-0.32	-0.33	0.96	2005, 2007, 2009, 2011
GCNT2	ENST00000316170.3	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) 	651	1	1	0	0	1	0	1	0	2	hsa-miR-128-3p	-0.32	-0.32	0.54	2009, 2011
TNR	ENST00000367674.2	tenascin R 	5	1	1	0	0	2	0	2	0	2	hsa-miR-128-3p	-0.32	-0.32	< 0.1	
FBXW7	ENST00000281708.4	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase 	12	2	0	0	2	0	0	0	0	0	hsa-miR-128-3p	-0.32	-0.32	0.90	2007, 2009, 2011
CCDC50	ENST00000392455.3	coiled-coil domain containing 50 	961	1	0	1	0	2	1	1	0	0	hsa-miR-128-3p	-0.32	-0.37	0.11	
APLNR	ENST00000606794.1	apelin receptor 	5	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	-0.32	-0.32	0.12	2009, 2011
MDM4	ENST00000391947.2	Mdm4 p53 binding protein homolog (mouse) 	443	2	0	1	1	1	0	1	0	1	hsa-miR-128-3p	-0.32	-0.33	0.72	2011
FAM134C	ENST00000309428.5	family with sequence similarity 134, member C 	397	2	1	1	0	1	0	1	0	0	hsa-miR-128-3p	-0.32	-0.32	0.91	2005, 2007, 2009, 2011
MSL1	ENST00000398532.4	male-specific lethal 1 homolog (Drosophila) 	4715	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.32	-0.32	0.84	2009, 2011
SCAMP3	ENST00000302631.3	secretory carrier membrane protein 3 	446	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.32	-0.32	0.11	2011
KCND3	ENST00000369697.1	potassium voltage-gated channel, Shal-related subfamily, member 3 	23	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.32	-0.32	0.90	
SOCS5	ENST00000306503.5	suppressor of cytokine signaling 5 	72	2	0	2	0	0	0	0	0	1	hsa-miR-128-3p	-0.32	-0.41	0.93	
RNGTT	ENST00000369485.4	RNA guanylyltransferase and 5'-phosphatase 	1384	1	1	0	0	1	0	0	1	1	hsa-miR-128-3p	-0.31	-0.32	0.68	2005, 2007, 2009, 2011
CTDSP2	ENST00000398073.2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 	991	2	1	1	0	1	0	0	1	2	hsa-miR-128-3p	-0.31	-0.32	0.69	2005, 2007, 2009, 2011
ZNF385A	ENST00000551109.1	zinc finger protein 385A 	94	2	0	1	1	0	0	0	0	0	hsa-miR-128-3p	-0.31	-0.31	0.72	2005, 2007, 2009, 2011
MAPK14	ENST00000229795.3	mitogen-activated protein kinase 14 	1191	1	1	0	0	3	0	2	1	2	hsa-miR-128-3p	-0.31	-0.41	0.90	2005, 2007, 2009, 2011
UGT8	ENST00000310836.6	UDP glycosyltransferase 8 	682	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.31	-0.37	0.69	
SMURF2	ENST00000262435.9	SMAD specific E3 ubiquitin protein ligase 2 	978	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.31	-0.31	0.68	2009, 2011
SAMD10	ENST00000369886.3	sterile alpha motif domain containing 10 	45	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.31	-0.31	0.91	2005, 2007, 2009, 2011
GPR135	ENST00000395116.1	G protein-coupled receptor 135 	40	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.31	-0.31	0.86	
CLCN6	ENST00000312413.6	chloride channel, voltage-sensitive 6 	227	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	-0.31	-0.31	0.35	2009, 2011
SLC39A11	ENST00000255559.3	solute carrier family 39, member 11 	544	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	-0.31	-0.32	0.78	2005, 2007, 2009, 2011
SP2	ENST00000376741.4	Sp2 transcription factor 	779	1	0	1	0	1	0	1	0	2	hsa-miR-128-3p	-0.31	-0.31	0.89	2005, 2007, 2009, 2011
CSRP2	ENST00000311083.5	cysteine and glycine-rich protein 2 	38	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.31	-0.31	0.63	2009, 2011
KITLG	ENST00000228280.5	KIT ligand 	100	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	-0.31	-0.32	0.71	2009, 2011
CLP1	ENST00000533682.1	cleavage and polyadenylation factor I subunit 1 	208	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.31	-0.31	0.12	
YPEL2	ENST00000312655.4	yippee-like 2 (Drosophila) 	62	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.31	-0.31	0.60	2009, 2011
NR2F2	ENST00000394166.3	nuclear receptor subfamily 2, group F, member 2 	4428	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	-0.31	-0.31	0.66	2009, 2011
TROVE2	ENST00000432079.1	TROVE domain family, member 2 	380	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	-0.31	-0.45	0.78	2007, 2009, 2011
SOX7	ENST00000554914.1	Transcription factor SOX-7; Uncharacterized protein; cDNA FLJ58508, highly similar to Transcription factor SOX-7  	47	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.30	-0.35	0.84	
LRAT	ENST00000336356.3	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase) 	9	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	-0.30	-0.30	0.17	
FAM222B	ENST00000582266.1	family with sequence similarity 222, member B 	100	1	0	0	1	1	0	0	1	2	hsa-miR-128-3p	-0.30	-0.35	< 0.1	2007, 2009, 2011
SAYSD1	ENST00000373249.1	SAYSVFN motif domain containing 1 	543	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.30	-0.31	0.22	2011
CDS1	ENST00000295887.5	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1 	720	2	1	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.30	-0.33	0.76	2007, 2009, 2011
FAM193B	ENST00000514747.1	family with sequence similarity 193, member B 	77	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	-0.30	-0.30	0.71	2009, 2011
HAO1	ENST00000378789.3	hydroxyacid oxidase (glycolate oxidase) 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.30	-0.30	0.57	2005, 2007, 2009, 2011
LDLR	ENST00000558518.1	low density lipoprotein receptor 	1462	1	0	0	1	2	0	2	0	1	hsa-miR-128-3p	-0.30	-0.36	0.64	2011
KPNA5	ENST00000368564.1	karyopherin alpha 5 (importin alpha 6) 	76	1	0	1	0	2	0	0	2	1	hsa-miR-128-3p	-0.30	-0.33	0.66	
HOXA9	ENST00000396345.1	homeobox A9 	151	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.30	-0.31	0.26	2007, 2011
GPATCH2	ENST00000366934.3	G patch domain containing 2 	158	2	1	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.30	-0.30	0.24	
ZNF618	ENST00000288466.7	zinc finger protein 618 	778	2	0	2	0	1	0	0	1	2	hsa-miR-128-3p	-0.30	-0.30	0.97	2007, 2009, 2011
SYT1	ENST00000457153.2	synaptotagmin I 	13	2	1	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.30	-0.30	0.90	2005, 2007, 2009, 2011
MATN3	ENST00000407540.3	matrilin 3 	113	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.30	-0.33	0.58	2007, 2009, 2011
IRS1	ENST00000305123.5	insulin receptor substrate 1 	804	1	1	0	0	2	1	0	1	1	hsa-miR-128-3p	-0.29	-0.32	0.91	2005, 2007, 2009, 2011
EPB41L4A	ENST00000261486.5	erythrocyte membrane protein band 4.1 like 4A 	103	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	-0.29	-0.31	0.78	2007, 2009, 2011
STK24	ENST00000397517.2	serine/threonine kinase 24 	486	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	-0.29	-0.29	0.89	2005, 2007, 2009, 2011
PPARG	ENST00000397000.1	peroxisome proliferator-activated receptor gamma 	861	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.29	-0.29	0.64	2007, 2011
FAM78A	ENST00000372269.3	family with sequence similarity 78, member A 	7	2	0	1	1	0	0	0	0	0	hsa-miR-128-3p	-0.29	-0.34	0.98	2007, 2009, 2011
RAB33B	ENST00000305626.5	RAB33B, member RAS oncogene family 	270	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.29	-0.29	0.57	2009, 2011
FBLN5	ENST00000267620.10	fibulin 5 	146	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	-0.29	-0.29	0.62	2011
UBE2D1	ENST00000373910.4	ubiquitin-conjugating enzyme E2D 1 	200	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.29	-0.29	0.49	
SMAD9	ENST00000399275.2	SMAD family member 9 	62	2	0	0	2	0	0	0	0	0	hsa-miR-128-3p	-0.29	-0.30	0.90	2011
STIM2	ENST00000467011.1	stromal interaction molecule 2 	380	1	1	0	0	0	0	0	0	4	hsa-miR-128-3p	-0.29	-0.29	0.91	2005, 2007, 2009, 2011
POU2F3	ENST00000260264.4	POU class 2 homeobox 3 	5	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	-0.29	-0.29	0.58	2009, 2011
FAM172A	ENST00000395965.3	family with sequence similarity 172, member A 	257	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	-0.28	-0.28	0.84	2009, 2011
CACNA2D3	ENST00000474759.1	calcium channel, voltage-dependent, alpha 2/delta subunit 3 	8	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	-0.28	-0.28	0.60	2011
PKIB	ENST00000258014.3	protein kinase (cAMP-dependent, catalytic) inhibitor beta 	545	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.28	-0.28	0.57	
MARCH8	ENST00000453424.2	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase 	48	1	0	1	0	2	1	1	0	0	hsa-miR-128-3p	-0.28	-0.28	0.36	
THOC1	ENST00000261600.6	THO complex 1 	384	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.28	-0.28	0.69	
GRIK3	ENST00000373091.3	glutamate receptor, ionotropic, kainate 3 	7	2	1	1	0	1	0	0	1	1	hsa-miR-128-3p	-0.28	-0.28	0.97	2009, 2011
ELMO1	ENST00000341056.3	engulfment and cell motility 1 	118	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.28	-0.28	0.53	2005, 2007, 2009, 2011
SLC26A11	ENST00000361193.3	solute carrier family 26 (anion exchanger), member 11 	115	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.28	-0.28	< 0.1	
XPR1	ENST00000367590.4	xenotropic and polytropic retrovirus receptor 1 	544	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	-0.28	-0.32	0.86	2005, 2007, 2009, 2011
RAB24	ENST00000393611.2	RAB24, member RAS oncogene family 	908	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.28	-0.28	0.36	2009, 2011
CBX5	ENST00000209875.4	chromobox homolog 5 	360	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.28	-0.29	0.72	2007, 2011
MMD	ENST00000262065.3	monocyte to macrophage differentiation-associated 	558	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.28	-0.28	0.66	2007, 2009, 2011
ELP6	ENST00000296149.4	elongator acetyltransferase complex subunit 6 	92	1	1	0	0	1	0	1	0	1	hsa-miR-128-3p	-0.28	-0.30	< 0.1	
ADORA2B	ENST00000304222.2	adenosine A2b receptor 	145	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.28	-0.28	0.65	2007, 2009, 2011
FOXQ1	ENST00000296839.2	forkhead box Q1 	181	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.28	-0.28	0.56	2005, 2007, 2009, 2011
DCAF7	ENST00000310827.4	DDB1 and CUL4 associated factor 7 	3289	1	0	1	0	1	1	0	0	4	hsa-miR-128-3p	-0.28	-0.28	0.45	2007, 2009, 2011
PLEKHH2	ENST00000282406.4	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 	9	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.28	-0.28	0.66	2005, 2007, 2011
NAA50	ENST00000240922.3	N(alpha)-acetyltransferase 50, NatE catalytic subunit 	260	1	1	0	0	3	1	2	0	1	hsa-miR-128-3p	-0.28	-0.39	0.90	2007, 2009, 2011
ATP5G3	ENST00000284727.4	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9) 	7944	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	-0.28	-0.28	0.76	2009, 2011
GALNT3	ENST00000392701.3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3) 	40	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.28	-0.28	0.74	2005, 2007
LIN28A	ENST00000326279.6	lin-28 homolog A (C. elegans) 	5	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	-0.28	-0.28	0.43	2005, 2007, 2009, 2011
NDST1	ENST00000261797.6	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 	13660	2	0	2	0	1	0	1	0	1	hsa-miR-128-3p	-0.28	-0.28	0.90	2005, 2007, 2009, 2011
CAPN7	ENST00000253693.2	calpain 7 	76	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	-0.28	-0.31	0.69	2009, 2011
FBXL20	ENST00000394294.3	F-box and leucine-rich repeat protein 20 	455	1	0	0	1	2	1	1	0	2	hsa-miR-128-3p	-0.28	-0.40	0.67	2011
MIEF1	ENST00000325301.2	mitochondrial elongation factor 1 	2319	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.28	-0.28	0.80	2007, 2009, 2011
DIRAS2	ENST00000375765.3	DIRAS family, GTP-binding RAS-like 2 	5	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.28	-0.28	0.55	2007, 2009, 2011
NRIP2	ENST00000337508.4	nuclear receptor interacting protein 2 	5	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.28	-0.28	0.31	2009, 2011
AMD1	ENST00000368885.3	adenosylmethionine decarboxylase 1 	725	1	0	1	0	2	0	1	1	1	hsa-miR-128-3p	-0.28	-0.41	0.63	2005, 2007
CDH11	ENST00000394156.3	cadherin 11, type 2, OB-cadherin (osteoblast) 	448	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.28	-0.28	0.76	2007, 2009, 2011
CORO1C	ENST00000261401.3	coronin, actin binding protein, 1C 	1970	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	-0.28	-0.30	0.80	2005, 2007, 2009, 2011
SAMD12	ENST00000409003.4	sterile alpha motif domain containing 12 	57	1	0	1	0	0	0	0	0	3	hsa-miR-128-3p	-0.28	-0.28	0.88	2011
ABCB9	ENST00000280560.8	ATP-binding cassette, sub-family B (MDR/TAP), member 9 	13	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.27	-0.27	0.85	2005, 2007, 2009, 2011
COX7B	ENST00000481445.1	cytochrome c oxidase subunit VIIb 	83	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.27	-0.27	0.11	
GSPT1	ENST00000434724.2	G1 to S phase transition 1 	1119	1	0	0	1	4	0	1	3	3	hsa-miR-128-3p	-0.27	-0.37	0.76	2005, 2007, 2011
CDH24	ENST00000397359.3	cadherin 24, type 2 	44	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.27	-0.27	0.48	2005, 2007, 2009, 2011
ZNF462	ENST00000277225.5	zinc finger protein 462 	214	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.27	-0.31	0.68	
MTSS1L	ENST00000338779.6	metastasis suppressor 1-like 	2982	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.27	-0.28	0.91	2007, 2009, 2011
RAB27A	ENST00000396307.2	RAB27A, member RAS oncogene family 	181	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.27	-0.27	< 0.1	
PDE3A	ENST00000359062.3	phosphodiesterase 3A, cGMP-inhibited 	1182	1	1	0	0	1	0	1	0	2	hsa-miR-128-3p	-0.27	-0.28	0.90	2005, 2007, 2009, 2011
GPR61	ENST00000527748.1	G protein-coupled receptor 61 	5	1	1	0	0	1	0	1	0	1	hsa-miR-128-3p	-0.27	-0.27	0.30	
UNC13C	ENST00000545554.1	unc-13 homolog C (C. elegans) 	14	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.27	-0.27	0.82	2007, 2009, 2011
CSDC2	ENST00000306149.7	cold shock domain containing C2, RNA binding 	31	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.27	-0.27	0.68	2007, 2009, 2011
ROR1	ENST00000371079.1	receptor tyrosine kinase-like orphan receptor 1 	80	1	1	0	0	2	0	1	1	0	hsa-miR-128-3p	-0.27	-0.27	0.51	
SALL4	ENST00000217086.4	sal-like 4 (Drosophila) 	155	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.26	-0.27	0.75	
OSER1	ENST00000372970.2	oxidative stress responsive serine-rich 1 	1082	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.26	-0.26	0.76	2009, 2011
TMEM25	ENST00000411589.2	transmembrane protein 25 	767	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.26	-0.26	0.71	2005, 2007, 2009, 2011
MTDH	ENST00000336273.3	metadherin 	5192	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	-0.26	-0.28	0.93	2007, 2009, 2011
TNPO1	ENST00000337273.5	transportin 1 	2041	2	1	0	1	0	0	0	0	3	hsa-miR-128-3p	-0.26	-0.39	0.92	2007, 2009, 2011
SRSF9	ENST00000229390.3	serine/arginine-rich splicing factor 9 	946	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.26	-0.26	0.70	
MDFI	ENST00000373050.4	MyoD family inhibitor 	14	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.26	-0.43	0.86	2009, 2011
KCNK2	ENST00000444842.2	potassium channel, subfamily K, member 2 	258	2	1	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.26	-0.32	0.85	2007, 2009, 2011
STAT1	ENST00000540176.1	signal transducer and activator of transcription 1, 91kDa 	326	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.26	-0.26	ORF	
SHISA6	ENST00000441885.3	shisa family member 6 	5	1	1	0	0	0	0	0	0	5	hsa-miR-128-3p	-0.26	-0.26	0.83	2011
C20orf194	ENST00000453730.2	chromosome 20 open reading frame 194 	1083	1	0	0	1	4	1	2	1	1	hsa-miR-128-3p	-0.26	-0.26	0.65	2009, 2011
ZBTB34	ENST00000319119.4	zinc finger and BTB domain containing 34 	726	2	0	0	2	0	0	0	0	0	hsa-miR-128-3p	-0.26	-0.27	0.87	2009, 2011
RGS6	ENST00000553530.1	regulator of G-protein signaling 6 	5	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.26	-0.26	0.71	2005, 2007, 2009, 2011
KCNA4	ENST00000328224.6	potassium voltage-gated channel, shaker-related subfamily, member 4 	5	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.26	-0.26	0.67	2011
RBPMS2	ENST00000560606.1	RNA binding protein with multiple splicing 2 	34	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	-0.26	-0.47	0.73	2007, 2009, 2011
HMGB3	ENST00000325307.7	high mobility group box 3 	295	1	1	0	0	1	0	1	0	2	hsa-miR-128-3p	-0.26	-0.39	0.90	2005, 2007, 2009, 2011
TPD52L2	ENST00000346249.4	tumor protein D52-like 2 	4185	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.26	-0.26	0.59	2009, 2011
NABP1	ENST00000410026.2	nucleic acid binding protein 1 	938	1	0	0	1	3	0	2	1	0	hsa-miR-128-3p	-0.26	-0.48	0.80	2007, 2009, 2011
ZNF652	ENST00000362063.2	zinc finger protein 652 	33	1	0	1	0	0	0	0	0	3	hsa-miR-128-3p	-0.26	-0.26	0.85	2005, 2007, 2009, 2011
ZNF784	ENST00000591479.1	zinc finger protein 784 	19	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	-0.26	-0.29	< 0.1	
CSF1	ENST00000329608.6	colony stimulating factor 1 (macrophage) 	290	2	2	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.26	-0.26	0.89	2005, 2007, 2009, 2011
NUS1	ENST00000368494.3	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae) 	302	1	0	1	0	1	0	0	1	1	hsa-miR-128-3p	-0.26	-0.26	0.81	2007, 2009, 2011
TMEM229A	ENST00000455783.1	transmembrane protein 229A 	5	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.26	-0.26	0.55	2011
CACYBP	ENST00000367681.2	calcyclin binding protein 	374	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.25	-0.25	0.54	
ARHGAP12	ENST00000311380.4	Rho GTPase activating protein 12 	190	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	-0.25	-0.25	0.14	2005, 2007, 2009, 2011
GRIA1	ENST00000285900.5	glutamate receptor, ionotropic, AMPA 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.25	-0.25	0.43	2009, 2011
FAM133A	ENST00000538690.1	family with sequence similarity 133, member A 	14	1	0	1	0	2	1	1	0	1	hsa-miR-128-3p	-0.25	-0.54	0.35	
CBFB	ENST00000290858.6	core-binding factor, beta subunit 	3904	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.25	-0.26	0.60	
WDR7	ENST00000254442.3	WD repeat domain 7 	365	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	-0.25	-0.27	0.81	2009, 2011
C19orf81	ENST00000425202.1	chromosome 19 open reading frame 81 	63	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.25	-0.25	0.61	2011
DAZAP2	ENST00000412716.3	DAZ associated protein 2 	4265	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	-0.25	-0.27	0.41	2005, 2007, 2009, 2011
EN1	ENST00000295206.6	engrailed homeobox 1 	16	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.25	-0.25	0.18	2007, 2011
