Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
ESR1	ENST00000440973.1	estrogen receptor 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.24	-0.24	0.57	2005, 2007, 2009, 2011
DCBLD2	ENST00000326840.6	discoidin, CUB and LCCL domain containing 2 	798	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.24	-0.29	0.92	2005, 2007, 2009, 2011
POU6F2	ENST00000518318.2	POU class 6 homeobox 2 	5	1	0	1	0	1	0	0	1	0	hsa-miR-219a-5p	-0.24	-0.24	0.85	
PLXNC1	ENST00000258526.4	plexin C1 	47	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.23	-0.23	0.88	2011
AHR	ENST00000242057.4	aryl hydrocarbon receptor 	25	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.23	-0.23	< 0.1	2011
ACOX1	ENST00000293217.5	acyl-CoA oxidase 1, palmitoyl 	287	1	0	0	1	1	1	0	0	0	hsa-miR-219a-5p	-0.23	-0.26	0.61	2005, 2007, 2009, 2011
AKAP13	ENST00000394518.2	A kinase (PRKA) anchor protein 13 	53	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.23	-0.28	0.91	2005, 2007, 2009, 2011
PODXL	ENST00000541194.1	podocalyxin-like 	2928	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.23	-0.23	0.92	2005, 2007, 2009, 2011
HAS3	ENST00000306560.1	hyaluronan synthase 3 	15	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.23	-0.23	< 0.1	2005, 2007, 2009, 2011
TRHDE	ENST00000261180.4	thyrotropin-releasing hormone degrading enzyme 	34	1	1	0	0	0	0	0	0	2	hsa-miR-219a-5p	-0.23	-0.41	0.93	2005, 2007, 2009, 2011
FMNL2	ENST00000288670.9	formin-like 2 	31	1	0	1	0	0	0	0	0	1	hsa-miR-219a-5p	-0.23	-0.23	0.57	2005, 2007
ZCCHC24	ENST00000372336.3	zinc finger, CCHC domain containing 24 	359	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.23	-0.23	0.95	2005, 2007, 2009, 2011
LUZP6	ENST00000589735.1	leucine zipper protein 6 	1290	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.23	-0.23	0.21	
ARMC8	ENST00000469044.1	armadillo repeat containing 8 	398	2	0	1	1	0	0	0	0	0	hsa-miR-219a-5p	-0.23	-0.54	0.92	2011
PCDH17	ENST00000377918.3	protocadherin 17 	477	1	0	1	0	0	0	0	0	2	hsa-miR-219a-5p	-0.23	-0.23	0.94	2005, 2007, 2009, 2011
RGAG1	ENST00000465301.2	retrotransposon gag domain containing 1 	5	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.23	-0.23	0.31	2005, 2007, 2009, 2011
ANKRD52	ENST00000267116.7	ankyrin repeat domain 52 	2913	2	1	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.23	-0.23	0.97	2009, 2011
RAB12	ENST00000329286.6	RAB12, member RAS oncogene family 	589	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.23	-0.23	0.39	
ZBTB7C	ENST00000535628.2	zinc finger and BTB domain containing 7C 	23	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.23	-0.24	0.94	
UPF2	ENST00000356352.2	UPF2 regulator of nonsense transcripts homolog (yeast) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.23	-0.23	0.25	
SKIDA1	ENST00000449193.2	SKI/DACH domain containing 1 	18	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.22	-0.36	0.91	2005, 2007, 2009, 2011
SIPA1L1	ENST00000555818.1	signal-induced proliferation-associated 1 like 1 	291	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.22	-0.22	0.62	2005, 2007
LAPTM5	ENST00000294507.3	lysosomal protein transmembrane 5 	5	1	0	1	0	0	0	0	0	1	hsa-miR-219a-5p	-0.22	-0.22	0.69	2009, 2011
EIF3J	ENST00000261868.5	eukaryotic translation initiation factor 3, subunit J 	1646	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.22	-0.22	0.59	2005, 2007
TMTC3	ENST00000266712.6	transmembrane and tetratricopeptide repeat containing 3 	406	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.22	-0.24	0.86	2011
ZNF451	ENST00000370708.4	zinc finger protein 451 	190	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.22	-0.22	0.38	
ARID3B	ENST00000346246.5	AT rich interactive domain 3B (BRIGHT-like) 	11	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.22	-0.22	0.92	2005, 2007, 2009, 2011
TENM2	ENST00000519204.1	teneurin transmembrane protein 2 	162	2	1	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.22	-0.22	0.93	2007, 2009, 2011
GSE1	ENST00000253458.7	Gse1 coiled-coil protein 	133	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.22	-0.22	0.90	2005, 2007, 2009, 2011
CBX2	ENST00000310942.4	chromobox homolog 2 	1816	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.22	-0.22	0.90	2007, 2009, 2011
ANXA7	ENST00000372921.5	annexin A7 	1433	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.21	-0.21	0.52	2011
SYNGAP1	ENST00000418600.2	synaptic Ras GTPase activating protein 1 	15	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.21	-0.21	0.80	2011
CBFA2T3	ENST00000327483.5	core-binding factor, runt domain, alpha subunit 2; translocated to, 3 	7	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.21	-0.32	0.90	2005, 2007, 2009, 2011
CCNA2	ENST00000274026.5	cyclin A2 	1162	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.21	-0.21	0.38	2005, 2007, 2011
ZNF704	ENST00000327835.3	zinc finger protein 704 	124	2	1	1	0	0	0	0	0	1	hsa-miR-219a-5p	-0.21	-0.45	0.98	2011
AKAP12	ENST00000402676.2	A kinase (PRKA) anchor protein 12 	913	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.21	-0.21	0.94	2009, 2011
FIGN	ENST00000333129.3	fidgetin 	10	2	0	2	0	0	0	0	0	2	hsa-miR-219a-5p	-0.21	-0.43	0.97	
GREB1L	ENST00000580732.2	growth regulation by estrogen in breast cancer-like 	30	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.21	-0.21	0.49	
C4orf19	ENST00000381980.4	chromosome 4 open reading frame 19 	51	1	1	0	0	1	0	0	1	0	hsa-miR-219a-5p	-0.21	-0.21	< 0.1	2009, 2011
NR5A2	ENST00000367362.3	nuclear receptor subfamily 5, group A, member 2 	121	1	0	0	1	1	0	1	0	0	hsa-miR-219a-5p	-0.21	-0.27	0.46	2005, 2007, 2011
PKDCC	ENST00000294964.5	protein kinase domain containing, cytoplasmic 	123	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.20	-0.20	0.67	2009, 2011
ZNF800	ENST00000393313.1	zinc finger protein 800 	239	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.20	-0.20	0.78	2007, 2009, 2011
KCTD20	ENST00000373731.2	potassium channel tetramerization domain containing 20 	88	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.20	-0.27	0.58	2011
C7orf55-LUC7L2	ENST00000354926.4	C7orf55-LUC7L2 readthrough 	419	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.20	-0.21	0.60	
PDE4D	ENST00000340635.6	phosphodiesterase 4D, cAMP-specific 	747	1	1	0	0	0	0	0	0	2	hsa-miR-219a-5p	-0.20	-0.23	0.92	2005, 2007, 2009, 2011
ARL4C	ENST00000390645.2	ADP-ribosylation factor-like 4C 	84	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.20	-0.28	0.33	2011
LUC7L2	ENST00000541515.3	LUC7-like 2 (S. cerevisiae) 	419	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.20	-0.20	0.60	
GPR124	ENST00000315215.7	G protein-coupled receptor 124 	72	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.19	-0.19	0.45	
ATL2	ENST00000378954.4	atlastin GTPase 2 	1135	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.19	-0.20	0.33	
FADS2	ENST00000257261.6	fatty acid desaturase 2 	285	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.19	-0.20	0.60	2011
PTPRU	ENST00000428026.2	protein tyrosine phosphatase, receptor type, U 	261	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.19	-0.19	0.55	2005, 2007, 2009, 2011
PLEKHA8	ENST00000449726.1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 	661	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.19	-0.20	0.83	2011
ERGIC1	ENST00000393784.3	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 	4614	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.19	-0.19	0.94	2011
OS9	ENST00000389142.5	osteosarcoma amplified 9, endoplasmic reticulum lectin 	1038	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.19	-0.19	0.59	2011
CAMK2G	ENST00000351293.3	calcium/calmodulin-dependent protein kinase II gamma 	14	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.19	-0.19	0.50	2005, 2007, 2011
LPGAT1	ENST00000366997.4	lysophosphatidylglycerol acyltransferase 1 	135	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.19	-0.28	0.84	2005, 2007, 2009, 2011
ONECUT3	ENST00000382349.4	one cut homeobox 3 	5	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.19	-0.19	0.93	
WEE1	ENST00000299613.6	WEE1 homolog (S. pombe) 	331	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.19	-0.19	0.67	2005, 2007, 2009, 2011
KLHL11	ENST00000319121.3	kelch-like family member 11 	16	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.19	-0.28	0.93	
PPP2R5C	ENST00000422945.2	protein phosphatase 2, regulatory subunit B', gamma 	1584	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.18	-0.18	0.39	2011
CYP19A1	ENST00000396402.1	cytochrome P450, family 19, subfamily A, polypeptide 1 	5	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.18	-0.18	< 0.1	2011
ANKH	ENST00000284268.6	ANKH inorganic pyrophosphate transport regulator 	770	1	0	1	0	0	0	0	0	1	hsa-miR-219a-5p	-0.18	-0.22	0.93	2009, 2011
MAP7D3	ENST00000316077.9	MAP7 domain containing 3 	142	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.18	-0.42	0.90	2011
ZNF609	ENST00000326648.3	zinc finger protein 609 	103	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.18	-0.20	0.93	2007, 2009, 2011
SREK1	ENST00000334121.6	splicing regulatory glutamine/lysine-rich protein 1 	316	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.18	-0.20	0.66	2005, 2007, 2009, 2011
AFF4	ENST00000265343.5	AF4/FMR2 family, member 4 	2755	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.18	-0.18	0.93	2007, 2009, 2011
UBR1	ENST00000382177.2	ubiquitin protein ligase E3 component n-recognin 1 	11	1	1	0	0	2	0	0	2	0	hsa-miR-219a-5p	-0.18	-0.20	< 0.1	2007, 2009, 2011
HMX3	ENST00000357878.5	H6 family homeobox 3 	9	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.18	-0.45	0.93	
ZNF148	ENST00000360647.4	zinc finger protein 148 	230	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.18	-0.26	0.87	2007, 2009, 2011
RAPGEF1	ENST00000372189.3	Rap guanine nucleotide exchange factor (GEF) 1 	335	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.18	-0.18	0.78	2009, 2011
SLC31A1	ENST00000374212.4	solute carrier family 31 (copper transporter), member 1 	171	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.18	-0.57	0.92	2005, 2007, 2009, 2011
FCHSD2	ENST00000311172.7	FCH and double SH3 domains 2 	73	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.18	-0.18	0.58	2005, 2007, 2009, 2011
ZBTB37	ENST00000367701.5	zinc finger and BTB domain containing 37 	213	1	1	0	0	2	0	1	1	0	hsa-miR-219a-5p	-0.17	-0.20	0.62	
PGGT1B	ENST00000419445.1	protein geranylgeranyltransferase type I, beta subunit 	25	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.17	-0.18	0.51	2009, 2011
FADS6	ENST00000310226.6	fatty acid desaturase 6 	12	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.17	-0.31	0.45	
PLXDC2	ENST00000377252.4	plexin domain containing 2 	506	1	0	1	0	2	1	1	0	1	hsa-miR-219a-5p	-0.17	-0.46	0.86	
CPEB3	ENST00000412050.4	cytoplasmic polyadenylation element binding protein 3 	48	1	0	1	0	0	0	0	0	1	hsa-miR-219a-5p	-0.17	-0.17	0.79	2007, 2009, 2011
PPIL1	ENST00000373699.5	peptidylprolyl isomerase (cyclophilin)-like 1 	662	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.17	-0.17	0.48	2011
SYNCRIP	ENST00000355238.6	synaptotagmin binding, cytoplasmic RNA interacting protein 	4864	2	0	0	2	0	0	0	0	0	hsa-miR-219a-5p	-0.17	-0.17	0.66	2011
SOX5	ENST00000546136.1	SRY (sex determining region Y)-box 5 	43	2	1	1	0	1	0	0	1	0	hsa-miR-219a-5p	-0.17	-0.57	0.98	2009, 2011
PPP2CA	ENST00000481195.1	protein phosphatase 2, catalytic subunit, alpha isozyme 	11344	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.17	-0.17	0.67	2005, 2007
SCN5A	ENST00000414099.2	sodium channel, voltage-gated, type V, alpha subunit 	5	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.17	-0.17	0.82	2011
FURIN	ENST00000268171.3	furin (paired basic amino acid cleaving enzyme) 	2306	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.17	-0.17	0.78	2005, 2007, 2009, 2011
MTPN	ENST00000393085.3	myotrophin 	1296	1	0	0	1	1	0	0	1	0	hsa-miR-219a-5p	-0.17	-0.17	0.24	2007
RORA	ENST00000335670.6	RAR-related orphan receptor A 	102	1	0	1	0	1	0	0	1	0	hsa-miR-219a-5p	-0.17	-0.20	0.81	2011
ABHD13	ENST00000375898.3	abhydrolase domain containing 13 	479	1	1	0	0	1	0	0	1	0	hsa-miR-219a-5p	-0.17	-0.40	0.92	2007, 2009, 2011
PHACTR2	ENST00000427704.2	phosphatase and actin regulator 2 	274	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.17	-0.17	< 0.1	2005, 2007, 2009, 2011
CDYL2	ENST00000570137.2	chromodomain protein, Y-like 2 	239	1	0	1	0	1	0	0	1	0	hsa-miR-219a-5p	-0.16	-0.22	0.94	
LHX4	ENST00000263726.2	LIM homeobox 4 	13	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.16	-0.36	0.92	
SIM1	ENST00000369208.3	single-minded homolog 1 (Drosophila) 	104	1	0	1	0	3	0	0	3	0	hsa-miR-219a-5p	-0.16	-0.17	0.43	
CTDSPL2	ENST00000260327.4	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 	457	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.16	-0.17	0.60	
ZDHHC2	ENST00000262096.8	zinc finger, DHHC-type containing 2 	171	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.16	-0.27	0.81	2005, 2007, 2009, 2011
TTLL7	ENST00000260505.8	tubulin tyrosine ligase-like family, member 7 	93	1	0	1	0	1	0	0	1	0	hsa-miR-219a-5p	-0.16	-0.19	0.48	
CACNA1E	ENST00000526775.1	calcium channel, voltage-dependent, R type, alpha 1E subunit 	5	1	0	1	0	1	1	0	0	0	hsa-miR-219a-5p	-0.16	-0.16	0.82	2011
HOXA1	ENST00000355633.5	homeobox A1 	157	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.16	-0.16	0.48	2005, 2007, 2011
MITF	ENST00000328528.6	microphthalmia-associated transcription factor 	593	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.15	-0.17	0.41	
LCLAT1	ENST00000309052.4	lysocardiolipin acyltransferase 1 	397	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.15	-0.15	0.60	2009, 2011
MAPK1IP1L	ENST00000395468.4	mitogen-activated protein kinase 1 interacting protein 1-like 	4002	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.15	-0.15	0.53	2005, 2007, 2009, 2011
CSRNP3	ENST00000314499.7	cysteine-serine-rich nuclear protein 3 	24	1	0	1	0	2	0	0	2	1	hsa-miR-219a-5p	-0.15	-0.15	0.94	2007, 2011
TACC1	ENST00000330691.6	transforming, acidic coiled-coil containing protein 1 	186	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.15	-0.32	0.91	2005, 2007, 2009, 2011
TANC2	ENST00000424789.2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 	155	1	0	1	0	1	0	1	0	0	hsa-miR-219a-5p	-0.15	-0.15	0.87	2009, 2011
VLDLR	ENST00000382100.3	very low density lipoprotein receptor 	977	1	0	0	1	0	0	0	0	2	hsa-miR-219a-5p	-0.15	-0.15	0.67	2005, 2007
FLRT3	ENST00000378053.3	fibronectin leucine rich transmembrane protein 3 	11	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.15	-0.15	0.66	2005, 2007, 2009, 2011
SLAIN2	ENST00000264313.6	SLAIN motif family, member 2 	859	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.15	-0.16	0.54	2009, 2011
MKNK2	ENST00000591601.1	MAP kinase interacting serine/threonine kinase 2 	215	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.15	-0.15	0.44	2005, 2007, 2009, 2011
PPP2R2C	ENST00000335585.5	protein phosphatase 2, regulatory subunit B, gamma 	115	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.15	-0.15	0.39	2009, 2011
KMT2D	ENST00000301067.7	lysine (K)-specific methyltransferase 2D 	78	1	0	1	0	1	0	1	0	0	hsa-miR-219a-5p	-0.15	-0.15	0.66	2007, 2009, 2011
SLC8A2	ENST00000236877.6	solute carrier family 8 (sodium/calcium exchanger), member 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.15	-0.15	0.55	
FAM20B	ENST00000263733.4	family with sequence similarity 20, member B 	113	1	0	0	1	1	0	0	1	1	hsa-miR-219a-5p	-0.15	-0.16	0.65	2005, 2007, 2009, 2011
KIAA1549	ENST00000440172.1	KIAA1549 	508	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.15	-0.17	0.93	2009, 2011
SOX6	ENST00000316399.6	SRY (sex determining region Y)-box 6 	22	2	1	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.15	-0.45	0.98	2005, 2007, 2009, 2011
XPR1	ENST00000367590.4	xenotropic and polytropic retrovirus receptor 1 	544	2	1	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.15	-0.28	0.97	2009, 2011
ZNF827	ENST00000379448.4	zinc finger protein 827 	17	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.15	-0.15	ORF	2005, 2007, 2009, 2011
CORO1C	ENST00000261401.3	coronin, actin binding protein, 1C 	1970	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.14	-0.15	0.66	2005, 2007, 2009, 2011
UBE2N	ENST00000550657.1	ubiquitin-conjugating enzyme E2N 	321	1	0	1	0	0	0	0	0	1	hsa-miR-219a-5p	-0.14	-0.43	0.95	2005, 2007, 2009, 2011
CPEB2	ENST00000538197.1	cytoplasmic polyadenylation element binding protein 2 	367	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.14	-0.15	0.86	2005, 2007, 2009, 2011
MBNL1	ENST00000357472.3	muscleblind-like splicing regulator 1 	135	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.14	-0.14	0.30	
AGO2	ENST00000220592.5	argonaute RISC catalytic component 2 	350	1	0	1	0	1	0	0	1	1	hsa-miR-219a-5p	-0.14	-1.43	0.55	
ARHGAP26	ENST00000378004.3	Rho GTPase activating protein 26 	131	1	0	1	0	2	1	0	1	1	hsa-miR-219a-5p	-0.14	-0.33	0.83	2009, 2011
FBXO42	ENST00000375592.3	F-box protein 42 	854	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.14	-0.29	< 0.1	
PIK3C2A	ENST00000265970.7	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha 	280	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.14	-0.16	0.50	
BICD1	ENST00000548411.1	bicaudal D homolog 1 (Drosophila) 	205	1	0	1	0	0	0	0	0	1	hsa-miR-219a-5p	-0.14	-0.16	0.32	
HMGA2	ENST00000403681.2	high mobility group AT-hook 2 	8021	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.13	-0.14	0.49	2005, 2007, 2009, 2011
EPHA4	ENST00000281821.2	EPH receptor A4 	64	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.13	-0.14	0.49	2005, 2007
SEPT7	ENST00000435235.1	septin 7 	97	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.13	-0.13	0.67	2005, 2007
CDK13	ENST00000181839.4	cyclin-dependent kinase 13 	32	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.13	-0.13	0.66	2011
ZDHHC3	ENST00000296127.3	zinc finger, DHHC-type containing 3 	426	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.13	-0.15	0.62	2011
LIN7C	ENST00000278193.2	lin-7 homolog C (C. elegans) 	1701	1	0	0	1	0	0	0	0	2	hsa-miR-219a-5p	-0.13	-0.13	0.56	2009, 2011
RNF152	ENST00000312828.3	ring finger protein 152 	57	1	1	0	0	0	0	0	0	2	hsa-miR-219a-5p	-0.13	-0.27	0.53	
OTUD3	ENST00000375120.3	OTU domain containing 3 	438	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.13	-0.14	0.26	2009, 2011
RBM18	ENST00000417201.3	RNA binding motif protein 18 	963	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.13	-0.13	0.38	
ARIH1	ENST00000379887.4	ariadne RBR E3 ubiquitin protein ligase 1 	671	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.13	-0.25	0.91	2011
FGF7	ENST00000267843.4	fibroblast growth factor 7 	5	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.13	-0.13	0.65	2005, 2007, 2009, 2011
PHYHIPL	ENST00000373880.4	phytanoyl-CoA 2-hydroxylase interacting protein-like 	26	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.13	-0.16	0.22	2007
PIP5K1C	ENST00000335312.3	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma 	13	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.13	-0.20	0.94	2005, 2007, 2009, 2011
GATA2	ENST00000341105.2	GATA binding protein 2 	231	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.13	-0.13	0.26	2011
DIAPH3	ENST00000400324.4	diaphanous-related formin 3 	157	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.13	-0.34	< 0.1	2007, 2009, 2011
ZBTB20	ENST00000462705.1	zinc finger and BTB domain containing 20 	5	1	0	0	1	1	0	0	1	4	hsa-miR-219a-5p	-0.12	-0.13	0.63	
CLASP1	ENST00000409078.3	cytoplasmic linker associated protein 1 	210	2	0	0	2	0	0	0	0	0	hsa-miR-219a-5p	-0.12	-0.12	0.83	2005, 2007, 2009, 2011
SOBP	ENST00000317357.5	sine oculis binding protein homolog (Drosophila) 	22	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.12	-0.20	0.63	2009, 2011
CLIP2	ENST00000223398.6	CAP-GLY domain containing linker protein 2 	2111	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.12	-0.12	0.87	2009, 2011
DCP2	ENST00000389063.2	decapping mRNA 2 	155	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.12	-0.14	0.92	2005, 2007, 2009, 2011
SATB1	ENST00000338745.6	SATB homeobox 1 	312	1	0	0	1	0	0	0	0	2	hsa-miR-219a-5p	-0.12	-0.19	0.67	2005, 2007, 2009, 2011
CHMP7	ENST00000313219.7	charged multivesicular body protein 7 	124	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.12	-0.16	0.51	2007, 2009, 2011
FAM63B	ENST00000559228.1	family with sequence similarity 63, member B 	41	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.12	-0.12	0.66	2007, 2009, 2011
RHOQ	ENST00000238738.4	ras homolog family member Q 	179	1	0	0	1	0	0	0	0	3	hsa-miR-219a-5p	-0.12	-0.12	0.34	2005, 2007, 2011
RAD23B	ENST00000358015.3	RAD23 homolog B (S. cerevisiae) 	1012	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.12	-0.17	0.47	2005, 2007, 2009, 2011
TSPAN2	ENST00000369516.2	tetraspanin 2 	43	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.12	-0.39	0.72	2009, 2011
FBXW7	ENST00000281708.4	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase 	12	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.12	-0.12	0.38	2007, 2009, 2011
RASSF8	ENST00000541490.1	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8 	1290	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.11	-0.12	0.62	2011
ITGA2	ENST00000296585.5	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) 	50	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.11	-0.11	< 0.1	2011
GTPBP1	ENST00000216044.5	GTP binding protein 1 	1765	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.11	-0.11	0.94	2005, 2007, 2009, 2011
RBMS1	ENST00000348849.3	RNA binding motif, single stranded interacting protein 1 	90	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.11	-0.11	0.55	2005, 2007, 2009, 2011
CERK	ENST00000216264.8	ceramide kinase 	123	1	0	1	0	0	0	0	0	1	hsa-miR-219a-5p	-0.11	-0.11	0.29	2011
RNF165	ENST00000269439.7	ring finger protein 165 	18	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.11	-0.11	0.55	2007, 2009, 2011
