Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
GATAD2A	ENST00000360315.3	GATA zinc finger domain containing 2A 	986	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.33	-0.33	0.68	2007, 2009, 2011
SGMS1	ENST00000361781.2	sphingomyelin synthase 1 	100	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.33	-0.33	0.82	2007, 2009, 2011
MEGF11	ENST00000360698.4	multiple EGF-like-domains 11 	7	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.33	-0.33	0.64	2011
FBXW7	ENST00000281708.4	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase 	12	2	0	0	2	0	0	0	0	1	rno-miR-128-3p	-0.33	-0.33	0.90	2007, 2009, 2011
ABHD17B	ENST00000333421.6	abhydrolase domain containing 17B 	104	1	0	1	0	1	0	0	1	0	rno-miR-128-3p	-0.32	-0.33	0.49	2007, 2009, 2011
NUS1	ENST00000368494.3	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae) 	302	1	0	1	0	1	1	0	0	1	rno-miR-128-3p	-0.32	-0.32	0.81	2007, 2009, 2011
STIM2	ENST00000467011.1	stromal interaction molecule 2 	380	1	1	0	0	0	0	0	0	3	rno-miR-128-3p	-0.32	-0.32	0.91	2005, 2007, 2009, 2011
NGFRAP1	ENST00000361298.4	nerve growth factor receptor (TNFRSF16) associated protein 1 	114	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.32	-0.32	0.71	2005, 2007, 2011
KBTBD8	ENST00000295568.4	kelch repeat and BTB (POZ) domain containing 8 	22	1	0	0	1	2	0	1	1	1	rno-miR-128-3p	-0.32	-0.32	0.58	2007, 2011
PPARG	ENST00000397000.1	peroxisome proliferator-activated receptor gamma 	861	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.32	-0.33	0.64	2007, 2011
ZNF462	ENST00000277225.5	zinc finger protein 462 	214	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.32	-0.37	0.68	
PDE8B	ENST00000264917.5	phosphodiesterase 8B 	186	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.32	-0.32	0.89	2009, 2011
HOXA5	ENST00000222726.3	homeobox A5 	63	2	0	0	2	0	0	0	0	0	rno-miR-128-3p	-0.32	-0.32	0.81	2011
TMEM91	ENST00000539627.1	transmembrane protein 91 	231	1	1	0	0	0	0	0	0	1	rno-miR-128-3p	-0.31	-0.31	< 0.1	
CORO1C	ENST00000261401.3	coronin, actin binding protein, 1C 	1970	1	0	1	0	1	0	0	1	0	rno-miR-128-3p	-0.31	-0.44	0.80	2005, 2007, 2009, 2011
WNT3A	ENST00000284523.1	wingless-type MMTV integration site family, member 3A 	7	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.31	-0.31	0.88	2005, 2007, 2009, 2011
TRIM23	ENST00000231524.9	tripartite motif containing 23 	247	1	0	0	1	1	0	0	1	1	rno-miR-128-3p	-0.31	-0.31	0.75	2007, 2009, 2011
ST6GALNAC3	ENST00000328299.3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 	41	1	0	0	1	2	0	1	1	0	rno-miR-128-3p	-0.31	-0.32	0.77	2007, 2009, 2011
ZNF385A	ENST00000551109.1	zinc finger protein 385A 	94	2	0	1	1	0	0	0	0	0	rno-miR-128-3p	-0.31	-0.31	0.72	2005, 2007, 2009, 2011
CACNA2D3	ENST00000474759.1	calcium channel, voltage-dependent, alpha 2/delta subunit 3 	8	1	0	0	1	0	0	0	0	2	rno-miR-128-3p	-0.31	-0.31	0.60	2011
LRRFIP1	ENST00000308482.9	leucine rich repeat (in FLII) interacting protein 1 	525	1	0	1	0	2	1	0	1	0	rno-miR-128-3p	-0.31	-0.38	0.84	2011
SALL4	ENST00000217086.4	sal-like 4 (Drosophila) 	155	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.31	-0.32	0.75	
AFF4	ENST00000265343.5	AF4/FMR2 family, member 4 	2755	3	0	2	1	2	0	1	1	2	rno-miR-128-3p	-0.31	-0.49	0.99	2007, 2009, 2011
POGLUT1	ENST00000295588.4	protein O-glucosyltransferase 1 	262	1	1	0	0	0	0	0	0	1	rno-miR-128-3p	-0.31	-0.35	0.81	2007, 2009, 2011
DCX	ENST00000356915.2	doublecortin 	5	1	1	0	0	1	0	0	1	1	rno-miR-128-3p	-0.30	-0.30	0.94	2005, 2007, 2009, 2011
SLC39A13	ENST00000524928.1	solute carrier family 39 (zinc transporter), member 13 	845	1	1	0	0	0	0	0	0	1	rno-miR-128-3p	-0.30	-0.30	0.74	2005, 2007, 2009, 2011
PITHD1	ENST00000246151.4	PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1 	718	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.30	-0.30	0.19	
SCAMP3	ENST00000302631.3	secretory carrier membrane protein 3 	446	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.30	-0.30	0.11	2011
CHTF8	ENST00000574807.1	Alternative protein CHTF8  	8	1	0	1	0	1	0	1	0	0	rno-miR-128-3p	-0.30	-0.30	0.21	
GRIK3	ENST00000373091.3	glutamate receptor, ionotropic, kainate 3 	7	2	1	1	0	1	0	0	1	1	rno-miR-128-3p	-0.30	-0.30	0.97	2009, 2011
KCNK10	ENST00000340700.5	potassium channel, subfamily K, member 10 	5	2	0	2	0	1	1	0	0	0	rno-miR-128-3p	-0.30	-0.35	0.97	2005, 2007, 2009, 2011
DCAF7	ENST00000310827.4	DDB1 and CUL4 associated factor 7 	3289	1	0	1	0	2	0	1	1	2	rno-miR-128-3p	-0.29	-0.30	0.45	2007, 2009, 2011
TFEB	ENST00000230323.4	transcription factor EB 	5	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.29	-0.29	0.48	2005, 2007, 2011
MIEF1	ENST00000325301.2	mitochondrial elongation factor 1 	2319	1	0	1	0	0	0	0	0	1	rno-miR-128-3p	-0.29	-0.29	0.80	2007, 2009, 2011
DOT1L	ENST00000398665.3	DOT1-like histone H3K79 methyltransferase 	439	2	2	0	0	0	0	0	0	1	rno-miR-128-3p	-0.29	-0.33	< 0.1	2007, 2009, 2011
PCDH9	ENST00000377861.3	protocadherin 9 	102	1	0	0	1	1	0	1	0	0	rno-miR-128-3p	-0.29	-0.31	0.54	
HOXA9	ENST00000396345.1	homeobox A9 	151	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.29	-0.30	0.26	2007, 2011
EPB41L4A	ENST00000261486.5	erythrocyte membrane protein band 4.1 like 4A 	103	1	0	0	1	0	0	0	0	1	rno-miR-128-3p	-0.29	-0.30	0.78	2007, 2009, 2011
SMAD5	ENST00000545279.1	SMAD family member 5 	225	1	0	0	1	4	0	3	1	2	rno-miR-128-3p	-0.29	-0.36	0.77	2009, 2011
OSER1	ENST00000372970.2	oxidative stress responsive serine-rich 1 	1082	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.29	-0.29	0.76	2009, 2011
PRICKLE1	ENST00000455697.1	prickle homolog 1 (Drosophila) 	146	1	0	1	0	1	0	1	0	0	rno-miR-128-3p	-0.29	-0.29	< 0.1	
SEC14L5	ENST00000251170.7	SEC14-like 5 (S. cerevisiae) 	5	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.29	-0.29	< 0.1	2009, 2011
AKIRIN1	ENST00000432648.3	akirin 1 	798	2	0	0	2	1	0	1	0	1	rno-miR-128-3p	-0.29	-0.43	0.93	2007
TMCC1	ENST00000432054.2	transmembrane and coiled-coil domain family 1 	97	2	1	0	1	0	0	0	0	1	rno-miR-128-3p	-0.29	-0.33	0.75	2007, 2009, 2011
FAM222B	ENST00000582266.1	family with sequence similarity 222, member B 	100	1	0	0	1	1	0	0	1	2	rno-miR-128-3p	-0.29	-0.33	< 0.1	2007, 2009, 2011
CTDSP2	ENST00000398073.2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 	991	2	1	1	0	0	0	0	0	0	rno-miR-128-3p	-0.29	-0.29	0.69	2005, 2007
PDE1C	ENST00000396193.1	phosphodiesterase 1C, calmodulin-dependent 70kDa 	106	1	1	0	0	0	0	0	0	2	rno-miR-128-3p	-0.29	-0.29	0.77	
RASGEF1B	ENST00000509081.1	RasGEF domain family, member 1B 	20	1	0	1	0	1	0	1	0	1	rno-miR-128-3p	-0.29	-0.29	0.32	2005, 2007, 2009, 2011
MDFI	ENST00000373050.4	MyoD family inhibitor 	14	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.29	-0.47	0.86	2009, 2011
FAM102A	ENST00000373095.1	family with sequence similarity 102, member A 	85	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.28	-0.28	0.84	
C19orf81	ENST00000425202.1	chromosome 19 open reading frame 81 	63	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.28	-0.28	0.61	2011
SH2D3C	ENST00000373277.4	SH2 domain containing 3C 	5	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.28	-0.28	0.53	2005, 2007, 2009, 2011
ULK1	ENST00000321867.4	unc-51 like autophagy activating kinase 1 	3083	1	0	1	0	1	0	1	0	0	rno-miR-128-3p	-0.28	-0.28	0.70	2005, 2007, 2009, 2011
GPAM	ENST00000348367.4	glycerol-3-phosphate acyltransferase, mitochondrial 	153	2	1	0	1	2	0	1	1	2	rno-miR-128-3p	-0.28	-0.29	0.98	2005, 2007, 2009, 2011
DCP1A	ENST00000607628.1	decapping mRNA 1A 	87	1	1	0	0	1	1	0	0	0	rno-miR-128-3p	-0.28	-0.29	0.86	2011
PELI3	ENST00000320740.7	pellino E3 ubiquitin protein ligase family member 3 	257	1	0	1	0	1	0	1	0	0	rno-miR-128-3p	-0.28	-0.28	0.78	2007, 2009, 2011
RGS6	ENST00000553530.1	regulator of G-protein signaling 6 	5	1	1	0	0	2	0	2	0	0	rno-miR-128-3p	-0.28	-0.32	0.71	2005, 2007, 2009, 2011
GCC1	ENST00000321407.2	GRIP and coiled-coil domain containing 1 	26	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.28	-0.28	0.47	2005, 2007, 2009, 2011
CSF1	ENST00000329608.6	colony stimulating factor 1 (macrophage) 	290	2	1	0	1	0	0	0	0	0	rno-miR-128-3p	-0.28	-0.28	0.95	2005, 2007, 2009, 2011
DVL2	ENST00000005340.5	dishevelled segment polarity protein 2 	864	1	1	0	0	0	0	0	0	1	rno-miR-128-3p	-0.28	-0.28	0.47	2005, 2007, 2009, 2011
DLL4	ENST00000249749.5	delta-like 4 (Drosophila) 	605	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.28	-0.28	0.74	2007, 2009, 2011
GRIA1	ENST00000285900.5	glutamate receptor, ionotropic, AMPA 1 	5	1	0	1	0	0	0	0	0	1	rno-miR-128-3p	-0.28	-0.28	0.43	
SYT1	ENST00000457153.2	synaptotagmin I 	13	2	1	1	0	0	0	0	0	0	rno-miR-128-3p	-0.27	-0.27	0.90	2005, 2007, 2009, 2011
TRAPPC8	ENST00000283351.4	trafficking protein particle complex 8 	502	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.27	-0.28	0.77	2007, 2009, 2011
TGFBR1	ENST00000374994.4	transforming growth factor, beta receptor 1 	249	1	1	0	0	0	0	0	0	3	rno-miR-128-3p	-0.27	-0.31	0.70	2007, 2009, 2011
PPFIA2	ENST00000549396.1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2 	5	1	1	0	0	0	0	0	0	1	rno-miR-128-3p	-0.27	-0.27	0.73	2011
C7orf60	ENST00000297145.4	chromosome 7 open reading frame 60 	39	1	0	1	0	1	0	1	0	0	rno-miR-128-3p	-0.27	-0.38	0.25	2005, 2007, 2009, 2011
ZC3H12D	ENST00000416573.2	zinc finger CCCH-type containing 12D 	13	1	1	0	0	0	0	0	0	1	rno-miR-128-3p	-0.27	-0.46	0.41	2011
SOCS6	ENST00000397942.3	suppressor of cytokine signaling 6 	140	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.27	-0.27	0.90	2005, 2007, 2009, 2011
PTPN5	ENST00000477854.1	protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched) 	5	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.27	-0.27	0.58	2007, 2009, 2011
SIRT1	ENST00000212015.6	sirtuin 1 	220	1	0	1	0	1	0	0	1	0	rno-miR-128-3p	-0.27	-0.28	0.34	2005, 2007, 2009, 2011
DIRAS1	ENST00000323469.4	DIRAS family, GTP-binding RAS-like 1 	49	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.27	-0.34	0.87	2005, 2007
AK4	ENST00000545314.1	adenylate kinase 4 	116	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.27	-0.27	0.84	2011
PRKAA2	ENST00000371244.4	protein kinase, AMP-activated, alpha 2 catalytic subunit 	561	1	1	0	0	0	0	0	0	1	rno-miR-128-3p	-0.27	-0.27	0.90	2009, 2011
FAM193B	ENST00000514747.1	family with sequence similarity 193, member B 	77	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.27	-0.27	0.71	2009, 2011
FAM49B	ENST00000519824.2	family with sequence similarity 49, member B 	52	1	0	0	1	1	0	0	1	1	rno-miR-128-3p	-0.27	-0.29	0.78	
FOXQ1	ENST00000296839.2	forkhead box Q1 	181	1	0	1	0	0	0	0	0	1	rno-miR-128-3p	-0.27	-0.27	0.56	2005, 2007, 2009, 2011
CRKL	ENST00000354336.3	v-crk avian sarcoma virus CT10 oncogene homolog-like 	2142	1	0	1	0	1	0	1	0	1	rno-miR-128-3p	-0.27	-0.27	0.86	2005, 2007, 2009, 2011
XPR1	ENST00000367590.4	xenotropic and polytropic retrovirus receptor 1 	544	1	0	1	0	0	0	0	0	2	rno-miR-128-3p	-0.26	-0.26	0.86	2005, 2007, 2009, 2011
KIAA1199	ENST00000220244.3	KIAA1199 	660	1	1	0	0	0	0	0	0	1	rno-miR-128-3p	-0.26	-0.26	0.80	2005, 2007, 2009, 2011
EDAR	ENST00000409271.1	ectodysplasin A receptor 	7	1	0	0	1	0	0	0	0	1	rno-miR-128-3p	-0.26	-0.26	0.69	2005, 2007, 2009, 2011
GABRB1	ENST00000295454.3	gamma-aminobutyric acid (GABA) A receptor, beta 1 	5	1	0	0	1	4	1	2	1	5	rno-miR-128-3p	-0.26	-0.52	0.69	
SV2A	ENST00000369146.3	synaptic vesicle glycoprotein 2A 	10	1	1	0	0	0	0	0	0	1	rno-miR-128-3p	-0.26	-0.26	0.88	2005, 2007, 2009, 2011
CABLES2	ENST00000279101.5	Cdk5 and Abl enzyme substrate 2 	450	1	1	0	0	1	0	0	1	0	rno-miR-128-3p	-0.26	-0.27	0.88	2005, 2007, 2009, 2011
STK32B	ENST00000282908.5	serine/threonine kinase 32B 	196	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.26	-0.27	0.67	2009, 2011
C6orf223	ENST00000439969.2	chromosome 6 open reading frame 223 	17	1	1	0	0	1	0	1	0	1	rno-miR-128-3p	-0.26	-0.41	0.37	2011
HSP90AA1	ENST00000216281.8	heat shock protein 90kDa alpha (cytosolic), class A member 1 	5	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.26	-0.26	0.63	2009, 2011
TRPV3	ENST00000301365.4	transient receptor potential cation channel, subfamily V, member 3 	13	3	0	0	3	2	0	1	1	0	rno-miR-128-3p	-0.26	-0.39	0.96	
MAP2K7	ENST00000397981.3	mitogen-activated protein kinase kinase 7 	164	1	1	0	0	1	0	1	0	0	rno-miR-128-3p	-0.26	-0.26	0.88	2005, 2007, 2009, 2011
SMPD3	ENST00000219334.5	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) 	9	1	0	0	1	2	0	2	0	1	rno-miR-128-3p	-0.26	-0.26	0.62	2009, 2011
FGD6	ENST00000343958.4	FYVE, RhoGEF and PH domain containing 6 	21	1	0	0	1	1	1	0	0	0	rno-miR-128-3p	-0.26	-0.38	0.63	2009, 2011
PLXNC1	ENST00000258526.4	plexin C1 	47	1	0	1	0	1	1	0	0	2	rno-miR-128-3p	-0.26	-0.33	0.42	
ARHGAP12	ENST00000311380.4	Rho GTPase activating protein 12 	190	1	1	0	0	0	0	0	0	2	rno-miR-128-3p	-0.26	-0.26	0.14	2005, 2007, 2009, 2011
NABP1	ENST00000410026.2	nucleic acid binding protein 1 	938	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.26	-0.26	0.79	2007, 2009, 2011
STRN4	ENST00000263280.6	striatin, calmodulin binding protein 4 	1039	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.25	-0.25	0.63	2005, 2007, 2011
SAMD12	ENST00000409003.4	sterile alpha motif domain containing 12 	57	1	0	1	0	1	0	1	0	2	rno-miR-128-3p	-0.25	-0.32	0.88	2011
CITED2	ENST00000367651.2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 	1071	1	0	1	0	0	0	0	0	1	rno-miR-128-3p	-0.25	-0.31	0.53	2005, 2007, 2009, 2011
TNPO1	ENST00000337273.5	transportin 1 	2041	2	1	0	1	0	0	0	0	2	rno-miR-128-3p	-0.25	-0.37	0.92	2007, 2009, 2011
SH3RF1	ENST00000284637.9	SH3 domain containing ring finger 1 	2747	1	1	0	0	0	0	0	0	2	rno-miR-128-3p	-0.25	-0.25	0.67	2007, 2009, 2011
GPR135	ENST00000395116.1	G protein-coupled receptor 135 	40	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.25	-0.25	0.86	
PKIA	ENST00000396418.2	protein kinase (cAMP-dependent, catalytic) inhibitor alpha 	542	1	0	0	1	0	0	0	0	5	rno-miR-128-3p	-0.25	-0.34	0.79	2007, 2011
KPNA5	ENST00000368564.1	karyopherin alpha 5 (importin alpha 6) 	76	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.25	-0.25	0.34	
STK24	ENST00000397517.2	serine/threonine kinase 24 	486	1	0	1	0	1	0	1	0	0	rno-miR-128-3p	-0.25	-0.27	0.89	2005, 2007, 2009, 2011
SLC39A11	ENST00000255559.3	solute carrier family 39, member 11 	544	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.25	-0.26	0.78	2005, 2007, 2009, 2011
RPS6KA5	ENST00000261991.3	ribosomal protein S6 kinase, 90kDa, polypeptide 5 	64	3	0	2	1	0	0	0	0	1	rno-miR-128-3p	-0.25	-0.48	0.98	2005, 2007, 2009, 2011
GREM1	ENST00000560677.1	gremlin 1, DAN family BMP antagonist 	752	1	0	0	1	1	0	1	0	1	rno-miR-128-3p	-0.25	-0.46	0.65	2005, 2007, 2009, 2011
CD2AP	ENST00000359314.5	CD2-associated protein 	145	1	0	0	1	1	0	0	1	2	rno-miR-128-3p	-0.24	-0.27	0.64	2005, 2007, 2009, 2011
TMEM132E	ENST00000321639.5	transmembrane protein 132E 	461	2	0	2	0	0	0	0	0	0	rno-miR-128-3p	-0.24	-0.24	0.78	2007, 2009, 2011
KCNA4	ENST00000328224.6	potassium voltage-gated channel, shaker-related subfamily, member 4 	5	1	0	0	1	0	0	0	0	1	rno-miR-128-3p	-0.24	-0.24	0.67	2011
NEBL	ENST00000377122.4	nebulette 	181	1	1	0	0	1	0	0	1	0	rno-miR-128-3p	-0.24	-0.28	0.88	2011
HBEGF	ENST00000230990.6	heparin-binding EGF-like growth factor 	28	1	0	0	1	1	0	0	1	0	rno-miR-128-3p	-0.24	-0.29	0.63	2007, 2009, 2011
NDUFS4	ENST00000296684.5	NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase) 	125	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.24	-0.24	0.54	2005, 2007, 2009, 2011
TMEM170A	ENST00000357613.4	transmembrane protein 170A 	70	1	0	0	1	2	0	2	0	1	rno-miR-128-3p	-0.24	-0.39	0.73	
ELOVL4	ENST00000369816.4	ELOVL fatty acid elongase 4 	129	1	0	1	0	1	0	0	1	0	rno-miR-128-3p	-0.24	-0.25	0.18	2005, 2007, 2011
FAM13A	ENST00000395002.2	family with sequence similarity 13, member A 	441	1	0	0	1	1	0	1	0	0	rno-miR-128-3p	-0.24	-0.24	0.49	2005, 2007
STAT1	ENST00000540176.1	signal transducer and activator of transcription 1, 91kDa 	326	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.24	-0.24	ORF	
PTPRB	ENST00000334414.6	protein tyrosine phosphatase, receptor type, B 	42	1	0	1	0	3	0	2	1	0	rno-miR-128-3p	-0.24	-0.30	0.47	2009, 2011
MATN3	ENST00000407540.3	matrilin 3 	113	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.24	-0.27	0.58	2007, 2009, 2011
AFAP1	ENST00000360265.4	actin filament associated protein 1 	1966	1	0	0	1	2	1	1	0	2	rno-miR-128-3p	-0.24	-0.28	0.74	2007, 2009, 2011
KIRREL	ENST00000368172.1	kin of IRRE like (Drosophila) 	493	1	1	0	0	1	0	1	0	2	rno-miR-128-3p	-0.24	-0.26	0.87	
TMEM229A	ENST00000455783.1	transmembrane protein 229A 	5	1	0	1	0	0	0	0	0	1	rno-miR-128-3p	-0.24	-0.24	0.55	2011
DUSP5	ENST00000369583.3	dual specificity phosphatase 5 	600	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.24	-0.24	0.55	2005, 2007, 2009, 2011
TRABD	ENST00000303434.4	TraB domain containing 	2527	1	0	1	0	1	0	1	0	0	rno-miR-128-3p	-0.24	-0.24	0.43	2011
KSR1	ENST00000398988.3	kinase suppressor of ras 1 	256	2	0	0	2	2	0	1	1	2	rno-miR-128-3p	-0.24	-0.25	0.94	
CDS1	ENST00000295887.5	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1 	720	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.24	-0.24	0.76	2007, 2009, 2011
ABTB1	ENST00000393363.3	ankyrin repeat and BTB (POZ) domain containing 1 	180	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.24	-0.24	0.13	
ARHGEF11	ENST00000368194.3	Rho guanine nucleotide exchange factor (GEF) 11 	346	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.24	-0.24	0.66	2005, 2007, 2009, 2011
FUBP3	ENST00000319725.9	far upstream element (FUSE) binding protein 3 	121	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.24	-0.24	0.55	2007, 2009, 2011
ZKSCAN2	ENST00000328086.7	zinc finger with KRAB and SCAN domains 2 	81	1	1	0	0	0	0	0	0	1	rno-miR-128-3p	-0.24	-0.25	0.75	2007, 2009, 2011
MME	ENST00000460393.1	membrane metallo-endopeptidase 	37	1	0	1	0	0	0	0	0	2	rno-miR-128-3p	-0.24	-0.26	0.21	2005, 2007
NIPAL4	ENST00000311946.7	NIPA-like domain containing 4 	17	1	0	0	1	1	0	0	1	0	rno-miR-128-3p	-0.23	-0.23	0.68	2009, 2011
ELMO1	ENST00000341056.3	engulfment and cell motility 1 	118	1	1	0	0	1	0	0	1	0	rno-miR-128-3p	-0.23	-0.39	0.53	2005, 2007, 2009, 2011
PDE10A	ENST00000366882.1	phosphodiesterase 10A 	371	1	1	0	0	1	0	1	0	0	rno-miR-128-3p	-0.23	-0.35	0.91	2011
UNKL	ENST00000389221.4	unkempt homolog (Drosophila)-like 	308	1	0	0	1	1	1	0	0	0	rno-miR-128-3p	-0.23	-0.26	0.78	2009, 2011
FAM155B	ENST00000252338.4	family with sequence similarity 155, member B 	21	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.23	-0.23	0.80	2005, 2007, 2009, 2011
KLF4	ENST00000374672.4	Kruppel-like factor 4 (gut) 	22	1	0	1	0	0	0	0	0	0	rno-miR-128-3p	-0.23	-0.23	0.54	2005, 2007, 2009, 2011
MGAT1	ENST00000333055.3	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase 	831	1	0	1	0	1	0	1	0	1	rno-miR-128-3p	-0.23	-0.29	0.78	2005, 2007, 2009, 2011
EFNA2	ENST00000215368.2	ephrin-A2 	83	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.23	-0.23	0.73	2011
LRRC55	ENST00000497933.1	leucine rich repeat containing 55 	5	2	0	1	1	0	0	0	0	2	rno-miR-128-3p	-0.23	-0.23	0.78	2009, 2011
SET	ENST00000372692.4	SET nuclear oncogene 	763	1	0	1	0	0	0	0	0	1	rno-miR-128-3p	-0.23	-0.23	0.17	2005, 2007, 2011
SYT2	ENST00000367267.1	synaptotagmin II 	5	1	0	1	0	2	0	1	1	2	rno-miR-128-3p	-0.23	-0.23	0.66	2011
EFR3A	ENST00000254624.5	EFR3 homolog A (S. cerevisiae) 	372	1	0	1	0	0	0	0	0	3	rno-miR-128-3p	-0.23	-0.24	0.63	2005, 2007, 2009, 2011
STK35	ENST00000381482.3	serine/threonine kinase 35 	263	1	0	1	0	1	1	0	0	0	rno-miR-128-3p	-0.23	-0.25	0.88	2005, 2007, 2009, 2011
CTDSPL2	ENST00000260327.4	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 	457	1	0	1	0	2	0	2	0	0	rno-miR-128-3p	-0.23	-0.30	0.35	2007
GALNT7	ENST00000265000.4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7) 	953	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.23	-0.23	0.57	2005, 2007, 2009, 2011
RELN	ENST00000428762.1	reelin 	252	1	1	0	0	1	0	1	0	0	rno-miR-128-3p	-0.23	-0.27	0.83	2005, 2007, 2009, 2011
RNGTT	ENST00000369485.4	RNA guanylyltransferase and 5'-phosphatase 	1384	1	1	0	0	0	0	0	0	1	rno-miR-128-3p	-0.23	-0.23	0.59	2005, 2007, 2009, 2011
CYB561D1	ENST00000496961.1	cytochrome b561 family, member D1 	105	2	0	2	0	1	0	1	0	2	rno-miR-128-3p	-0.23	-0.24	0.20	2011
OTX2	ENST00000339475.5	orthodenticle homeobox 2 	5	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.23	-0.23	0.68	2005, 2007, 2009, 2011
SP4	ENST00000222584.3	Sp4 transcription factor 	131	1	0	1	0	0	0	0	0	3	rno-miR-128-3p	-0.23	-0.23	0.44	2007, 2009, 2011
DCUN1D1	ENST00000292782.4	DCN1, defective in cullin neddylation 1, domain containing 1 	267	1	0	1	0	0	0	0	0	4	rno-miR-128-3p	-0.23	-0.23	0.72	2007
CCDC28B	ENST00000421922.2	coiled-coil domain containing 28B 	106	1	0	0	1	0	0	0	0	0	rno-miR-128-3p	-0.23	-0.23	0.58	
MPP6	ENST00000222644.5	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6) 	389	1	1	0	0	0	0	0	0	0	rno-miR-128-3p	-0.22	-0.36	0.92	
MSL1	ENST00000398532.4	male-specific lethal 1 homolog (Drosophila) 	4715	1	0	1	0	1	0	1	0	0	rno-miR-128-3p	-0.22	-0.22	0.62	2009, 2011
