Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
ZFP36L2	ENST00000282388.3	ZFP36 ring finger protein-like 2 	317	2	0	1	1	0	0	0	0	3	rno-miR-124-3p	-0.21	-0.36	> 0.99	2011
SLC5A3	ENST00000608209.1	sodium/myo-inositol cotransporter  	24	2	0	2	0	0	0	0	0	5	rno-miR-124-3p	-0.21	-0.28	0.99	2011
SLC5A3	ENST00000381151.3	solute carrier family 5 (sodium/myo-inositol cotransporter), member 3 	24	2	0	2	0	0	0	0	0	5	rno-miR-124-3p	-0.21	-0.28	0.99	2007, 2009
TMEM260	ENST00000261556.6	transmembrane protein 260 	44	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.21	-0.21	0.87	2007, 2009, 2011
AP3M1	ENST00000355264.4	adaptor-related protein complex 3, mu 1 subunit 	601	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.21	-0.21	0.87	2007, 2009, 2011
TMEM129	ENST00000303277.2	transmembrane protein 129 	57	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.21	-0.21	0.83	2007, 2011
TUBG1	ENST00000251413.3	tubulin, gamma 1 	511	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.21	-0.21	0.69	2007, 2011
EFCAB14	ENST00000371933.3	EF-hand calcium binding domain 14 	264	1	0	0	1	2	0	1	1	1	rno-miR-124-3p	-0.21	-0.32	0.71	2007, 2009, 2011
SLBP	ENST00000429429.2	stem-loop binding protein 	1181	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.21	-0.30	0.78	2007
ABHD3	ENST00000289119.2	abhydrolase domain containing 3 	228	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.21	-0.21	0.68	2007
GAS1	ENST00000298743.7	growth arrest-specific 1 	2904	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.21	-0.21	0.86	
ADIPOR2	ENST00000357103.4	adiponectin receptor 2 	138	2	0	1	1	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.23	0.94	2007, 2009, 2011
AIF1L	ENST00000372300.1	allograft inflammatory factor 1-like 	487	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.20	-0.29	0.65	2007, 2009, 2011
GIT2	ENST00000355312.3	G protein-coupled receptor kinase interacting ArfGAP 2 	924	1	0	0	1	0	0	0	0	3	rno-miR-124-3p	-0.20	-0.20	0.82	2007, 2009, 2011
PTDSS1	ENST00000517309.1	phosphatidylserine synthase 1 	91	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.20	-0.20	0.91	2009, 2011
E2F6	ENST00000362009.4	E2F transcription factor 6 	70	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.20	-0.22	0.86	2007, 2009, 2011
USP14	ENST00000261601.7	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) 	561	2	0	0	2	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.33	0.97	2007, 2009, 2011
EIF4EBP2	ENST00000373218.4	eukaryotic translation initiation factor 4E binding protein 2 	690	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.20	-0.30	0.69	2011
SOWAHC	ENST00000356454.3	sosondowah ankyrin repeat domain family member C 	431	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.24	0.35	2011
USP48	ENST00000400301.1	ubiquitin specific peptidase 48 	3036	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.20	0.85	2007, 2009, 2011
ARHGAP39	ENST00000377307.2	Rho GTPase activating protein 39 	14	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.20	0.84	2009, 2011
GRASP	ENST00000552049.1	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein 	51	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.20	0.78	2007, 2009, 2011
FAM134B	ENST00000399793.2	family with sequence similarity 134, member B 	102	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.28	0.92	2011
PHACTR2	ENST00000427704.2	phosphatase and actin regulator 2 	274	1	1	0	0	0	0	0	0	4	rno-miR-124-3p	-0.20	-0.24	0.98	2009, 2011
HBP1	ENST00000222574.4	HMG-box transcription factor 1 	167	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.20	0.82	2007, 2009, 2011
JAKMIP1	ENST00000282924.5	janus kinase and microtubule interacting protein 1 	5	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.20	0.70	2007, 2009, 2011
REEP3	ENST00000373758.4	receptor accessory protein 3 	1095	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.20	-0.26	0.75	2011
KAT7	ENST00000259021.4	K(lysine) acetyltransferase 7 	48	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.20	-0.38	0.94	2007, 2009, 2011
EZH2	ENST00000478654.1	enhancer of zeste homolog 2 (Drosophila) 	577	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.20	-0.20	0.75	2011
RAB22A	ENST00000244040.3	RAB22A, member RAS oncogene family 	484	1	0	1	0	1	0	1	0	4	rno-miR-124-3p	-0.20	-0.36	0.94	2007, 2009, 2011
RPS6KA1	ENST00000374168.2	ribosomal protein S6 kinase, 90kDa, polypeptide 1 	1449	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.20	-0.20	0.92	2007, 2009, 2011
MED26	ENST00000263390.3	mediator complex subunit 26 	5	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.20	0.83	2007, 2009, 2011
LIPE	ENST00000244289.4	lipase, hormone-sensitive 	7	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.20	-0.20	0.83	2009, 2011
DTX4	ENST00000227451.3	deltex homolog 4 (Drosophila) 	5	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.20	-0.20	0.64	2011
CHD1	ENST00000284049.3	chromodomain helicase DNA binding protein 1 	35	1	0	0	1	1	0	0	1	2	rno-miR-124-3p	-0.20	-0.23	0.86	
LRCH4	ENST00000310300.6	leucine-rich repeats and calponin homology (CH) domain containing 4 	248	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.20	0.83	2007, 2009, 2011
UBR7	ENST00000013070.6	ubiquitin protein ligase E3 component n-recognin 7 (putative) 	468	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.21	0.84	2007, 2009, 2011
MARCH7	ENST00000259050.4	membrane-associated ring finger (C3HC4) 7, E3 ubiquitin protein ligase 	537	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.22	0.86	2007, 2011
CPD	ENST00000225719.4	carboxypeptidase D 	1766	2	0	2	0	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.37	> 0.99	2007, 2009, 2011
EBF2	ENST00000535548.1	early B-cell factor 2 	11	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.20	-0.20	< 0.1	
PAN3	ENST00000282391.5	PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae) 	361	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.20	-0.20	0.86	2007, 2009, 2011
IST1	ENST00000329908.8	increased sodium tolerance 1 homolog (yeast) 	305	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.20	0.86	2007, 2009, 2011
MBOAT2	ENST00000305997.3	membrane bound O-acyltransferase domain containing 2 	1145	2	0	0	2	0	0	0	0	2	rno-miR-124-3p	-0.20	-0.27	0.98	2007, 2009, 2011
EEA1	ENST00000322349.8	early endosome antigen 1 	78	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.20	-0.30	0.98	2007, 2009, 2011
HMGXB4	ENST00000216106.5	HMG box domain containing 4 	966	2	0	0	2	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.20	0.96	2007, 2009, 2011
SPRY2	ENST00000377102.1	sprouty homolog 2 (Drosophila) 	139	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.20	-0.20	0.72	2007, 2011
ENPP4	ENST00000321037.4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative) 	114	1	1	0	0	2	0	1	1	1	rno-miR-124-3p	-0.19	-0.54	0.95	2011
SRSF6	ENST00000244020.3	serine/arginine-rich splicing factor 6 	1914	2	0	1	1	0	0	0	0	1	rno-miR-124-3p	-0.19	-0.41	0.97	2007, 2009, 2011
OSBPL10	ENST00000396556.2	oxysterol binding protein-like 10 	10	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.40	0.94	2007, 2009, 2011
RUFY2	ENST00000388768.2	RUN and FYVE domain containing 2 	15	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.19	0.67	2007, 2009
TRAF3	ENST00000560371.1	TNF receptor-associated factor 3 	833	2	1	1	0	1	0	1	0	1	rno-miR-124-3p	-0.19	-0.27	> 0.99	2011
XRN1	ENST00000264951.4	5'-3' exoribonuclease 1 	612	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.20	0.90	2007, 2009, 2011
KPNB1	ENST00000290158.4	karyopherin (importin) beta 1 	465	1	0	1	0	2	0	1	1	0	rno-miR-124-3p	-0.19	-0.31	0.78	
GGA2	ENST00000309859.4	golgi-associated, gamma adaptin ear containing, ARF binding protein 2 	645	2	1	1	0	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.86	> 0.99	2007, 2009, 2011
BCAT1	ENST00000261192.7	branched chain amino-acid transaminase 1, cytosolic 	1346	1	0	1	0	1	0	1	0	2	rno-miR-124-3p	-0.19	-0.20	0.30	2007, 2011
LRFN1	ENST00000248668.4	leucine rich repeat and fibronectin type III domain containing 1 	82	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.19	0.95	2009, 2011
MYO1E	ENST00000288235.4	myosin IE 	198	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.40	0.94	2007, 2009, 2011
MPP6	ENST00000222644.5	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6) 	389	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.30	0.92	
FAM78A	ENST00000372269.3	family with sequence similarity 78, member A 	7	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.19	0.87	2007, 2009, 2011
FRRS1L	ENST00000561981.2	ferric-chelate reductase 1-like 	11	1	0	0	1	2	0	2	0	1	rno-miR-124-3p	-0.19	-0.19	0.86	
ABTB2	ENST00000435224.2	ankyrin repeat and BTB (POZ) domain containing 2 	5	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.19	0.35	2009
ULK2	ENST00000395544.4	unc-51 like autophagy activating kinase 2 	489	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.19	-0.25	0.87	2007, 2009, 2011
NPTN	ENST00000345330.4	neuroplastin 	2918	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.19	0.80	2007
FMNL2	ENST00000288670.9	formin-like 2 	31	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.19	0.32	2007, 2009, 2011
SLC22A5	ENST00000245407.3	solute carrier family 22 (organic cation/carnitine transporter), member 5 	37	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.19	-0.27	0.71	2007, 2009, 2011
NHLRC2	ENST00000369301.3	NHL repeat containing 2 	368	1	0	0	1	0	0	0	0	3	rno-miR-124-3p	-0.19	-0.20	0.80	2011
SCUBE3	ENST00000274938.7	signal peptide, CUB domain, EGF-like 3 	47	1	0	1	0	1	0	1	0	3	rno-miR-124-3p	-0.19	-0.22	0.80	2007, 2009, 2011
RYR2	ENST00000366574.2	ryanodine receptor 2 (cardiac) 	18	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.19	0.93	2007, 2009, 2011
FAM174B	ENST00000327355.5	family with sequence similarity 174, member B 	16	1	0	1	0	1	0	0	1	0	rno-miR-124-3p	-0.19	-0.35	0.57	2007, 2011
BCL9L	ENST00000334801.3	B-cell CLL/lymphoma 9-like 	91	1	0	1	0	0	0	0	0	5	rno-miR-124-3p	-0.19	-0.36	0.93	2007, 2009, 2011
KIF21B	ENST00000332129.2	kinesin family member 21B 	12	1	0	1	0	1	0	0	1	3	rno-miR-124-3p	-0.19	-0.19	0.91	2007, 2009, 2011
KLHL17	ENST00000338591.3	kelch-like family member 17 	46	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.19	0.86	2009
MPC1	ENST00000360961.6	mitochondrial pyruvate carrier 1 	2761	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.19	-0.19	0.83	2007, 2009, 2011
SH2D5	ENST00000375031.1	SH2 domain containing 5 	7	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.19	-0.19	0.72	2009, 2011
CEP85L	ENST00000368491.3	centrosomal protein 85kDa-like 	14	1	0	1	0	0	0	0	0	3	rno-miR-124-3p	-0.19	-0.38	0.94	2011
MACROD2	ENST00000217246.4	MACRO domain containing 2 	5	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.18	-0.18	0.87	2007, 2009, 2011
SLC25A20	ENST00000430379.1	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20 	6430	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.18	-0.18	0.78	2007
CHRD	ENST00000204604.1	chordin 	268	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.18	-0.18	0.42	2007, 2011
TMEM168	ENST00000312814.6	transmembrane protein 168 	195	1	0	0	1	0	0	0	0	2	rno-miR-124-3p	-0.18	-0.26	0.86	2007, 2009, 2011
KCNJ12	ENST00000583088.1	potassium inwardly-rectifying channel, subfamily J, member 12 	9	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.18	-0.18	0.96	2007, 2009, 2011
NEUROG3	ENST00000242462.4	neurogenin 3 	5	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.18	-0.18	0.74	
CAMTA2	ENST00000358183.4	calmodulin binding transcription activator 2 	424	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.18	-0.18	0.62	2009, 2011
EFHD2	ENST00000375980.4	EF-hand domain family, member D2 	1411	1	0	0	1	0	0	0	0	2	rno-miR-124-3p	-0.18	-0.19	0.79	2011
DCAF12L1	ENST00000371126.1	DDB1 and CUL4 associated factor 12-like 1 	5	1	0	0	1	0	0	0	0	2	rno-miR-124-3p	-0.18	-0.18	0.76	2007, 2009, 2011
AGO2	ENST00000220592.5	argonaute RISC catalytic component 2 	350	2	0	2	0	0	0	0	0	5	rno-miR-124-3p	-0.18	-2.37	0.99	
ANXA5	ENST00000296511.5	annexin A5 	9387	1	0	0	1	0	0	0	0	2	rno-miR-124-3p	-0.18	-0.24	0.86	2007, 2009, 2011
TGFBR1	ENST00000374994.4	transforming growth factor, beta receptor 1 	249	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.18	-0.21	0.34	2007, 2011
NRCAM	ENST00000379028.3	neuronal cell adhesion molecule 	152	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.18	-0.18	0.88	2007, 2009, 2011
SLITRK5	ENST00000325089.6	SLIT and NTRK-like family, member 5 	429	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.18	-0.18	0.88	2007, 2009, 2011
SLITRK2	ENST00000370490.1	SLIT and NTRK-like family, member 2 	5	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.18	-0.18	0.86	2007, 2009, 2011
DEPTOR	ENST00000286234.5	DEP domain containing MTOR-interacting protein 	18	1	0	0	1	1	0	0	1	1	rno-miR-124-3p	-0.18	-0.18	0.76	2011
CD82	ENST00000227155.4	CD82 molecule 	1117	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.18	-0.18	0.66	
KIF26B	ENST00000366518.4	kinesin family member 26B 	25	1	0	1	0	2	0	1	1	1	rno-miR-124-3p	-0.18	-0.18	0.94	2007, 2009, 2011
WDFY3	ENST00000322366.6	WD repeat and FYVE domain containing 3 	596	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.18	-0.18	0.32	2007, 2011
PAX3	ENST00000350526.4	paired box 3 	7	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.18	-0.18	ORF	
NXF1	ENST00000531709.2	nuclear RNA export factor 1 	1017	1	0	1	0	0	0	0	0	3	rno-miR-124-3p	-0.18	-0.18	< 0.1	
ELK4	ENST00000357992.4	ELK4, ETS-domain protein (SRF accessory protein 1) 	39	1	0	0	1	1	0	1	0	7	rno-miR-124-3p	-0.18	-0.24	0.86	2011
UBE2W	ENST00000517608.1	ubiquitin-conjugating enzyme E2W (putative) 	102	1	0	0	1	1	0	0	1	1	rno-miR-124-3p	-0.18	-0.19	0.86	2009, 2011
ATL3	ENST00000398868.3	atlastin GTPase 3 	734	2	0	2	0	0	0	0	0	3	rno-miR-124-3p	-0.18	-0.66	> 0.99	2007, 2009, 2011
SEC61A2	ENST00000379020.4	Sec61 alpha 2 subunit (S. cerevisiae) 	105	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.18	-0.18	0.80	2007, 2011
GABRA6	ENST00000523217.1	gamma-aminobutyric acid (GABA) A receptor, alpha 6 	5	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.18	-0.18	0.62	
COPZ1	ENST00000551779.1	coatomer protein complex, subunit zeta 1 	2623	1	0	0	1	3	1	1	1	3	rno-miR-124-3p	-0.18	-0.55	0.75	
RASGEF1A	ENST00000374459.1	RasGEF domain family, member 1A 	10	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.18	-0.24	0.97	2007, 2009, 2011
ELMO2	ENST00000290246.6	engulfment and cell motility 2 	22	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.18	-0.18	0.82	2009, 2011
IDE	ENST00000265986.6	insulin-degrading enzyme 	446	1	0	0	1	1	0	1	0	2	rno-miR-124-3p	-0.18	-0.22	0.86	2011
SMPD3	ENST00000219334.5	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) 	9	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.17	-0.17	0.87	2007, 2009, 2011
SART3	ENST00000228284.3	squamous cell carcinoma antigen recognized by T cells 3 	469	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.17	0.86	2007, 2011
ATP2B4	ENST00000367218.3	ATPase, Ca++ transporting, plasma membrane 4 	7311	1	0	1	0	2	0	0	2	4	rno-miR-124-3p	-0.17	-0.17	0.86	2007, 2009, 2011
PAFAH1B1	ENST00000397195.5	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) 	1570	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.24	0.77	2007, 2009, 2011
PTPN4	ENST00000263708.2	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) 	215	1	0	1	0	1	0	0	1	3	rno-miR-124-3p	-0.17	-0.21	0.93	
SFRP4	ENST00000436072.2	secreted frizzled-related protein 4 	5	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.17	0.70	
VKORC1L1	ENST00000360768.3	vitamin K epoxide reductase complex, subunit 1-like 1 	2291	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.38	0.94	
GPATCH8	ENST00000591680.1	G patch domain containing 8 	337	1	0	1	0	0	0	0	0	3	rno-miR-124-3p	-0.17	-0.25	0.45	2007, 2009, 2011
PROX1	ENST00000366958.4	prospero homeobox 1 	131	2	0	2	0	0	0	0	0	3	rno-miR-124-3p	-0.17	-0.39	0.99	
SP2	ENST00000376741.4	Sp2 transcription factor 	779	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.18	0.87	2007, 2009, 2011
TWSG1	ENST00000262120.5	twisted gastrulation BMP signaling modulator 1 	38	1	0	1	0	1	0	0	1	1	rno-miR-124-3p	-0.17	-0.30	0.44	2007, 2009, 2011
SHISA9	ENST00000558583.1	shisa family member 9 	5	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.17	-0.17	0.94	2011
EFNB3	ENST00000226091.2	ephrin-B3 	5	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.17	-0.17	0.84	2007, 2009, 2011
INO80D	ENST00000403263.1	INO80 complex subunit D 	5	1	0	1	0	0	0	0	0	7	rno-miR-124-3p	-0.17	-0.17	0.45	2009, 2011
NPLOC4	ENST00000572760.1	nuclear protein localization 4 homolog (S. cerevisiae) 	1360	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.17	-0.19	0.85	2007, 2009, 2011
PHLDB1	ENST00000361417.2	pleckstrin homology-like domain, family B, member 1 	126	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.22	0.92	2007, 2009, 2011
MAT2A	ENST00000306434.3	methionine adenosyltransferase II, alpha 	8	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.29	0.71	2007, 2009, 2011
SKI	ENST00000378536.4	v-ski avian sarcoma viral oncogene homolog 	613	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.17	0.93	2007, 2009, 2011
FNBP1L	ENST00000370253.2	formin binding protein 1-like 	219	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.17	-0.17	0.84	2007, 2009, 2011
RGS9	ENST00000449996.3	regulator of G-protein signaling 9 	22	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.17	-0.17	0.83	2007, 2009, 2011
GPR114	ENST00000340339.4	G protein-coupled receptor 114 	5	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.17	< 0.1	2009, 2011
CNTN1	ENST00000551295.2	contactin 1 	40	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.17	-0.18	0.84	2007, 2009, 2011
HIATL1	ENST00000375344.3	hippocampus abundant transcript-like 1 	767	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.17	0.85	2007, 2009, 2011
RBM12	ENST00000374114.3	RNA binding motif protein 12 	431	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.33	0.89	2007, 2009, 2011
FGFR1OP	ENST00000366847.4	FGFR1 oncogene partner 	552	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.17	-0.31	0.94	2007, 2009, 2011
GALNT13	ENST00000409237.1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13) 	49	1	0	0	1	0	0	0	0	2	rno-miR-124-3p	-0.17	-0.21	0.86	2009, 2011
ZBTB7A	ENST00000322357.4	zinc finger and BTB domain containing 7A 	37	2	0	1	1	0	0	0	0	2	rno-miR-124-3p	-0.17	-0.21	0.96	
CDYL2	ENST00000570137.2	chromodomain protein, Y-like 2 	239	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.17	-0.23	0.98	
SH3KBP1	ENST00000397821.3	SH3-domain kinase binding protein 1 	109	1	0	1	0	0	0	0	0	3	rno-miR-124-3p	-0.17	-0.28	0.93	2007, 2009, 2011
PKN2	ENST00000370521.3	protein kinase N2 	747	1	0	1	0	2	0	0	2	1	rno-miR-124-3p	-0.17	-0.38	0.92	2007, 2009, 2011
LGSN	ENST00000370658.5	lengsin, lens protein with glutamine synthetase domain 	21	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.17	-0.18	< 0.1	
SIK2	ENST00000304987.3	salt-inducible kinase 2 	378	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.17	-0.24	0.94	2007, 2009, 2011
MAPK4	ENST00000592595.1	mitogen-activated protein kinase 4 	77	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.17	0.86	2007, 2009, 2011
FAM73B	ENST00000358369.4	family with sequence similarity 73, member B 	651	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.17	-0.17	0.80	2009, 2011
SDK1	ENST00000404826.2	sidekick cell adhesion molecule 1 	60	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.17	-0.23	0.94	2011
FBXO30	ENST00000237281.4	F-box protein 30 	224	1	0	0	1	1	0	1	0	0	rno-miR-124-3p	-0.17	-0.23	0.87	2007, 2009, 2011
PRKD1	ENST00000331968.5	protein kinase D1 	75	2	0	1	1	0	0	0	0	1	rno-miR-124-3p	-0.17	-0.56	> 0.99	2007, 2009, 2011
XKR7	ENST00000562532.2	XK, Kell blood group complex subunit-related family, member 7 	5	1	0	1	0	1	0	0	1	1	rno-miR-124-3p	-0.17	-0.17	0.95	
IKZF2	ENST00000457361.1	IKAROS family zinc finger 2 (Helios) 	32	1	0	1	0	0	0	0	0	3	rno-miR-124-3p	-0.17	-0.19	0.49	2007, 2009, 2011
KLHL24	ENST00000454652.2	kelch-like family member 24 	143	2	1	1	0	1	0	0	1	2	rno-miR-124-3p	-0.17	-0.42	0.94	2007, 2009, 2011
ATAD2B	ENST00000238789.5	ATPase family, AAA domain containing 2B 	11	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.17	-0.27	0.86	2009, 2011
SLIT1	ENST00000266058.4	slit homolog 1 (Drosophila) 	15	1	0	1	0	1	0	1	0	1	rno-miR-124-3p	-0.17	-0.17	0.92	
GPR85	ENST00000297146.3	G protein-coupled receptor 85 	21	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.17	0.82	2007, 2009, 2011
MCU	ENST00000373053.3	mitochondrial calcium uniporter 	2421	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.17	-0.17	0.86	2007, 2009, 2011
FAM122B	ENST00000370790.1	family with sequence similarity 122B 	334	1	0	1	0	1	1	0	0	4	rno-miR-124-3p	-0.17	-0.32	0.40	2007, 2009, 2011
FAM163A	ENST00000341785.4	family with sequence similarity 163, member A 	23	1	0	1	0	0	0	0	0	3	rno-miR-124-3p	-0.16	-0.21	0.79	
CPNE5	ENST00000244751.2	copine V 	13	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.16	-0.16	0.86	2007, 2009, 2011
AHCYL1	ENST00000369799.5	adenosylhomocysteinase-like 1 	1279	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.16	-0.16	0.86	2009, 2011
PDE7A	ENST00000401827.3	phosphodiesterase 7A 	84	1	0	0	1	1	0	0	1	1	rno-miR-124-3p	-0.16	-0.19	0.87	2011
PCSK6	ENST00000348070.1	proprotein convertase subtilisin/kexin type 6 	670	1	0	0	1	0	0	0	0	0	rno-miR-124-3p	-0.16	-0.16	0.83	2007, 2011
ENTPD5	ENST00000334696.6	ectonucleoside triphosphate diphosphohydrolase 5 	105	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.16	-0.40	0.84	
ETV1	ENST00000430479.1	ets variant 1 	160	1	0	0	1	1	0	1	0	1	rno-miR-124-3p	-0.16	-0.36	0.86	2007, 2009, 2011
ZDHHC2	ENST00000262096.8	zinc finger, DHHC-type containing 2 	171	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.16	-0.27	0.92	2007, 2009, 2011
PPTC7	ENST00000354300.3	PTC7 protein phosphatase homolog (S. cerevisiae) 	817	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.16	-0.16	0.86	2007
