Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
MAP3K2	ENST00000409947.1	mitogen-activated protein kinase kinase kinase 2 	187	1	0	1	0	2	0	0	2	1	rno-miR-9a-5p	-0.32	-0.38	0.90	2011
ANK2	ENST00000357077.4	ankyrin 2, neuronal 	133	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.32	-0.32	0.91	2011
SHISA2	ENST00000319420.3	shisa family member 2 	30	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.32	-0.32	0.71	2009, 2011
EFEMP1	ENST00000394555.2	EGF containing fibulin-like extracellular matrix protein 1 	992	1	0	0	1	1	0	0	1	0	rno-miR-9a-5p	-0.32	-0.36	0.82	2009, 2011
PRDM1	ENST00000369089.3	PR domain containing 1, with ZNF domain 	48	2	0	2	0	0	0	0	0	2	rno-miR-9a-5p	-0.32	-0.42	0.96	2005, 2007, 2009, 2011
MDGA2	ENST00000439988.3	MAM domain-containing glycosylphosphatidylinositol anchor protein 2  	0	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.32	-0.32	0.92	
CNTFR	ENST00000351266.4	ciliary neurotrophic factor receptor 	19	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.32	-0.32	0.81	2005, 2007, 2009, 2011
GDNF	ENST00000326524.2	glial cell derived neurotrophic factor 	7	1	0	1	0	0	0	0	0	2	rno-miR-9a-5p	-0.32	-0.32	0.92	2011
GOT1	ENST00000370508.5	glutamic-oxaloacetic transaminase 1, soluble 	2393	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.32	-0.32	0.90	2005, 2007, 2009, 2011
CSGALNACT1	ENST00000454498.2	chondroitin sulfate N-acetylgalactosaminyltransferase 1 	77	1	0	1	0	1	0	1	0	0	rno-miR-9a-5p	-0.32	-0.32	0.86	2005, 2007, 2009, 2011
EFNA1	ENST00000368407.3	ephrin-A1 	423	1	0	0	1	1	0	1	0	1	rno-miR-9a-5p	-0.32	-0.32	0.80	2005, 2007, 2009, 2011
STMN1	ENST00000455785.2	stathmin 1 	30059	1	0	0	1	0	0	0	0	0	rno-miR-9a-5p	-0.32	-0.32	0.82	2005, 2007
PLBD1	ENST00000240617.5	phospholipase B domain containing 1 	303	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.32	-0.32	0.52	2011
NELL1	ENST00000298925.5	NEL-like 1 (chicken) 	5	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.32	-0.32	0.73	2009, 2011
UBE2Z	ENST00000360943.5	ubiquitin-conjugating enzyme E2Z 	3688	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.31	-0.31	0.94	2007, 2009, 2011
CCNE2	ENST00000520509.1	cyclin E2 	76	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.31	-0.33	0.62	2005, 2007, 2009, 2011
IGF2BP3	ENST00000258729.3	insulin-like growth factor 2 mRNA binding protein 3 	30	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.31	-0.31	0.91	2007, 2009, 2011
SNX25	ENST00000504273.1	sorting nexin 25 	21	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.31	-0.58	0.90	2011
PALMD	ENST00000263174.4	palmdelphin 	66	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.31	-0.31	0.67	2005, 2007, 2009, 2011
COL9A1	ENST00000357250.6	collagen, type IX, alpha 1 	9	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.31	-0.31	0.64	2007, 2009, 2011
SHC1	ENST00000368445.5	SHC (Src homology 2 domain containing) transforming protein 1 	482	2	0	2	0	0	0	0	0	1	rno-miR-9a-5p	-0.31	-0.46	0.98	2005, 2007, 2009, 2011
MAP3K3	ENST00000361357.3	mitogen-activated protein kinase kinase kinase 3 	144	2	1	1	0	1	0	1	0	4	rno-miR-9a-5p	-0.31	-0.33	0.86	2005, 2007, 2009, 2011
SLC26A4	ENST00000265715.3	solute carrier family 26 (anion exchanger), member 4 	5	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.31	-0.31	0.84	2009, 2011
GNPNAT1	ENST00000216410.3	glucosamine-phosphate N-acetyltransferase 1 	429	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.31	-0.40	0.92	2005, 2007, 2009, 2011
MLXIP	ENST00000319080.7	MLX interacting protein 	69	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.31	-0.31	0.95	2007, 2009, 2011
FURIN	ENST00000268171.3	furin (paired basic amino acid cleaving enzyme) 	2306	1	0	1	0	1	0	1	0	0	rno-miR-9a-5p	-0.31	-0.31	0.76	2005, 2007, 2009, 2011
PANK3	ENST00000239231.6	pantothenate kinase 3 	522	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.31	-0.31	0.92	2005, 2007, 2009, 2011
PRKG2	ENST00000395578.1	protein kinase, cGMP-dependent, type II 	15	1	1	0	0	1	0	1	0	1	rno-miR-9a-5p	-0.31	-0.39	0.94	
NAP1L1	ENST00000261182.8	nucleosome assembly protein 1-like 1 	9072	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.31	-0.31	0.91	2005, 2007, 2009, 2011
TRERF1	ENST00000541110.1	transcriptional regulating factor 1 	52	2	1	1	0	1	0	0	1	1	rno-miR-9a-5p	-0.31	-0.31	0.98	2011
TBC1D22A	ENST00000337137.4	TBC1 domain family, member 22A 	123	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.31	-0.31	< 0.1	2005, 2007, 2009, 2011
MYOCD	ENST00000425538.1	myocardin 	62	2	1	1	0	1	0	0	1	1	rno-miR-9a-5p	-0.31	-0.47	0.98	2011
FOXG1	ENST00000382535.3	forkhead box G1 	40	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
COL4A2	ENST00000360467.5	collagen, type IV, alpha 2 	879	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.30	-0.30	0.79	2005, 2007, 2009, 2011
GPR123	ENST00000607359.1	G protein-coupled receptor 123 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.30	-0.30	0.76	2009, 2011
SRSF10	ENST00000343255.5	serine/arginine-rich splicing factor 10 	1920	2	1	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.30	-0.32	0.98	2011
GALNT16	ENST00000337827.4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 16 	35	1	0	1	0	1	0	1	0	2	rno-miR-9a-5p	-0.30	-0.30	0.91	2009, 2011
PDGFC	ENST00000502773.1	platelet derived growth factor C 	238	1	0	1	0	1	0	1	0	0	rno-miR-9a-5p	-0.30	-0.45	0.92	2005, 2007, 2009, 2011
BICC1	ENST00000373886.3	bicaudal C homolog 1 (Drosophila) 	165	1	0	1	0	4	1	3	0	0	rno-miR-9a-5p	-0.30	-0.30	0.83	2007, 2009, 2011
ESRRB	ENST00000380887.2	estrogen-related receptor beta 	7	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.30	-0.30	0.92	2011
RNF19A	ENST00000519449.1	ring finger protein 19A, RBR E3 ubiquitin protein ligase 	1674	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
AMMECR1	ENST00000262844.5	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1 	5	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.30	-0.30	0.91	2009, 2011
SRSF6	ENST00000244020.3	serine/arginine-rich splicing factor 6 	1914	1	0	1	0	1	0	1	0	1	rno-miR-9a-5p	-0.30	-0.34	0.61	2005, 2007, 2011
HMGA2	ENST00000403681.2	high mobility group AT-hook 2 	8021	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.30	-0.30	0.87	2005, 2007, 2009, 2011
FGF14	ENST00000376131.4	fibroblast growth factor 14 	5	2	0	0	2	0	0	0	0	0	rno-miR-9a-5p	-0.30	-0.30	0.90	
IMPG1	ENST00000369963.3	interphotoreceptor matrix proteoglycan 1 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.30	-0.30	ORF	
EIF4E	ENST00000450253.2	eukaryotic translation initiation factor 4E 	876	1	0	1	0	1	0	1	0	0	rno-miR-9a-5p	-0.30	-0.32	0.93	2005, 2007, 2009, 2011
ZKSCAN1	ENST00000324306.6	zinc finger with KRAB and SCAN domains 1 	1314	1	1	0	0	1	0	0	1	1	rno-miR-9a-5p	-0.30	-0.30	0.95	2005, 2007, 2009, 2011
KCTD12	ENST00000377474.2	potassium channel tetramerization domain containing 12 	404	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.30	-0.31	0.95	2005, 2007, 2009, 2011
ZBTB1	ENST00000394712.2	zinc finger and BTB domain containing 1 	920	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.29	-0.29	0.74	2011
UBE2H	ENST00000355621.3	ubiquitin-conjugating enzyme E2H 	855	1	0	0	1	1	0	1	0	0	rno-miR-9a-5p	-0.29	-0.30	0.81	2005, 2007, 2009, 2011
DTD1	ENST00000377452.3	D-tyrosyl-tRNA deacylase 1 	58	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.29	-0.29	0.81	2007, 2009, 2011
NEDD4	ENST00000338963.2	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase 	289	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.29	-0.30	0.80	2005, 2007, 2009, 2011
GSKIP	ENST00000555181.1	GSK3B interacting protein 	1581	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.29	-0.29	0.91	2007, 2009, 2011
KLHL1	ENST00000377844.4	kelch-like family member 1 	40	1	0	1	0	1	0	0	1	0	rno-miR-9a-5p	-0.29	-0.29	0.83	2005, 2007, 2011
C3orf58	ENST00000441925.2	chromosome 3 open reading frame 58 	118	1	0	0	1	1	0	1	0	1	rno-miR-9a-5p	-0.29	-0.29	0.75	2007, 2009, 2011
REEP4	ENST00000334530.5	receptor accessory protein 4 	78	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.29	-0.29	0.52	2007, 2009, 2011
CYP2U1	ENST00000332884.6	cytochrome P450, family 2, subfamily U, polypeptide 1 	202	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.29	-0.31	0.63	2009, 2011
GMEB2	ENST00000370069.1	glucocorticoid modulatory element binding protein 2 	240	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.29	-0.29	0.96	2005, 2007, 2009, 2011
ARID1A	ENST00000324856.7	AT rich interactive domain 1A (SWI-like) 	31	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.29	-0.29	0.74	2005, 2007, 2009, 2011
RNF24	ENST00000336095.6	ring finger protein 24 	448	1	0	1	0	0	0	0	0	2	rno-miR-9a-5p	-0.29	-0.30	0.91	2005, 2007, 2009, 2011
ITPRIPL2	ENST00000381440.3	inositol 1,4,5-trisphosphate receptor interacting protein-like 2 	893	1	1	0	0	1	0	0	1	3	rno-miR-9a-5p	-0.28	-0.31	0.90	2007, 2009, 2011
PCSK5	ENST00000376752.4	proprotein convertase subtilisin/kexin type 5 	68	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.28	-0.28	0.92	
MAN1A2	ENST00000356554.3	mannosidase, alpha, class 1A, member 2 	603	1	0	1	0	3	0	1	2	1	rno-miR-9a-5p	-0.28	-0.30	0.91	2005, 2007, 2009, 2011
ENPP1	ENST00000360971.2	ectonucleotide pyrophosphatase/phosphodiesterase 1 	159	1	1	0	0	2	0	1	1	0	rno-miR-9a-5p	-0.28	-0.36	0.22	2009, 2011
FNIP2	ENST00000264433.6	folliculin interacting protein 2 	266	1	0	1	0	1	0	1	0	1	rno-miR-9a-5p	-0.28	-0.29	0.67	2009, 2011
SHROOM4	ENST00000376020.2	shroom family member 4 	5	2	2	0	0	2	0	2	0	2	rno-miR-9a-5p	-0.28	-0.30	0.66	2007, 2009, 2011
LRIG2	ENST00000361127.5	leucine-rich repeats and immunoglobulin-like domains 2 	348	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.28	-0.30	0.93	
DIXDC1	ENST00000440460.2	DIX domain containing 1 	307	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.28	-0.28	0.66	2005, 2007, 2009, 2011
EPHB4	ENST00000360620.3	EPH receptor B4 	350	1	1	0	0	1	0	1	0	0	rno-miR-9a-5p	-0.28	-0.28	0.87	
SLC26A2	ENST00000286298.4	solute carrier family 26 (anion exchanger), member 2 	748	1	0	1	0	2	0	2	0	1	rno-miR-9a-5p	-0.28	-0.28	0.64	2011
CCDC138	ENST00000412964.2	coiled-coil domain containing 138 	339	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.28	-0.28	0.42	2009
HIST3H2A	ENST00000366695.2	histone cluster 3, H2a 	2164	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.28	-0.28	0.77	2009, 2011
PBRM1	ENST00000356770.4	polybromo 1 	689	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.28	-0.28	0.94	2007, 2009, 2011
IGF2BP2	ENST00000382199.2	insulin-like growth factor 2 mRNA binding protein 2 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.28	-0.28	0.87	2007, 2009, 2011
FSTL1	ENST00000295633.3	follistatin-like 1 	6788	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.28	-0.29	0.87	2005, 2007, 2009, 2011
NPY2R	ENST00000506608.1	neuropeptide Y receptor Y2 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.28	-0.28	0.32	2005, 2007, 2009, 2011
GZF1	ENST00000338121.5	GDNF-inducible zinc finger protein 1 	252	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.27	-0.28	0.95	2007, 2009, 2011
CLOCK	ENST00000309964.4	clock circadian regulator 	86	2	1	0	1	0	0	0	0	2	rno-miR-9a-5p	-0.27	-0.29	0.97	2005, 2007, 2009, 2011
C18orf25	ENST00000282059.6	chromosome 18 open reading frame 25 	688	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.28	0.83	2005, 2007, 2009, 2011
BCAT2	ENST00000545387.2	branched chain amino-acid transaminase 2, mitochondrial 	4270	1	0	0	1	0	0	0	0	1	rno-miR-9a-5p	-0.27	-0.27	0.75	2005, 2007, 2009, 2011
ZIC5	ENST00000267294.4	Zic family member 5 	263	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.29	0.91	2007, 2009, 2011
VANGL1	ENST00000355485.2	VANGL planar cell polarity protein 1 	721	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	0.76	2007, 2009, 2011
CNNM2	ENST00000369878.4	cyclin M2 	517	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.27	-0.27	0.96	2005, 2007, 2009, 2011
KIAA1468	ENST00000398130.2	KIAA1468 	756	1	0	0	1	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	0.83	2005, 2007, 2009, 2011
FGF18	ENST00000274625.5	fibroblast growth factor 18 	5	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.27	-0.27	0.39	
HUNK	ENST00000270112.2	hormonally up-regulated Neu-associated kinase 	85	2	1	0	1	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.29	0.98	2005, 2007, 2009, 2011
CCNI	ENST00000237654.4	cyclin I 	12152	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	< 0.1	
CBX7	ENST00000216133.5	chromobox homolog 7 	5	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.27	-0.27	0.95	2009, 2011
C1QL1	ENST00000253407.3	complement component 1, q subcomponent-like 1 	14	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	0.85	2005, 2007, 2009, 2011
DPF3	ENST00000541685.1	D4, zinc and double PHD fingers, family 3 	5	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	0.70	2009, 2011
CA7	ENST00000394069.3	carbonic anhydrase VII 	5	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.27	-0.27	0.62	2005, 2007, 2009, 2011
CCSER2	ENST00000224756.8	coiled-coil serine-rich protein 2 	123	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	ORF	2007, 2009, 2011
MYH9	ENST00000216181.5	myosin, heavy chain 9, non-muscle 	1317	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.27	-0.27	0.89	2005, 2007, 2009, 2011
MYH1	ENST00000226207.5	myosin, heavy chain 1, skeletal muscle, adult 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	< 0.1	2005, 2007
CRIM1	ENST00000280527.2	cysteine rich transmembrane BMP regulator 1 (chordin-like) 	4842	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	0.84	2005, 2007, 2009, 2011
DDHD2	ENST00000397166.2	DDHD domain containing 2 	961	2	1	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.33	0.98	2011
FGF12	ENST00000445105.2	fibroblast growth factor 12 	150	1	0	1	0	1	0	0	1	0	rno-miR-9a-5p	-0.27	-0.34	0.54	2005, 2007, 2009, 2011
RNF128	ENST00000324342.3	ring finger protein 128, E3 ubiquitin protein ligase 	17	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	0.58	2005, 2007, 2011
GPT2	ENST00000340124.4	glutamic pyruvate transaminase (alanine aminotransferase) 2 	1750	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	0.63	2009, 2011
PDGFRB	ENST00000261799.4	platelet-derived growth factor receptor, beta polypeptide 	320	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	0.95	2005, 2007, 2009, 2011
ST8SIA4	ENST00000231461.5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	0.95	2005, 2007, 2009, 2011
DCTN2	ENST00000548249.1	dynactin 2 (p50) 	1748	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.44	< 0.1	
TBC1D8	ENST00000376840.4	TBC1 domain family, member 8 (with GRAM domain) 	47	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.27	-0.27	0.88	2009, 2011
CDC25A	ENST00000302506.3	cell division cycle 25A 	5	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.27	-0.27	0.74	2009, 2011
MAF	ENST00000393350.1	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog 	608	1	0	1	0	1	0	0	1	2	rno-miR-9a-5p	-0.26	-0.36	0.83	2007, 2009, 2011
NFIC	ENST00000589123.1	nuclear factor I/C (CCAAT-binding transcription factor) 	26	2	0	2	0	1	0	0	1	0	rno-miR-9a-5p	-0.26	-0.26	0.97	
SGMS2	ENST00000394684.4	sphingomyelin synthase 2 	111	2	0	1	1	1	0	0	1	1	rno-miR-9a-5p	-0.26	-0.31	0.96	2009, 2011
B3GALNT2	ENST00000366600.3	beta-1,3-N-acetylgalactosaminyltransferase 2 	106	2	0	1	1	0	0	0	0	0	rno-miR-9a-5p	-0.26	-0.30	0.96	2011
ARF6	ENST00000298316.5	ADP-ribosylation factor 6 	31	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.26	-0.32	0.81	2009, 2011
RNF144A	ENST00000320892.6	ring finger protein 144A 	124	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.26	-0.28	0.92	2005, 2007, 2009, 2011
DYRK1A	ENST00000339659.4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A 	448	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.26	-0.27	0.84	2005, 2007, 2009, 2011
MFAP3L	ENST00000393704.3	microfibrillar-associated protein 3-like 	69	1	1	0	0	1	0	0	1	1	rno-miR-9a-5p	-0.26	-0.27	0.65	2009, 2011
ABI1	ENST00000376170.4	abl-interactor 1 	317	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.26	-0.28	0.70	
ENTPD5	ENST00000334696.6	ectonucleoside triphosphate diphosphohydrolase 5 	105	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.26	-0.26	0.85	2005, 2007, 2009, 2011
SLC9A1	ENST00000263980.3	solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 	147	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.26	-0.26	0.85	2005, 2007, 2009, 2011
OTUD7B	ENST00000369135.4	OTU domain containing 7B 	299	1	0	1	0	1	0	0	1	1	rno-miR-9a-5p	-0.26	-0.30	0.89	2011
KIF1C	ENST00000320785.5	kinesin family member 1C 	149	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.26	-0.26	0.92	2005, 2007, 2009, 2011
LDLRAD3	ENST00000315571.5	low density lipoprotein receptor class A domain containing 3 	90	1	0	0	1	1	0	0	1	0	rno-miR-9a-5p	-0.26	-0.26	0.76	2007, 2009, 2011
OLFML2A	ENST00000288815.5	olfactomedin-like 2A 	155	1	0	1	0	1	1	0	0	2	rno-miR-9a-5p	-0.26	-0.26	0.47	2009, 2011
LZTS2	ENST00000370223.3	leucine zipper, putative tumor suppressor 2 	10	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.26	-0.27	0.86	2005, 2007, 2009, 2011
RBM24	ENST00000379052.5	RNA binding motif protein 24 	43	1	0	1	0	1	0	0	1	0	rno-miR-9a-5p	-0.26	-0.26	0.83	2005, 2007, 2009, 2011
NID2	ENST00000216286.5	nidogen 2 (osteonidogen) 	4292	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.26	-0.27	< 0.1	2005, 2007, 2009, 2011
ADAMTS5	ENST00000284987.5	ADAM metallopeptidase with thrombospondin type 1 motif, 5 	68	1	0	1	0	0	0	0	0	2	rno-miR-9a-5p	-0.26	-0.26	0.92	2005, 2007, 2009, 2011
SPECC1L	ENST00000314328.9	sperm antigen with calponin homology and coiled-coil domains 1-like 	3720	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.26	-0.31	0.90	2007, 2009, 2011
PPP6R3	ENST00000393800.2	protein phosphatase 6, regulatory subunit 3 	400	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.26	-0.26	0.82	2007, 2009, 2011
PTBP1	ENST00000350092.4	polypyrimidine tract binding protein 1 	7007	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.25	-0.26	0.88	2005, 2007, 2009, 2011
STAM	ENST00000377524.3	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 	723	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.25	-0.29	0.95	2005, 2007, 2009, 2011
CREBRF	ENST00000540014.1	CREB3 regulatory factor 	24	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.25	-0.25	0.91	2005, 2007, 2009, 2011
ITPKC	ENST00000263370.2	inositol-trisphosphate 3-kinase C 	2682	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.25	-0.25	0.87	2005, 2007, 2009, 2011
ARHGAP24	ENST00000395184.1	Rho GTPase activating protein 24 	9	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.25	-0.25	0.85	2005, 2007, 2009, 2011
FAHD2A	ENST00000233379.4	fumarylacetoacetate hydrolase domain containing 2A 	9	1	1	0	0	1	1	0	0	0	rno-miR-9a-5p	-0.25	-0.48	0.64	
HMG20A	ENST00000336216.4	high mobility group 20A 	391	1	0	1	0	3	0	1	2	1	rno-miR-9a-5p	-0.25	-0.26	0.84	2005, 2007, 2009, 2011
GLTSCR1L	ENST00000314073.5	GLTSCR1-like 	59	2	0	1	1	0	0	0	0	1	rno-miR-9a-5p	-0.25	-0.25	0.92	2005, 2007, 2009, 2011
ARX	ENST00000379044.4	aristaless related homeobox 	5	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.25	-0.25	0.79	2009, 2011
DNAJC3	ENST00000602402.1	DnaJ (Hsp40) homolog, subfamily C, member 3 	125	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.25	-0.28	0.95	2011
CRYBG3	ENST00000389622.2	beta-gamma crystallin domain containing 3 	46	1	0	0	1	0	0	0	0	1	rno-miR-9a-5p	-0.25	-0.25	0.76	2007, 2009
FAM13C	ENST00000373867.3	family with sequence similarity 13, member C 	343	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.25	-0.25	0.69	2005, 2007, 2009, 2011
BAHD1	ENST00000416165.1	bromo adjacent homology domain containing 1 	76	2	1	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.25	-0.25	0.99	2005, 2007, 2009, 2011
AP4E1	ENST00000261842.5	adaptor-related protein complex 4, epsilon 1 subunit 	57	1	0	1	0	1	0	0	1	0	rno-miR-9a-5p	-0.25	-0.25	0.92	2005, 2007, 2009, 2011
SLC25A35	ENST00000577745.1	solute carrier family 25, member 35 	376	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.25	-0.25	0.70	
TMEM256-PLSCR3	ENST00000324822.11	TMEM256-PLSCR3 readthrough (NMD candidate) 	976	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.25	-0.25	0.42	2009, 2011
RASSF3	ENST00000542104.1	Ras association (RalGDS/AF-6) domain family member 3 	461	1	1	0	0	1	0	0	1	2	rno-miR-9a-5p	-0.25	-0.26	0.94	2011
SMOC2	ENST00000356284.2	SPARC related modular calcium binding 2 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.25	-0.25	< 0.1	2009, 2011
C21orf91	ENST00000400558.3	chromosome 21 open reading frame 91 	998	2	0	0	2	1	0	1	0	1	rno-miR-9a-5p	-0.25	-0.29	0.94	2005, 2007, 2009, 2011
RBFOX2	ENST00000449924.2	RNA binding protein, fox-1 homolog (C. elegans) 2 	262	2	0	1	1	0	0	0	0	3	rno-miR-9a-5p	-0.25	-0.45	0.91	2005, 2007, 2009, 2011
SACS	ENST00000402364.1	spastic ataxia of Charlevoix-Saguenay (sacsin) 	450	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.25	-0.25	0.72	2005, 2007, 2009, 2011
UHMK1	ENST00000538489.1	U2AF homology motif (UHM) kinase 1 	48	2	1	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.25	-0.44	0.99	2011
CPEB4	ENST00000265085.5	cytoplasmic polyadenylation element binding protein 4 	472	2	1	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.25	-0.25	0.98	2003, 2005, 2007, 2009, 2011
UBASH3B	ENST00000284273.5	ubiquitin associated and SH3 domain containing B 	281	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.24	-0.28	0.93	2005, 2007, 2009, 2011
CMTM6	ENST00000205636.3	CKLF-like MARVEL transmembrane domain containing 6 	169	1	1	0	0	1	0	1	0	0	rno-miR-9a-5p	-0.24	-0.42	0.87	2007, 2009, 2011
