Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
ABHD2	ENST00000352732.5	abhydrolase domain containing 2 	210	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.22	-0.24	0.90	2007, 2009, 2011
CLOCK	ENST00000309964.4	clock circadian regulator 	86	2	2	0	0	1	0	0	1	0	rno-miR-219a-5p	-0.22	-0.27	0.97	
ARMC8	ENST00000469044.1	armadillo repeat containing 8 	398	2	0	1	1	0	0	0	0	0	rno-miR-219a-5p	-0.22	-0.47	0.92	2011
RBMS3	ENST00000396583.3	RNA binding motif, single stranded interacting protein 3 	56	1	1	0	0	1	0	1	0	3	rno-miR-219a-5p	-0.21	-0.44	0.79	2011
ATP10D	ENST00000273859.3	ATPase, class V, type 10D 	440	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.21	-0.21	< 0.1	2005, 2007, 2009, 2011
TENM2	ENST00000519204.1	teneurin transmembrane protein 2 	162	2	1	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.21	-0.21	0.93	2007, 2009, 2011
PHACTR2	ENST00000427704.2	phosphatase and actin regulator 2 	274	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.21	-0.21	0.91	2005, 2007, 2009, 2011
AKAP12	ENST00000402676.2	A kinase (PRKA) anchor protein 12 	913	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.21	-0.21	0.94	2009, 2011
SEMA4G	ENST00000210633.3	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G 	1015	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.21	-0.21	0.88	2005, 2007, 2009, 2011
PLXNC1	ENST00000258526.4	plexin C1 	47	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.21	-0.21	0.88	2011
GPR124	ENST00000315215.7	G protein-coupled receptor 124 	72	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.21	-0.21	0.45	
CAMK2G	ENST00000351293.3	calcium/calmodulin-dependent protein kinase II gamma 	14	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.21	-0.21	0.50	2005, 2007, 2011
ZDHHC2	ENST00000262096.8	zinc finger, DHHC-type containing 2 	171	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.20	-0.34	0.81	2005, 2007, 2009, 2011
ANKRD44	ENST00000282272.8	ankyrin repeat domain 44 	187	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.20	-0.22	0.78	2011
PPIL1	ENST00000373699.5	peptidylprolyl isomerase (cyclophilin)-like 1 	662	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.20	-0.20	0.48	2011
CDYL2	ENST00000570137.2	chromodomain protein, Y-like 2 	239	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.20	-0.27	0.94	
FIGN	ENST00000333129.3	fidgetin 	10	2	0	2	0	0	0	0	0	1	rno-miR-219a-5p	-0.20	-0.41	0.97	
FCHSD2	ENST00000311172.7	FCH and double SH3 domains 2 	73	1	0	0	1	1	0	0	1	0	rno-miR-219a-5p	-0.19	-0.27	0.58	2005, 2007, 2009, 2011
CACNA1E	ENST00000526775.1	calcium channel, voltage-dependent, R type, alpha 1E subunit 	5	1	0	1	0	0	0	0	0	2	rno-miR-219a-5p	-0.19	-0.19	0.82	2011
ARL4C	ENST00000390645.2	ADP-ribosylation factor-like 4C 	84	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.19	-0.28	0.33	2011
ZNF275	ENST00000370251.3	zinc finger protein 275 	465	1	0	1	0	0	0	0	0	1	rno-miR-219a-5p	-0.19	-0.19	0.42	
INSIG1	ENST00000342407.5	insulin induced gene 1 	1776	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.19	-0.45	0.94	2005, 2007, 2009, 2011
AKAP13	ENST00000394518.2	A kinase (PRKA) anchor protein 13 	53	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.19	-0.22	0.91	2005, 2007, 2009, 2011
CENPP	ENST00000375587.3	centromere protein P 	85	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.19	-0.23	0.63	2007, 2009, 2011
CERK	ENST00000216264.8	ceramide kinase 	123	1	0	1	0	0	0	0	0	1	rno-miR-219a-5p	-0.19	-0.20	0.29	2011
SLC39A10	ENST00000409086.3	solute carrier family 39 (zinc transporter), member 10 	511	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.19	-0.19	0.64	2005, 2007, 2009, 2011
FUT9	ENST00000302103.5	fucosyltransferase 9 (alpha (1,3) fucosyltransferase) 	5	1	0	1	0	2	1	0	1	3	rno-miR-219a-5p	-0.18	-0.18	0.30	2009, 2011
TRHDE	ENST00000261180.4	thyrotropin-releasing hormone degrading enzyme 	34	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.18	-0.33	0.93	2005, 2007, 2009, 2011
TACC1	ENST00000330691.6	transforming, acidic coiled-coil containing protein 1 	186	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.18	-0.39	0.91	2005, 2007, 2009, 2011
SCN5A	ENST00000414099.2	sodium channel, voltage-gated, type V, alpha subunit 	5	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.18	-0.18	0.82	2011
RYBP	ENST00000477973.2	RING1 and YY1 binding protein 	342	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.18	-0.18	0.66	2005, 2007, 2009, 2011
CCNA2	ENST00000274026.5	cyclin A2 	1162	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.18	-0.18	0.38	2005, 2007, 2011
LPGAT1	ENST00000366997.4	lysophosphatidylglycerol acyltransferase 1 	135	1	0	1	0	0	0	0	0	2	rno-miR-219a-5p	-0.18	-0.27	0.89	2005, 2007, 2009, 2011
PITPNA	ENST00000313486.7	phosphatidylinositol transfer protein, alpha 	366	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.18	-0.43	0.79	2009, 2011
RECK	ENST00000377966.3	reversion-inducing-cysteine-rich protein with kazal motifs 	10	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.18	-0.40	0.92	2005, 2007, 2009, 2011
FAM110B	ENST00000361488.3	family with sequence similarity 110, member B 	60	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.18	-0.28	< 0.1	2009, 2011
HMX3	ENST00000357878.5	H6 family homeobox 3 	9	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.18	-0.44	0.93	
DCP2	ENST00000389063.2	decapping mRNA 2 	155	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.17	-0.20	0.92	2005, 2007, 2009, 2011
FLRT3	ENST00000378053.3	fibronectin leucine rich transmembrane protein 3 	11	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.17	-0.17	0.66	2005, 2007, 2009, 2011
ZNF704	ENST00000327835.3	zinc finger protein 704 	124	2	1	1	0	0	0	0	0	3	rno-miR-219a-5p	-0.17	-0.38	0.98	2011
ATL2	ENST00000378954.4	atlastin GTPase 2 	1135	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.17	-0.17	0.33	
VLDLR	ENST00000382100.3	very low density lipoprotein receptor 	977	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.17	-0.18	0.67	2005, 2007
CLASP1	ENST00000409078.3	cytoplasmic linker associated protein 1 	210	1	0	0	1	1	0	0	1	0	rno-miR-219a-5p	-0.17	-0.17	0.62	2005, 2007, 2009, 2011
KRT222	ENST00000394052.3	keratin 222 	9	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.17	-0.38	< 0.1	
MAPK1IP1L	ENST00000395468.4	mitogen-activated protein kinase 1 interacting protein 1-like 	4002	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.17	-0.19	0.53	2005, 2007, 2009, 2011
FURIN	ENST00000268171.3	furin (paired basic amino acid cleaving enzyme) 	2306	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.16	-0.17	0.78	2005, 2007, 2009, 2011
ZNF148	ENST00000360647.4	zinc finger protein 148 	230	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.16	-0.24	0.87	2007, 2009, 2011
PCDH17	ENST00000377918.3	protocadherin 17 	477	1	0	1	0	1	0	0	1	0	rno-miR-219a-5p	-0.16	-0.18	0.94	2005, 2007, 2009, 2011
UBR1	ENST00000382177.2	ubiquitin protein ligase E3 component n-recognin 1 	11	1	1	0	0	3	0	0	3	0	rno-miR-219a-5p	-0.16	-0.20	< 0.1	2007, 2009, 2011
PTPRU	ENST00000428026.2	protein tyrosine phosphatase, receptor type, U 	261	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.16	-0.16	0.55	2005, 2007, 2009, 2011
GREB1L	ENST00000580732.2	growth regulation by estrogen in breast cancer-like 	30	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.16	-0.16	0.49	
PRDM16	ENST00000270722.5	PR domain containing 16 	64	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.16	-0.21	0.93	
UBP1	ENST00000283629.3	upstream binding protein 1 (LBP-1a) 	1418	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.15	-0.16	0.36	2005, 2007
ABL2	ENST00000502732.1	c-abl oncogene 2, non-receptor tyrosine kinase 	892	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.15	-0.16	0.86	2009, 2011
LHX4	ENST00000263726.2	LIM homeobox 4 	13	1	1	0	0	1	0	0	1	0	rno-miR-219a-5p	-0.15	-0.34	0.92	
FGF7	ENST00000267843.4	fibroblast growth factor 7 	5	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.15	-0.15	0.65	2005, 2007, 2009, 2011
RP11-17M16.1	ENST00000532511.1	Homo sapiens FLJ44313 protein (FLJ44313), mRNA. 	9	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.15	-0.15	0.23	
NMT2	ENST00000378165.4	N-myristoyltransferase 2 	318	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.15	-0.15	0.33	2011
DMBX1	ENST00000360032.3	diencephalon/mesencephalon homeobox 1 	31	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.15	-0.18	0.31	
HOXA1	ENST00000355633.5	homeobox A1 	157	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.15	-0.15	0.48	2005, 2007, 2011
WWP2	ENST00000359154.2	WW domain containing E3 ubiquitin protein ligase 2 	405	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.15	-0.15	0.39	2009, 2011
EPHA4	ENST00000281821.2	EPH receptor A4 	64	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.15	-0.15	0.49	2005, 2007
ENPP6	ENST00000296741.2	ectonucleotide pyrophosphatase/phosphodiesterase 6 	5	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.14	-0.14	0.48	2005, 2007, 2009, 2011
PTTG1IP	ENST00000397887.3	pituitary tumor-transforming 1 interacting protein 	1170	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.14	-0.14	ORF	2011
CPEB3	ENST00000412050.4	cytoplasmic polyadenylation element binding protein 3 	48	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.14	-0.14	0.79	2007, 2009, 2011
RORA	ENST00000335670.6	RAR-related orphan receptor A 	102	1	0	1	0	2	0	0	2	5	rno-miR-219a-5p	-0.14	-0.17	0.81	2011
CSRNP3	ENST00000314499.7	cysteine-serine-rich nuclear protein 3 	24	1	0	1	0	1	0	0	1	1	rno-miR-219a-5p	-0.14	-0.14	0.94	2007, 2011
MITF	ENST00000328528.6	microphthalmia-associated transcription factor 	593	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.14	-0.15	0.41	
RHOQ	ENST00000238738.4	ras homolog family member Q 	179	1	0	0	1	0	0	0	0	3	rno-miR-219a-5p	-0.14	-0.15	0.34	2005, 2007, 2011
ZNF827	ENST00000379448.4	zinc finger protein 827 	17	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.14	-0.14	ORF	2005, 2007, 2009, 2011
MAPKBP1	ENST00000457542.2	mitogen-activated protein kinase binding protein 1 	36	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.14	-0.14	0.30	
CPEB2	ENST00000538197.1	cytoplasmic polyadenylation element binding protein 2 	367	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.14	-0.14	0.86	2005, 2007, 2009, 2011
SYNCRIP	ENST00000355238.6	synaptotagmin binding, cytoplasmic RNA interacting protein 	4864	2	0	0	2	0	0	0	0	0	rno-miR-219a-5p	-0.14	-0.18	0.66	2011
TANC2	ENST00000424789.2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 	155	1	0	1	0	0	0	0	0	1	rno-miR-219a-5p	-0.14	-0.14	0.87	2009, 2011
ARIH1	ENST00000379887.4	ariadne RBR E3 ubiquitin protein ligase 1 	671	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.14	-0.26	0.91	2011
ZDHHC3	ENST00000296127.3	zinc finger, DHHC-type containing 3 	426	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.14	-0.16	0.62	2011
FAM63B	ENST00000559228.1	family with sequence similarity 63, member B 	41	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.13	-0.13	0.66	2007, 2009, 2011
FAM20B	ENST00000263733.4	family with sequence similarity 20, member B 	113	1	0	0	1	1	0	0	1	0	rno-miR-219a-5p	-0.13	-0.14	0.65	2005, 2007, 2009, 2011
DIAPH3	ENST00000400324.4	diaphanous-related formin 3 	157	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.13	-0.36	< 0.1	2007, 2009, 2011
HMGA2	ENST00000403681.2	high mobility group AT-hook 2 	8021	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.13	-0.13	0.49	2005, 2007, 2009, 2011
TTBK1	ENST00000259750.4	tau tubulin kinase 1 	7	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.13	-0.13	0.12	2005, 2007, 2009, 2011
KLHL11	ENST00000319121.3	kelch-like family member 11 	16	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.13	-0.19	0.82	
B4GALT1	ENST00000379731.4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 	2265	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.13	-0.13	0.50	2011
KMT2D	ENST00000301067.7	lysine (K)-specific methyltransferase 2D 	78	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.13	-0.13	0.66	2007, 2009, 2011
FBXW7	ENST00000281708.4	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase 	12	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.13	-0.13	0.38	2007, 2009, 2011
SALL4	ENST00000217086.4	sal-like 4 (Drosophila) 	155	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.13	-0.13	0.66	
PHYHIPL	ENST00000373880.4	phytanoyl-CoA 2-hydroxylase interacting protein-like 	26	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.13	-0.15	0.22	2007
KIAA1549	ENST00000440172.1	KIAA1549 	508	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.13	-0.14	0.93	2009, 2011
SEPT7	ENST00000435235.1	septin 7 	97	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.12	-0.12	0.67	2005, 2007
ABHD13	ENST00000375898.3	abhydrolase domain containing 13 	479	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.12	-0.30	0.92	2007, 2009, 2011
LCLAT1	ENST00000309052.4	lysocardiolipin acyltransferase 1 	397	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.12	-0.12	0.60	2009, 2011
PDE4D	ENST00000340635.6	phosphodiesterase 4D, cAMP-specific 	747	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.12	-0.14	0.92	2005, 2007
SOBP	ENST00000317357.5	sine oculis binding protein homolog (Drosophila) 	22	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.12	-0.20	0.63	
RNF165	ENST00000269439.7	ring finger protein 165 	18	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.12	-0.12	0.55	2007, 2009, 2011
SATB1	ENST00000338745.6	SATB homeobox 1 	312	1	0	0	1	1	1	0	0	1	rno-miR-219a-5p	-0.12	-0.23	0.67	2005, 2007, 2009, 2011
DOK4	ENST00000566936.1	docking protein 4 	183	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.12	-0.17	< 0.1	2011
RNF152	ENST00000312828.3	ring finger protein 152 	57	1	1	0	0	1	0	0	1	0	rno-miR-219a-5p	-0.11	-0.21	0.53	
CHMP7	ENST00000313219.7	charged multivesicular body protein 7 	124	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.11	-0.15	0.51	2007, 2009, 2011
FBXO42	ENST00000375592.3	F-box protein 42 	854	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.11	-0.23	0.70	
SOX5	ENST00000546136.1	SRY (sex determining region Y)-box 5 	43	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.11	-0.35	0.90	
RBMS1	ENST00000348849.3	RNA binding motif, single stranded interacting protein 1 	90	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.11	-0.11	0.55	2005, 2007, 2009, 2011
NIPAL2	ENST00000341166.3	NIPA-like domain containing 2 	7	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.11	-0.11	0.13	2009, 2011
LMO3	ENST00000354662.1	LIM domain only 3 (rhombotin-like 2) 	7	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.11	-0.16	0.65	2005, 2007, 2009, 2011
UBE2H	ENST00000355621.3	ubiquitin-conjugating enzyme E2H 	855	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.11	-0.11	0.63	2005, 2007, 2009, 2011
HBP1	ENST00000222574.4	HMG-box transcription factor 1 	167	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.10	-0.10	0.25	2005, 2007
PCDH19	ENST00000420881.2	protocadherin 19 	7	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.10	-0.10	0.79	2009, 2011
C20orf112	ENST00000359676.5	chromosome 20 open reading frame 112 	148	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.10	-0.16	0.93	2011
PIK3C2A	ENST00000265970.7	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha 	280	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.10	-0.12	0.50	
AGO2	ENST00000220592.5	argonaute RISC catalytic component 2 	350	1	0	1	0	0	0	0	0	1	rno-miR-219a-5p	-0.10	-0.88	0.55	
RAD23B	ENST00000358015.3	RAD23 homolog B (S. cerevisiae) 	1012	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.10	-0.15	0.47	2005, 2007, 2009, 2011
PPIG	ENST00000260970.3	peptidylprolyl isomerase G (cyclophilin G) 	470	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.10	-0.23	0.81	
PHACTR4	ENST00000373839.3	phosphatase and actin regulator 4 	85	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.10	-0.12	0.51	
DLG2	ENST00000398309.2	discs, large homolog 2 (Drosophila) 	15	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.10	-0.10	0.40	2009, 2011
UBE2V1	ENST00000371657.5	ubiquitin-conjugating enzyme E2 variant 1 	1621	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.10	-0.10	0.40	2011
SMEK1	ENST00000554684.1	SMEK homolog 1, suppressor of mek1 (Dictyostelium) 	713	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.10	-0.10	0.25	2007
SMPD3	ENST00000219334.5	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) 	9	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.09	-0.09	0.41	2007, 2009, 2011
CORO1C	ENST00000261401.3	coronin, actin binding protein, 1C 	1970	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.09	-0.10	0.66	2005, 2007, 2009, 2011
TNPO3	ENST00000393245.1	transportin 3 	30	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.09	-0.09	0.67	2005, 2007, 2009, 2011
CPNE3	ENST00000198765.4	copine III 	756	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.08	-0.09	0.25	
ZC3H4	ENST00000253048.5	zinc finger CCCH-type containing 4 	182	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.08	-0.09	0.37	2007, 2009, 2011
SOX6	ENST00000316399.6	SRY (sex determining region Y)-box 6 	22	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.08	-0.24	0.82	2005, 2007, 2009, 2011
PLXDC2	ENST00000377252.4	plexin domain containing 2 	506	1	0	1	0	1	1	0	0	2	rno-miR-219a-5p	-0.08	-0.21	0.86	
GLCE	ENST00000559420.2	glucuronic acid epimerase 	25	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.08	-0.11	0.50	2005, 2007, 2009, 2011
BCORL1	ENST00000540052.1	BCL6 corepressor-like 1 	209	1	0	1	0	0	0	0	0	1	rno-miR-219a-5p	-0.08	-0.18	0.92	2011
ZCCHC14	ENST00000268616.4	zinc finger, CCHC domain containing 14 	64	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.08	-0.09	0.51	2009, 2011
THRB	ENST00000396671.2	thyroid hormone receptor, beta 	55	1	1	0	0	1	0	0	1	1	rno-miR-219a-5p	-0.08	-0.40	0.93	2007, 2009, 2011
EYA3	ENST00000373871.3	eyes absent homolog 3 (Drosophila) 	50	1	0	0	1	1	0	0	1	0	rno-miR-219a-5p	-0.08	-0.08	0.52	2011
GPRC5B	ENST00000300571.2	G protein-coupled receptor, family C, group 5, member B 	84	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.08	-0.41	0.92	
ATG14	ENST00000247178.5	autophagy related 14 	25	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.07	-0.37	0.88	2005, 2007, 2009, 2011
OTP	ENST00000306422.3	orthopedia homeobox 	9	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.07	-0.07	0.53	2005, 2007, 2009, 2011
NR5A2	ENST00000367362.3	nuclear receptor subfamily 5, group A, member 2 	121	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.07	-0.08	0.39	2005, 2007, 2011
FAM126B	ENST00000418596.3	family with sequence similarity 126, member B 	132	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.07	-0.23	0.66	2011
SCAI	ENST00000336505.6	suppressor of cancer cell invasion 	74	1	1	0	0	0	0	0	0	2	rno-miR-219a-5p	-0.07	-0.33	0.88	2011
RPRD2	ENST00000539519.1	regulation of nuclear pre-mRNA domain containing 2 	280	1	1	0	0	1	0	1	0	0	rno-miR-219a-5p	-0.07	-0.16	< 0.1	2011
TMEM189	ENST00000557021.1	transmembrane protein 189 	1621	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.06	-0.06	0.40	2011
TMEM189-UBE2V1	ENST00000341698.2	TMEM189-UBE2V1 readthrough 	1621	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.06	-0.06	0.40	2005, 2007, 2005, 2007
FNBP4	ENST00000263773.5	formin binding protein 4 	91	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.06	-0.06	0.28	2005, 2007
ACOX1	ENST00000293217.5	acyl-CoA oxidase 1, palmitoyl 	287	1	0	0	1	1	0	1	0	0	rno-miR-219a-5p	-0.06	-0.24	0.61	2005, 2007, 2009, 2011
LSAMP	ENST00000490035.2	limbic system-associated membrane protein 	19	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.06	-0.24	0.61	2011
SREK1	ENST00000334121.6	splicing regulatory glutamine/lysine-rich protein 1 	316	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.06	-0.16	0.66	2005, 2007, 2009, 2011
DCLRE1C	ENST00000378289.4	DNA cross-link repair 1C 	29	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.06	-0.37	ORF	
TET2	ENST00000545826.1	tet methylcytosine dioxygenase 2 	558	1	0	1	0	0	0	0	0	2	rno-miR-219a-5p	-0.06	-0.06	< 0.1	
CEP85L	ENST00000368491.3	centrosomal protein 85kDa-like 	14	1	1	0	0	0	0	0	0	3	rno-miR-219a-5p	-0.06	-0.11	< 0.1	2011
C1orf21	ENST00000235307.6	chromosome 1 open reading frame 21 	935	1	0	0	1	1	0	0	1	1	rno-miR-219a-5p	-0.06	-0.15	0.66	2005, 2007, 2009, 2011
SHC1	ENST00000368445.5	SHC (Src homology 2 domain containing) transforming protein 1 	482	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.06	-0.30	0.73	2005, 2007, 2009, 2011
LCOR	ENST00000371103.3	ligand dependent nuclear receptor corepressor 	94	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.06	-0.06	ORF	2007, 2009
NFIA	ENST00000403491.3	nuclear factor I/A 	5	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.05	-0.05	0.50	2011
BTBD7	ENST00000334746.5	BTB (POZ) domain containing 7 	590	2	2	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.05	-0.06	0.33	2005, 2007, 2009, 2011
ROBO1	ENST00000436010.2	roundabout, axon guidance receptor, homolog 1 (Drosophila) 	546	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.05	-0.05	0.67	2005, 2007, 2009, 2011
ATP1A2	ENST00000361216.3	ATPase, Na+/K+ transporting, alpha 2 polypeptide 	5	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.05	-0.05	0.23	
NAV1	ENST00000295624.6	neuron navigator 1 	702	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.05	-0.11	0.67	2009, 2011
TCF12	ENST00000267811.5	transcription factor 12 	101	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.04	-0.04	0.52	2005, 2007, 2009, 2011
CDH6	ENST00000265071.2	cadherin 6, type 2, K-cadherin (fetal kidney) 	213	1	0	1	0	1	1	0	0	1	rno-miR-219a-5p	-0.04	-0.31	0.91	2011
SGMS2	ENST00000394684.4	sphingomyelin synthase 2 	111	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.04	-0.06	0.31	2011
REPS2	ENST00000357277.3	RALBP1 associated Eps domain containing 2 	36	1	1	0	0	1	1	0	0	1	rno-miR-219a-5p	-0.04	-0.28	0.28	2009, 2011
MAPT	ENST00000344290.5	microtubule-associated protein tau 	11	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.04	-0.04	0.66	2011
TLK1	ENST00000431350.2	tousled-like kinase 1 	200	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.04	-0.14	0.64	2005, 2007, 2009, 2011
