Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Hyal4	ENSMUST00000031691.2	hyaluronoglucosaminidase 4 	5	1	1	0	0	1	1	0	0	0	mmu-miR-9-5p	-0.38	-0.38	< 0.1	
Slc17a2	ENSMUST00000006786.5	solute carrier family 17 (sodium phosphate), member 2 	794	1	0	0	1	2	0	1	1	1	mmu-miR-9-5p	-0.37	-0.41	< 0.1	2005, 2007, 2009, 2011
Dram2	ENSMUST00000067630.7	DNA-damage regulated autophagy modulator 2 	3653	1	0	1	0	2	0	1	1	0	mmu-miR-9-5p	-0.37	-0.43	0.86	2007, 2009, 2011
Ank2	ENSMUST00000182704.2	ankyrin 2, brain 	446	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.37	-0.37	0.98	2005, 2007, 2009, 2011
Phf13	ENSMUST00000055688.9	PHD finger protein 13 	34	2	0	1	1	1	0	1	0	1	mmu-miR-9-5p	-0.37	-0.43	0.98	2005, 2007, 2009, 2011
Ankrd13a	ENSMUST00000102578.5	ankyrin repeat domain 13a 	3098	1	1	0	0	1	0	1	0	0	mmu-miR-9-5p	-0.37	-0.37	0.95	2007, 2009, 2011
Zfp324	ENSMUST00000038701.7	zinc finger protein 324 	183	1	0	1	0	1	0	1	0	1	mmu-miR-9-5p	-0.37	-0.83	0.39	2009, 2011
Fgf18	ENSMUST00000109363.2	fibroblast growth factor 18 	26	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.37	-0.37	0.89	2005, 2007, 2009, 2011
Mtmr2	ENSMUST00000034396.8	myotubularin related protein 2 	69	1	1	0	0	1	0	0	1	1	mmu-miR-9-5p	-0.37	-0.40	0.86	2005, 2007, 2009, 2011
Atp1b1	ENSMUST00000027863.7	ATPase, Na+/K+ transporting, beta 1 polypeptide 	27156	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.37	-0.39	0.84	2005, 2007, 2009, 2011
Klhl18	ENSMUST00000111933.2	kelch-like 18 	238	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.37	-0.37	0.88	2005, 2007, 2009, 2011
Tcf7	ENSMUST00000086844.4	transcription factor 7, T cell specific 	1981	1	0	0	1	2	0	0	2	0	mmu-miR-9-5p	-0.36	-0.36	0.69	2005, 2007, 2009, 2011
Phldb2	ENSMUST00000036355.7	pleckstrin homology-like domain, family B, member 2 	3428	1	1	0	0	3	1	1	1	0	mmu-miR-9-5p	-0.36	-0.78	0.90	2005, 2007, 2009, 2011
Cass4	ENSMUST00000103073.3	Cas scaffolding protein family member 4 	48	1	0	1	0	1	0	0	1	1	mmu-miR-9-5p	-0.36	-0.42	0.30	2009, 2011
Ces1c	ENSMUST00000034189.9	carboxylesterase 1C 	1989	1	1	0	0	1	0	0	1	0	mmu-miR-9-5p	-0.36	-0.37	< 0.1	2009, 2011
Eif4e3	ENSMUST00000032151.2	eukaryotic translation initiation factor 4E member 3 	317	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.36	-0.38	0.50	2005, 2007, 2009, 2011
Ddhd2	ENSMUST00000033975.6	DDHD domain containing 2 	1751	2	1	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.36	-0.38	0.99	2011
Sirt1	ENSMUST00000120239.2	sirtuin 1 	909	1	1	0	0	0	0	0	0	2	mmu-miR-9-5p	-0.36	-0.38	0.89	2005, 2007, 2009, 2011
Cngb3	ENSMUST00000102999.1	cyclic nucleotide gated channel beta 3 	10	2	0	1	1	0	0	0	0	2	mmu-miR-9-5p	-0.36	-0.36	0.91	2005, 2007, 2009, 2011
Plscr3	ENSMUST00000108633.3	phospholipid scramblase 3 	2358	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.36	-0.37	0.59	2005, 2007, 2009, 2011
Cpeb2	ENSMUST00000169035.2	cytoplasmic polyadenylation element binding protein 2 	1473	2	1	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.35	-0.36	0.99	2005, 2007, 2011
Hist1h4h	ENSMUST00000102972.4	histone cluster 1, H4h 	577	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.35	-0.35	0.73	2007, 2009, 2011
Ctnna1	ENSMUST00000042345.6	catenin (cadherin associated protein), alpha 1 	9909	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.35	-0.35	0.63	2005, 2007, 2009, 2011
Smoc2	ENSMUST00000024660.8	SPARC related modular calcium binding 2 	2410	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.35	-0.35	< 0.1	2007, 2009, 2011
Tbc1d22a	ENSMUST00000063414.8	TBC1 domain family, member 22a 	700	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.35	-0.35	0.85	2005, 2007, 2009, 2011
Atg14	ENSMUST00000042988.6	autophagy related 14 	30	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.35	-0.35	0.89	2007, 2009, 2011
Arhgdia	ENSMUST00000106197.4	Rho GDP dissociation inhibitor (GDI) alpha 	42422	1	0	1	0	1	0	1	0	0	mmu-miR-9-5p	-0.35	-0.45	0.89	2005, 2007, 2009, 2011
Ube2z	ENSMUST00000100528.4	ubiquitin-conjugating enzyme E2Z (putative) 	4100	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.35	-0.35	0.97	2007, 2009, 2011
Lurap1l	ENSMUST00000055922.3	leucine rich adaptor protein 1-like 	532	1	0	1	0	3	0	2	1	1	mmu-miR-9-5p	-0.35	-0.57	0.88	2007, 2009, 2011
Fbxl2	ENSMUST00000035090.8	F-box and leucine-rich repeat protein 2 	95	1	1	0	0	1	0	1	0	0	mmu-miR-9-5p	-0.34	-0.53	0.87	2005, 2007, 2009, 2011
Pim3	ENSMUST00000042818.9	proviral integration site 3 	12270	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.34	-0.34	0.55	2007, 2009, 2011
Il10rb	ENSMUST00000023691.6	interleukin 10 receptor, beta 	1124	1	1	0	0	1	0	0	1	0	mmu-miR-9-5p	-0.34	-0.42	< 0.1	2005, 2007, 2009, 2011
Klhl1	ENSMUST00000022666.7	kelch-like 1 	5	1	0	1	0	1	0	0	1	1	mmu-miR-9-5p	-0.34	-0.34	0.73	2005, 2007, 2009, 2011
Prkg2	ENSMUST00000031277.6	protein kinase, cGMP-dependent, type II 	896	1	1	0	0	2	0	1	1	2	mmu-miR-9-5p	-0.34	-0.37	0.94	2005, 2007, 2009, 2011
Pdgfc	ENSMUST00000029652.3	platelet-derived growth factor, C polypeptide 	820	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.34	-0.34	0.89	2005, 2007, 2009, 2011
Fstl1	ENSMUST00000114763.2	follistatin-like 1 	201	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.34	-0.56	0.75	2005, 2007, 2009, 2011
Palmd	ENSMUST00000040097.8	palmdelphin 	573	1	0	1	0	1	0	0	1	0	mmu-miR-9-5p	-0.34	-0.41	0.69	2005, 2007, 2009, 2011
Foxp1	ENSMUST00000113326.3	forkhead box P1 	1050	2	1	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.34	-0.52	> 0.99	2005, 2007, 2011
Atp8b2	ENSMUST00000069805.8	ATPase, class I, type 8B, member 2 	355	1	1	0	0	0	0	0	0	2	mmu-miR-9-5p	-0.34	-0.34	0.98	2005, 2007, 2009, 2011
Gnpnat1	ENSMUST00000046191.7	glucosamine-phosphate N-acetyltransferase 1 	1349	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.34	-0.40	0.87	2005, 2007, 2009, 2011
Ldlrad3	ENSMUST00000058790.6	low density lipoprotein receptor class A domain containing 3 	313	1	0	0	1	1	0	0	1	1	mmu-miR-9-5p	-0.34	-0.34	0.75	2007, 2009, 2011
Map2k7	ENSMUST00000062686.5	mitogen-activated protein kinase kinase 7 	4059	2	0	2	0	0	0	0	0	0	mmu-miR-9-5p	-0.34	-0.34	0.81	2005, 2007, 2011
Kdm5a	ENSMUST00000005108.7	lysine (K)-specific demethylase 5A 	844	1	0	0	1	0	0	0	0	2	mmu-miR-9-5p	-0.34	-0.40	0.78	2007, 2011
Fbn2	ENSMUST00000025497.6	fibrillin 2 	12	1	1	0	0	1	0	0	1	2	mmu-miR-9-5p	-0.34	-0.34	0.81	2005, 2007, 2009, 2011
Ift80	ENSMUST00000107812.2	intraflagellar transport 80 	46	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.34	-0.34	< 0.1	2007, 2009, 2011
9130230L23Rik	ENSMUST00000067737.6	RIKEN cDNA 9130230L23 gene 	34	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.34	-0.39	0.40	
Myo1c	ENSMUST00000102505.4	myosin IC 	2659	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.34	-0.34	0.96	2005, 2007, 2009, 2011
Pou2f1	ENSMUST00000111429.5	POU domain, class 2, transcription factor 1 	18	6	4	2	0	3	1	1	1	6	mmu-miR-9-5p	-0.33	-0.82	> 0.99	
Kctd12	ENSMUST00000184744.1	potassium channel tetramerisation domain containing 12 	904	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.33	-0.34	0.94	2005, 2007, 2009, 2011
Fbxw2	ENSMUST00000028220.4	F-box and WD-40 domain protein 2 	1375	1	0	1	0	1	1	0	0	1	mmu-miR-9-5p	-0.33	-0.41	0.89	2005, 2007, 2009, 2011
Pou2f2	ENSMUST00000108418.5	POU domain, class 2, transcription factor 2 	8	2	1	1	0	0	0	0	0	2	mmu-miR-9-5p	-0.33	-1.20	0.57	2007
Nell1	ENSMUST00000081872.6	NEL-like 1 	13	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.33	-0.33	0.89	2005, 2007, 2009, 2011
Slc35b3	ENSMUST00000021870.5	solute carrier family 35, member B3 	52	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.33	-0.33	0.87	2005, 2007, 2009, 2011
Akr1b3	ENSMUST00000102980.5	aldo-keto reductase family 1, member B3 (aldose reductase) 	9	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.32	-0.40	< 0.1	2009, 2011
Auh	ENSMUST00000021913.10	AU RNA binding protein/enoyl-coenzyme A hydratase 	1633	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.32	-0.32	0.75	2005, 2007, 2009, 2011
Runx1t1	ENSMUST00000006761.4	runt-related transcription factor 1; translocated to, 1 (cyclin D-related) 	51	1	0	0	1	1	0	1	0	0	mmu-miR-9-5p	-0.32	-0.36	0.80	2009, 2011
Tal2	ENSMUST00000030124.3	T cell acute lymphocytic leukemia 2 	17	1	1	0	0	0	0	0	0	2	mmu-miR-9-5p	-0.32	-0.53	0.69	
Taf4b	ENSMUST00000169862.1	TAF4B RNA polymerase II, TATA box binding protein (TBP)-associated factor 	226	1	0	0	1	1	1	0	0	2	mmu-miR-9-5p	-0.32	-0.32	0.93	2011
Tmem260	ENSMUST00000111735.3	transmembrane protein 260 	302	1	0	1	0	1	0	0	1	3	mmu-miR-9-5p	-0.32	-0.44	0.34	2007, 2009, 2011
Esyt1	ENSMUST00000026427.6	extended synaptotagmin-like protein 1 	194	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.32	-0.32	0.95	2007, 2009, 2011
Dlx3	ENSMUST00000092768.6	distal-less homeobox 3 	5	1	1	0	0	0	0	0	0	2	mmu-miR-9-5p	-0.32	-0.32	0.70	2005, 2007, 2009, 2011
Mthfd2	ENSMUST00000005810.6	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase 	4611	2	1	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.32	-0.57	0.94	2005, 2007, 2009, 2011
Zbtb1	ENSMUST00000042779.3	zinc finger and BTB domain containing 1 	247	1	0	1	0	3	1	0	2	2	mmu-miR-9-5p	-0.32	-0.51	0.89	2005, 2007, 2009, 2011
Tsc22d2	ENSMUST00000099090.2	TSC22 domain family, member 2 	922	1	1	0	0	1	0	0	1	1	mmu-miR-9-5p	-0.32	-0.36	0.98	2005, 2007, 2009, 2011
Six5	ENSMUST00000049454.5	sine oculis-related homeobox 5 	303	1	1	0	0	1	0	0	1	0	mmu-miR-9-5p	-0.32	-0.34	0.95	2005, 2007, 2009, 2011
Map3k2	ENSMUST00000096575.3	mitogen-activated protein kinase kinase kinase 2 	1249	1	0	1	0	2	0	0	2	2	mmu-miR-9-5p	-0.32	-0.34	0.91	2009, 2011
Vamp3	ENSMUST00000030797.3	vesicle-associated membrane protein 3 	73	1	0	1	0	0	0	0	0	2	mmu-miR-9-5p	-0.32	-0.34	0.89	2005, 2007, 2009, 2011
Cnnm2	ENSMUST00000099373.5	cyclin M2 	538	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.32	-0.32	0.98	2005, 2007, 2009, 2011
Igf2bp2	ENSMUST00000100052.5	insulin-like growth factor 2 mRNA binding protein 2 	40	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.31	-0.31	0.96	2007, 2009, 2011
St8sia4	ENSMUST00000043336.5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 	19	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.31	-0.31	0.96	2005, 2007, 2009, 2011
Cntfr	ENSMUST00000102961.4	ciliary neurotrophic factor receptor 	58	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.31	-0.31	0.68	2005, 2007, 2009, 2011
Maf	ENSMUST00000109104.1	avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog 	2481	1	0	1	0	0	0	0	0	3	mmu-miR-9-5p	-0.31	-0.33	0.89	2007, 2009, 2011
Fam149b	ENSMUST00000090503.5	family with sequence similarity 149, member B 	532	2	0	0	2	0	0	0	0	1	mmu-miR-9-5p	-0.31	-0.31	0.96	2011
Inhbb	ENSMUST00000038765.5	inhibin beta-B 	53	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.31	-0.32	0.88	2009, 2011
Furin	ENSMUST00000122232.2	furin (paired basic amino acid cleaving enzyme) 	351	1	0	1	0	1	0	1	0	0	mmu-miR-9-5p	-0.31	-0.31	0.86	2005, 2007, 2009, 2011
Zkscan1	ENSMUST00000019660.5	zinc finger with KRAB and SCAN domains 1 	741	1	1	0	0	2	0	0	2	2	mmu-miR-9-5p	-0.31	-0.35	0.93	2005, 2007, 2009, 2011
Atoh8	ENSMUST00000042646.7	atonal homolog 8 (Drosophila) 	155	2	0	0	2	0	0	0	0	1	mmu-miR-9-5p	-0.31	-0.31	0.82	2005, 2007, 2009, 2011
Cbfa2t3	ENSMUST00000127984.2	core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human) 	162	1	0	1	0	1	1	0	0	5	mmu-miR-9-5p	-0.31	-0.41	0.74	2009, 2011
Pcsk5	ENSMUST00000050715.8	proprotein convertase subtilisin/kexin type 5 	74	1	0	1	0	0	0	0	0	2	mmu-miR-9-5p	-0.31	-0.33	0.89	2011
Foxp4	ENSMUST00000113265.2	forkhead box P4 	282	2	1	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.30	-0.55	> 0.99	2005, 2007, 2009, 2011
Agfg1	ENSMUST00000189220.1	ArfGAP with FG repeats 1 	1196	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.30	-0.57	0.88	2007, 2009, 2011
Rassf3	ENSMUST00000026902.7	Ras association (RalGDS/AF-6) domain family member 3 	1177	1	1	0	0	2	0	0	2	1	mmu-miR-9-5p	-0.30	-0.30	0.92	2009, 2011
M6pr	ENSMUST00000007602.9	mannose-6-phosphate receptor, cation dependent 	1148	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.30	-0.30	0.80	2005, 2007, 2009, 2011
B3galnt2	ENSMUST00000099747.3	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2 	128	2	0	1	1	0	0	0	0	0	mmu-miR-9-5p	-0.30	-0.40	0.86	2009, 2011
Arhgap24	ENSMUST00000073302.6	Rho GTPase activating protein 24 	192	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.30	-0.30	0.88	2005, 2007, 2009, 2011
Kpnb1	ENSMUST00000001479.4	karyopherin (importin) beta 1 	5727	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.30	-0.32	0.71	2005, 2007, 2009, 2011
Nap1l1	ENSMUST00000171797.1	nucleosome assembly protein 1-like 1 	8799	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.30	-0.32	0.89	2005, 2007, 2009, 2011
Lamp1	ENSMUST00000033824.6	lysosomal-associated membrane protein 1 	19704	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.30	-0.30	0.54	2005, 2007, 2009, 2011
Col9a1	ENSMUST00000054588.9	collagen, type IX, alpha 1 	9	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.30	-0.30	< 0.1	2007, 2011
Itga6	ENSMUST00000028522.4	integrin alpha 6 	3454	1	0	0	1	0	0	0	0	3	mmu-miR-9-5p	-0.30	-0.35	0.90	2005, 2007, 2009, 2011
Ntng1	ENSMUST00000156177.3	netrin G1 	13	3	1	2	0	0	0	0	0	2	mmu-miR-9-5p	-0.30	-0.48	0.91	2005, 2007, 2009, 2011
Map3k3	ENSMUST00000002044.9	mitogen-activated protein kinase kinase kinase 3 	437	2	1	1	0	0	0	0	0	6	mmu-miR-9-5p	-0.30	-0.33	0.83	2005, 2007, 2009, 2011
Id4	ENSMUST00000021810.1	inhibitor of DNA binding 4 	317	2	0	1	1	1	1	0	0	0	mmu-miR-9-5p	-0.30	-0.74	0.91	2005, 2007
Ulk2	ENSMUST00000004920.3	unc-51 like kinase 2 	2264	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.29	-0.29	0.98	2005, 2007, 2009, 2011
Bclaf1	ENSMUST00000092678.4	BCL2-associated transcription factor 1 	3600	1	0	1	0	2	0	1	1	0	mmu-miR-9-5p	-0.29	-0.38	0.89	2005, 2007, 2009, 2011
Icmt	ENSMUST00000048892.8	isoprenylcysteine carboxyl methyltransferase 	720	1	1	0	0	1	0	1	0	2	mmu-miR-9-5p	-0.29	-0.32	0.79	2005, 2007, 2009, 2011
Ccar2	ENSMUST00000035612.5	cell cycle activator and apoptosis regulator 2 	352	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.32	0.74	2007, 2011
Vgll4	ENSMUST00000032459.8	vestigial like 4 (Drosophila) 	1729	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.29	0.90	2005, 2007
Reep4	ENSMUST00000047218.3	receptor accessory protein 4 	137	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.29	0.52	2007, 2009, 2011
Plbd2	ENSMUST00000031597.6	phospholipase B domain containing 2 	1754	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.30	0.82	2007, 2009, 2011
Igfbp3	ENSMUST00000020702.5	insulin-like growth factor binding protein 3 	132	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.29	0.78	2005, 2007, 2009, 2011
Ncoa3	ENSMUST00000088095.5	nuclear receptor coactivator 3 	1832	1	0	0	1	0	0	0	0	1	mmu-miR-9-5p	-0.29	-0.48	0.78	2005, 2007, 2009, 2011
Phf21a	ENSMUST00000044036.9	PHD finger protein 21A 	306	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.33	0.92	2005, 2007, 2009, 2011
Ccne2	ENSMUST00000029866.10	cyclin E2 	118	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.47	0.75	2005, 2007, 2009, 2011
Ube2q1	ENSMUST00000038356.8	ubiquitin-conjugating enzyme E2Q (putative) 1 	2605	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.58	0.71	2005, 2007, 2009, 2011
Fbn1	ENSMUST00000028633.7	fibrillin 1 	243	2	1	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.45	0.83	2005, 2007, 2009, 2011
Dtd1	ENSMUST00000028917.6	D-tyrosyl-tRNA deacylase 1 	175	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.29	0.61	2007, 2009, 2011
Hormad1	ENSMUST00000090797.5	HORMA domain containing 1 	5	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.29	ORF	2009, 2011
Pdgfrb	ENSMUST00000025522.5	platelet derived growth factor receptor, beta polypeptide 	1178	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.29	0.97	2005, 2007, 2009, 2011
Myocd	ENSMUST00000102635.4	myocardin 	102	2	1	1	0	1	0	0	1	2	mmu-miR-9-5p	-0.29	-0.48	0.96	2009, 2011
Pi4k2a	ENSMUST00000066778.4	phosphatidylinositol 4-kinase type 2 alpha 	1785	2	1	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.29	-0.29	0.95	2007, 2009, 2011
Cmtm6	ENSMUST00000035007.8	CKLF-like MARVEL transmembrane domain containing 6 	1857	1	1	0	0	1	0	0	1	0	mmu-miR-9-5p	-0.29	-0.29	0.89	2007, 2009, 2011
Maml2	ENSMUST00000177755.1	mastermind like 2 (Drosophila) 	115	1	1	0	0	1*	0	0	0	1	mmu-miR-9-5p	-0.29	-0.47	0.67	2009, 2011
Rbms3	ENSMUST00000111773.4	RNA binding motif, single stranded interacting protein 	289	1	1	0	0	1	0	1	0	2	mmu-miR-9-5p	-0.29	-0.30	0.98	2005, 2007, 2011
Ambra1	ENSMUST00000099712.4	autophagy/beclin 1 regulator 1 	1316	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.29	-0.29	0.74	2007, 2009, 2011
Cdc25a	ENSMUST00000094324.3	cell division cycle 25A 	862	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.28	-0.28	0.60	2005, 2007, 2009, 2011
Lrrtm4	ENSMUST00000136421.1	leucine rich repeat transmembrane neuronal 4 	5	1	1	0	0	1	0	0	1	1	mmu-miR-9-5p	-0.28	-0.28	0.42	2005, 2007, 2009, 2011
Kcnj14	ENSMUST00000071937.5	potassium inwardly-rectifying channel, subfamily J, member 14 	135	1	1	0	0	1	0	0	1	2	mmu-miR-9-5p	-0.28	-0.28	< 0.1	2007, 2009, 2011
Diap2	ENSMUST00000113320.2	diaphanous homolog 2 (Drosophila) 	549	1	0	1	0	0	0	0	0	2	mmu-miR-9-5p	-0.28	-0.29	0.87	2005, 2007, 2011
Arpc1a	ENSMUST00000031625.9	actin related protein 2/3 complex, subunit 1A 	158	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.28	-0.29	0.48	2005, 2007, 2009, 2011
Mtf2	ENSMUST00000081567.5	metal response element binding transcription factor 2 	544	1	0	0	1	1	0	0	1	1	mmu-miR-9-5p	-0.28	-0.71	0.93	2009, 2011
Syt9	ENSMUST00000073459.6	synaptotagmin IX 	9	2	0	2	0	1	0	0	1	0	mmu-miR-9-5p	-0.28	-0.28	0.79	2005, 2007, 2009, 2011
Hk2	ENSMUST00000000642.5	hexokinase 2 	102	1	0	1	0	1	0	1	0	0	mmu-miR-9-5p	-0.28	-0.35	0.89	2005, 2007, 2009, 2011
Slc25a24	ENSMUST00000029477.6	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24 	1304	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.28	-0.28	0.61	2005, 2007, 2009, 2011
Arid3b	ENSMUST00000171444.2	AT rich interactive domain 3B (BRIGHT-like) 	253	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.28	-0.28	0.61	2005, 2007, 2009, 2011
Gmeb2	ENSMUST00000049032.7	glucocorticoid modulatory element binding protein 2 	88	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.28	-0.28	0.97	2005, 2007, 2009, 2011
Stmn1	ENSMUST00000030636.5	stathmin 1 	5	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.28	-0.28	0.73	2005, 2007, 2009, 2011
Lzts2	ENSMUST00000039016.7	leucine zipper, putative tumor suppressor 2 	424	1	0	1	0	0	0	0	0	2	mmu-miR-9-5p	-0.28	-0.28	0.88	2005, 2007, 2009, 2011
Lrch4	ENSMUST00000031734.10	leucine-rich repeats and calponin homology (CH) domain containing 4 	1025	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.28	-0.29	0.51	2005, 2007, 2009, 2011
Zfp354a	ENSMUST00000109122.2	zinc finger protein 354A 	94	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.28	-0.28	0.78	2009, 2011
Timm44	ENSMUST00000003029.8	translocase of inner mitochondrial membrane 44 	800	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.28	-0.28	0.40	2005, 2007, 2009, 2011
Nrp1	ENSMUST00000026917.8	neuropilin 1 	2108	1	0	0	1	0	0	0	0	1	mmu-miR-9-5p	-0.28	-0.31	0.93	2005, 2007, 2011
Colec12	ENSMUST00000040069.8	collectin sub-family member 12 	1376	1	0	0	1	4	0	2	2	0	mmu-miR-9-5p	-0.28	-0.38	0.93	2005, 2007, 2009, 2011
Ccdc50	ENSMUST00000100026.4	coiled-coil domain containing 50 	4422	1	0	1	0	1	0	0	1	1	mmu-miR-9-5p	-0.28	-0.32	0.85	2009, 2011
Gzf1	ENSMUST00000028928.7	GDNF-inducible zinc finger protein 1 	1865	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.28	-0.28	0.92	2007, 2009, 2011
Fbxl3	ENSMUST00000022720.9	F-box and leucine-rich repeat protein 3 	2619	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.28	-0.29	0.88	2005, 2007, 2009, 2011
Shc2	ENSMUST00000163867.2	SHC (Src homology 2 domain containing) transforming protein 2 	48	1	1	0	0	1	0	0	1	1	mmu-miR-9-5p	-0.28	-0.29	0.35	2007, 2009, 2011
Clock	ENSMUST00000075159.1	circadian locomotor output cycles kaput 	748	2	1	0	1	1	0	1	0	2	mmu-miR-9-5p	-0.28	-0.31	0.94	2005, 2007, 2009, 2011
Slain2	ENSMUST00000144843.2	SLAIN motif family, member 2 	1502	1	0	0	1	0	0	0	0	1	mmu-miR-9-5p	-0.28	-0.28	0.88	2009, 2011
Lyve1	ENSMUST00000033050.3	lymphatic vessel endothelial hyaluronan receptor 1 	309	1	1	0	0	1	0	1	0	0	mmu-miR-9-5p	-0.28	-0.39	0.35	2007, 2009, 2011
Gdnf	ENSMUST00000022744.3	glial cell line derived neurotrophic factor 	12	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.27	-0.30	0.89	2009, 2011
Gltscr1l	ENSMUST00000040624.5	GLTSCR1-like 	257	2	0	1	1	0	0	0	0	1	mmu-miR-9-5p	-0.27	-0.29	0.96	2007, 2011
Faf2	ENSMUST00000126071.2	Fas associated factor family member 2 	734	2	0	2	0	1	0	0	1	3	mmu-miR-9-5p	-0.27	-0.33	0.98	2007, 2009, 2011
Shc3	ENSMUST00000021898.5	src homology 2 domain-containing transforming protein C3 	9	1	0	1	0	0	0	0	0	5	mmu-miR-9-5p	-0.27	-0.68	0.48	
