Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Sord	ENSMUST00000110551.3	sorbitol dehydrogenase 	1748	1	0	0	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.39	-0.39	0.75	2005, 2007, 2009, 2011
Top3a	ENSMUST00000002891.5	topoisomerase (DNA) III alpha 	53	1	1	0	0	1	0	0	1	4	mmu-miR-124-3p.1	-0.39	-0.40	0.45	2009, 2011
Fgfr1op	ENSMUST00000097419.4	Fgfr1 oncogene partner 	776	1	0	1	0	1	1	0	0	1	mmu-miR-124-3p.1	-0.39	-0.45	0.92	2005, 2007, 2009, 2011
Zfp113	ENSMUST00000049393.9	zinc finger protein 113 	87	1	0	0	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.39	-0.39	0.81	2009, 2011
Sppl2a	ENSMUST00000028844.5	signal peptide peptidase like 2A 	2176	1	0	1	0	1	0	1	0	0	mmu-miR-124-3p.1	-0.39	-0.51	0.91	2005, 2007, 2011
Lmo4	ENSMUST00000120539.2	LIM domain only 4 	378	1	0	1	0	1	0	0	1	0	mmu-miR-124-3p.1	-0.39	-0.40	0.90	2005, 2007, 2009, 2011
Tmem87b	ENSMUST00000110325.2	transmembrane protein 87B 	610	1	1	0	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.39	-0.53	0.95	2009, 2011
Col4a1	ENSMUST00000033898.9	collagen, type IV, alpha 1 	5885	1	1	0	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.39	-0.39	0.73	2005, 2007, 2009, 2011
Twsg1	ENSMUST00000024906.4	twisted gastrulation homolog 1 (Drosophila) 	401	2	0	2	0	1	0	0	1	0	mmu-miR-124-3p.1	-0.38	-0.40	0.87	2005, 2007, 2009, 2011
Samd12	ENSMUST00000078673.7	sterile alpha motif domain containing 12 	126	2	0	1	1	1	1	0	0	2	mmu-miR-124-3p.1	-0.38	-0.43	0.98	
Prps1	ENSMUST00000033809.3	phosphoribosyl pyrophosphate synthetase 1 	5199	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.38	-0.39	0.70	2005, 2007, 2009, 2011
Dlx5	ENSMUST00000142635.1	distal-less homeobox 5 	7	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.38	-0.38	0.89	2005, 2007, 2009, 2011
Fam76b	ENSMUST00000059579.6	family with sequence similarity 76, member B 	1077	1	0	1	0	1	0	0	1	0	mmu-miR-124-3p.1	-0.38	-0.39	0.88	2005, 2007, 2009, 2011
Spry1	ENSMUST00000108109.2	sprouty homolog 1 (Drosophila) 	291	1	0	0	1	2	0	1	1	4	mmu-miR-124-3p.1	-0.38	-0.45	0.84	2005, 2007, 2009, 2011
Slc25a39	ENSMUST00000107098.2	solute carrier family 25, member 39 	12446	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.38	-0.38	0.91	2007, 2009, 2011
Tmem150a	ENSMUST00000132243.1	transmembrane protein 150A 	2698	1	0	1	0	1	0	0	1	0	mmu-miR-124-3p.1	-0.38	-0.39	0.86	2007, 2009, 2011
Brwd1	ENSMUST00000113829.2	bromodomain and WD repeat domain containing 1 	547	1	1	0	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.38	-1.13	0.66	2005, 2007
Kat7	ENSMUST00000092766.6	K(lysine) acetyltransferase 7 	170	1	0	1	0	1	0	1	0	2	mmu-miR-124-3p.1	-0.38	-0.49	0.91	2007, 2009, 2011
Rnf128	ENSMUST00000113026.1	ring finger protein 128 	612	1	1	0	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.38	-0.39	0.76	2005, 2007, 2009, 2011
Rab3d	ENSMUST00000115351.4	RAB3D, member RAS oncogene family 	323	1	0	1	0	1	0	0	1	3	mmu-miR-124-3p.1	-0.38	-0.38	0.87	2005, 2007, 2009, 2011
Sp7	ENSMUST00000078508.5	Sp7 transcription factor 7 	5	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.38	-0.38	0.81	2005, 2007
E2f5	ENSMUST00000029069.7	E2F transcription factor 5 	448	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.38	-0.38	0.85	2005, 2007, 2009, 2011
Hoxb1	ENSMUST00000019117.2	homeobox B1 	5	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.38	-0.38	0.87	2009, 2011
Qk	ENSMUST00000097414.4	quaking 	1368	1	1	0	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.38	-0.39	0.94	2009, 2011
Surf4	ENSMUST00000015011.4	surfeit gene 4 	5411	2	0	0	2	0	0	0	0	0	mmu-miR-124-3p.1	-0.38	-0.40	0.97	2005, 2007, 2009, 2011
Mcf2	ENSMUST00000063507.4	mcf.2 transforming sequence 	21	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.38	-0.38	0.76	2007, 2009, 2011
Ppm1f	ENSMUST00000027373.9	protein phosphatase 1F (PP2C domain containing) 	609	1	1	0	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.38	-0.46	0.95	2005, 2007, 2009, 2011
Abhd5	ENSMUST00000156520.2	abhydrolase domain containing 5 	4230	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.38	-0.38	0.91	2005, 2007, 2009, 2011
Xkr8	ENSMUST00000045550.4	X Kell blood group precursor related family member 8 homolog 	96	1	1	0	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.38	-0.38	< 0.1	2007, 2009, 2011
Rab38	ENSMUST00000107256.2	RAB38, member RAS oncogene family 	77	1	0	1	0	1	0	0	1	0	mmu-miR-124-3p.1	-0.37	-0.46	0.86	2005, 2007, 2009, 2011
Mapk14	ENSMUST00000004990.7	mitogen-activated protein kinase 14 	9913	1	1	0	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.37	-0.38	0.82	2005, 2007, 2009, 2011
Slc9a2	ENSMUST00000027231.7	solute carrier family 9 (sodium/hydrogen exchanger), member 2 	277	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.37	-0.37	0.91	2005, 2007, 2009, 2011
Poglut1	ENSMUST00000036210.6	protein O-glucosyltransferase 1 	1048	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.37	-0.40	0.91	2007, 2009, 2011
Plxnb2	ENSMUST00000109331.2	plexin B2 	6555	1	1	0	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.37	-0.37	0.91	2011
Egr2	ENSMUST00000048289.8	early growth response 2 	23	2	0	1	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.37	-0.37	0.97	2005, 2007, 2009, 2011
Rasd2	ENSMUST00000139848.2	RASD family, member 2 	319	1	1	0	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.37	-0.37	0.96	2007, 2011
Far1	ENSMUST00000033018.9	fatty acyl CoA reductase 1 	2040	2	0	1	1	0	0	0	0	2	mmu-miR-124-3p.1	-0.37	-0.47	0.95	2007, 2009, 2011
Pde4b	ENSMUST00000106908.3	phosphodiesterase 4B, cAMP specific 	2029	1	0	1	0	1	0	1	0	1	mmu-miR-124-3p.1	-0.37	-0.48	0.92	2005, 2007, 2009, 2011
B4galt1	ENSMUST00000030121.7	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 	448	2	1	1	0	1	0	1	0	2	mmu-miR-124-3p.1	-0.37	-1.05	0.91	2005, 2007, 2009, 2011
Stag2	ENSMUST00000115073.3	stromal antigen 2 	3749	1	0	0	1	1	0	0	1	0	mmu-miR-124-3p.1	-0.37	-0.59	0.83	2005, 2007, 2009, 2011
Antxr2	ENSMUST00000031281.9	anthrax toxin receptor 2 	143	1	1	0	0	0	0	0	0	5	mmu-miR-124-3p.1	-0.37	-0.37	0.60	2005, 2007, 2009, 2011
Ptprz1	ENSMUST00000090568.3	protein tyrosine phosphatase, receptor type Z, polypeptide 1 	33	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.37	-0.37	0.90	2005, 2007, 2009, 2011
Chodl	ENSMUST00000023568.8	chondrolectin 	61	1	1	0	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.37	-0.37	0.74	2005, 2007, 2009, 2011
Plekhf1	ENSMUST00000098513.4	pleckstrin homology domain containing, family F (with FYVE domain) member 1 	58	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.37	-0.37	0.52	2005, 2007, 2009, 2011
Pcdh1	ENSMUST00000160721.2	protocadherin 1 	1295	3	1	2	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.37	-0.38	0.73	2009, 2011
Yme1l1	ENSMUST00000028117.3	YME1-like 1 (S. cerevisiae) 	7234	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.37	-0.40	0.89	2005, 2009, 2011
Phf6	ENSMUST00000078944.7	PHD finger protein 6 	1370	1	1	0	0	1	0	0	1	1	mmu-miR-124-3p.1	-0.37	-0.39	0.89	2005, 2007, 2009, 2011
Rab11fip1	ENSMUST00000033878.7	RAB11 family interacting protein 1 (class I) 	543	1	0	1	0	1	0	0	1	6	mmu-miR-124-3p.1	-0.37	-0.40	0.91	2005, 2007, 2009, 2011
Klhl24	ENSMUST00000023509.3	kelch-like 24 	2795	3	1	1	1	0	0	0	0	4	mmu-miR-124-3p.1	-0.37	-0.54	0.98	2007, 2009, 2011
Dll4	ENSMUST00000102517.3	delta-like 4 (Drosophila) 	183	1	0	1	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.37	-0.38	0.91	2005, 2007, 2009, 2011
Fbxo27	ENSMUST00000039998.5	F-box protein 27 	7	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.37	-0.37	0.56	2005, 2007, 2009, 2011
Slitrk3	ENSMUST00000059407.7	SLIT and NTRK-like family, member 3 	5	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.36	-0.36	0.92	2005, 2007, 2009, 2011
Ovol2	ENSMUST00000103171.4	ovo-like 2 (Drosophila) 	20	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.36	-0.36	0.86	2005, 2007, 2009, 2011
Abcd1	ENSMUST00000002084.8	ATP-binding cassette, sub-family D (ALD), member 1 	324	1	0	1	0	1	0	0	1	0	mmu-miR-124-3p.1	-0.36	-0.37	0.84	2005, 2007, 2009, 2011
Prdx6	ENSMUST00000071718.6	peroxiredoxin 6 	15441	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.36	-0.37	0.87	2007, 2009, 2011
Ept1	ENSMUST00000145167.2	ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific) 	983	1	0	0	1	3	0	2	1	2	mmu-miR-124-3p.1	-0.36	-0.54	0.81	2007, 2009, 2011
Tjp2	ENSMUST00000099558.4	tight junction protein 2 	180	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.36	-0.37	0.91	2005, 2007, 2009, 2011
Rdh10	ENSMUST00000027053.7	retinol dehydrogenase 10 (all-trans) 	2115	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.36	-0.38	0.92	2005, 2007, 2009, 2011
Zfp131	ENSMUST00000177916.2	zinc finger protein 131 	5	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.36	-0.36	0.81	2009, 2011
Ryr1	ENSMUST00000179893.2	ryanodine receptor 1, skeletal muscle 	23354	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.36	-0.36	0.56	2005, 2007, 2009, 2011
Nr4a1	ENSMUST00000023779.6	nuclear receptor subfamily 4, group A, member 1 	1086	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.36	-0.36	0.50	2009, 2011
Myrip	ENSMUST00000048121.7	myosin VIIA and Rab interacting protein 	95	2	0	1	1	0	0	0	0	2	mmu-miR-124-3p.1	-0.36	-0.36	0.98	2005, 2007, 2009, 2011
Palld	ENSMUST00000121785.2	palladin, cytoskeletal associated protein 	5547	1	0	1	0	1	0	0	1	1	mmu-miR-124-3p.1	-0.36	-0.36	0.86	2007
1190002N15Rik	ENSMUST00000113028.1	RIKEN cDNA 1190002N15 gene 	1020	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.36	-0.41	0.90	2009, 2011
Myo19	ENSMUST00000093969.5	myosin XIX 	1023	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.36	-0.36	0.72	2007, 2011
Crtc3	ENSMUST00000122255.2	CREB regulated transcription coactivator 3 	193	1	0	1	0	2	1	0	1	2	mmu-miR-124-3p.1	-0.36	-0.37	0.85	2007, 2009, 2011
Lclat1	ENSMUST00000067545.6	lysocardiolipin acyltransferase 1 	1861	1	1	0	0	0	0	0	0	4	mmu-miR-124-3p.1	-0.36	-0.37	0.93	2007, 2009, 2011
Lims1	ENSMUST00000020077.5	LIM and senescent cell antigen-like domains 1 	8422	2	0	1	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.36	-0.36	0.94	2009, 2011
Usp2	ENSMUST00000034508.8	ubiquitin specific peptidase 2 	997	1	1	0	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.36	-0.38	0.92	2009, 2011
Tshz1	ENSMUST00000060303.9	teashirt zinc finger family member 1 	278	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.36	-0.36	0.88	2007, 2009, 2011
Gabpb2	ENSMUST00000107209.2	GA repeat binding protein, beta 2 	107	2	1	0	1	2	0	1	1	4	mmu-miR-124-3p.1	-0.36	-0.45	0.81	2005, 2007, 2009, 2011
Tex261	ENSMUST00000014892.7	testis expressed gene 261 	1750	2	0	1	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.36	-0.46	0.97	2005, 2007, 2009, 2011
Slc35g1	ENSMUST00000054098.2	solute carrier family 35, member G1 	91	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.36	-0.36	0.88	2007, 2009, 2011
2610018G03Rik	ENSMUST00000033444.5	RIKEN cDNA 2610018G03 gene 	70	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.35	-0.35	0.90	2007, 2009, 2011
Fcho2	ENSMUST00000099277.5	FCH domain only 2 	549	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.35	-0.39	0.82	2005, 2007, 2009, 2011
Fbxo10	ENSMUST00000052236.7	F-box protein 10 	96	1	0	1	0	0	0	0	0	4	mmu-miR-124-3p.1	-0.35	-0.35	0.78	2007, 2011
Galnt4	ENSMUST00000161240.3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 	489	1	0	1	0	1	0	1	0	1	mmu-miR-124-3p.1	-0.35	-0.36	0.90	2005, 2007, 2009, 2011
Cav1	ENSMUST00000115453.1	caveolin 1, caveolae protein 	31219	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.35	-0.35	0.68	2005, 2007, 2009, 2011
Mylk2	ENSMUST00000028970.7	myosin, light polypeptide kinase 2, skeletal muscle 	6808	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.35	-0.35	0.78	2005, 2007, 2009, 2011
Vkorc1l1	ENSMUST00000073945.4	vitamin K epoxide reductase complex, subunit 1-like 1 	1759	1	0	1	0	1	0	0	1	0	mmu-miR-124-3p.1	-0.35	-0.36	0.91	
Ripk2	ENSMUST00000037035.6	receptor (TNFRSF)-interacting serine-threonine kinase 2 	222	1	1	0	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.35	-0.44	< 0.1	2005, 2007
Dhcr24	ENSMUST00000047973.3	24-dehydrocholesterol reductase 	9729	1	1	0	0	1	0	1	0	2	mmu-miR-124-3p.1	-0.35	-0.46	0.95	2005, 2007, 2009, 2011
Sos2	ENSMUST00000035773.8	son of sevenless homolog 2 (Drosophila) 	1341	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.35	-0.35	0.78	2011
Prkd1	ENSMUST00000002765.7	protein kinase D1 	95	2	0	1	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.35	-1.27	0.96	2005, 2007, 2009, 2011
Rfx5	ENSMUST00000107254.2	regulatory factor X, 5 (influences HLA class II expression) 	945	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.35	-0.36	0.60	2009, 2011
Gpam	ENSMUST00000061856.5	glycerol-3-phosphate acyltransferase, mitochondrial 	336	2	0	2	0	2	0	2	0	2	mmu-miR-124-3p.1	-0.35	-0.39	0.96	2005, 2007, 2009, 2011
Sp1	ENSMUST00000001326.6	trans-acting transcription factor 1 	1975	1	0	1	0	1	0	0	1	6	mmu-miR-124-3p.1	-0.35	-0.39	0.80	2005, 2007, 2009, 2011
Cmpk1	ENSMUST00000030491.8	cytidine monophosphate (UMP-CMP) kinase 1 	645	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.35	-0.39	0.87	2007, 2009, 2011
Ube2g1	ENSMUST00000021148.7	ubiquitin-conjugating enzyme E2G 1 	4678	1	0	1	0	1	0	0	1	1	mmu-miR-124-3p.1	-0.35	-0.78	0.52	2007, 2009, 2011
Onecut2	ENSMUST00000175965.3	one cut domain, family member 2 	387	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.35	-0.44	0.91	2007, 2009, 2011
Sdc4	ENSMUST00000017153.3	syndecan 4 	5763	1	0	1	0	1	0	1	0	1	mmu-miR-124-3p.1	-0.35	-0.51	0.91	2005, 2007, 2009, 2011
Bmf	ENSMUST00000090219.7	BCL2 modifying factor 	24	1	0	1	0	2	0	1	1	1	mmu-miR-124-3p.1	-0.35	-0.37	0.61	2005, 2007, 2009, 2011
Nr3c2	ENSMUST00000109913.3	nuclear receptor subfamily 3, group C, member 2 	405	2	0	1	1	0	0	0	0	3	mmu-miR-124-3p.1	-0.35	-0.35	0.98	2005, 2007, 2009, 2011
Prrg3	ENSMUST00000048790.6	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) 	304	1	0	1	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.35	-0.35	0.82	2009, 2011
Clock	ENSMUST00000075159.1	circadian locomotor output cycles kaput 	748	2	0	1	1	0	0	0	0	4	mmu-miR-124-3p.1	-0.35	-0.35	0.97	2005, 2007, 2009, 2011
Dmd	ENSMUST00000114000.2	dystrophin, muscular dystrophy 	424	1	0	0	1	1	0	0	1	1	mmu-miR-124-3p.1	-0.35	-0.65	0.83	2005, 2007, 2009, 2011
Vstm4	ENSMUST00000053175.6	V-set and transmembrane domain containing 4 	212	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.35	-0.37	0.74	2009, 2011
Lmo3	ENSMUST00000162772.2	LIM domain only 3 	6	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.35	-0.35	0.85	2005, 2007, 2009, 2011
Dmxl1	ENSMUST00000041772.5	Dmx-like 1 	1153	1	0	0	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.35	-0.35	0.84	2005, 2007, 2009, 2011
Sumf1	ENSMUST00000032191.10	sulfatase modifying factor 1 	308	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.35	-0.35	0.90	2005, 2007, 2009, 2011
Hivep2	ENSMUST00000191138.1	human immunodeficiency virus type I enhancer binding protein 2 	296	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.35	-0.35	0.90	2005, 2007, 2009, 2011
St8sia4	ENSMUST00000043336.5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 	19	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.35	-0.35	0.88	2005, 2007, 2009, 2011
Lemd2	ENSMUST00000055117.7	LEM domain containing 2 	530	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.35	-0.35	0.86	2005, 2007, 2009, 2011
Fam53b	ENSMUST00000097998.3	family with sequence similarity 53, member B 	329	2	0	1	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.35	-0.37	0.97	2005, 2007, 2009, 2011
Zfp36l1	ENSMUST00000021552.1	zinc finger protein 36, C3H type-like 1 	1389	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.34	-0.34	0.84	2005, 2007, 2009, 2011
Raver2	ENSMUST00000038463.9	ribonucleoprotein, PTB-binding 2 	321	1	0	0	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.34	-0.34	0.83	2005, 2007, 2009, 2011
Hectd2	ENSMUST00000047247.6	HECT domain containing 2 	350	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.34	-0.34	0.83	2005, 2007, 2009, 2011
Tnfsf11	ENSMUST00000022592.7	tumor necrosis factor (ligand) superfamily, member 11 	39	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.34	-0.34	0.65	2005, 2007, 2009, 2011
Bloc1s6	ENSMUST00000005954.8	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin 	2753	1	1	0	0	0	0	0	0	4	mmu-miR-124-3p.1	-0.34	-0.35	0.90	2007, 2009, 2011
Galnt9	ENSMUST00000040001.8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9 	5	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.34	-0.34	0.86	2005, 2007, 2009, 2011
Slc17a5	ENSMUST00000052441.6	solute carrier family 17 (anion/sugar transporter), member 5 	235	1	0	1	0	1	0	0	1	0	mmu-miR-124-3p.1	-0.34	-0.34	0.91	2005, 2007, 2009, 2011
Prox1	ENSMUST00000175916.2	prospero homeobox 1 	626	2	0	2	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.34	-0.41	0.99	
1700066M21Rik	ENSMUST00000042734.2	RIKEN cDNA 1700066M21 gene 	228	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.34	-0.36	0.87	2011
Ubxn2a	ENSMUST00000020962.6	UBX domain protein 2A 	1836	1	1	0	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.34	-0.51	0.94	
Eps8	ENSMUST00000058210.7	epidermal growth factor receptor pathway substrate 8 	1873	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.34	-0.41	0.92	2005, 2007, 2009, 2011
Trmt6	ENSMUST00000039554.6	tRNA methyltransferase 6 	613	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.34	-0.34	0.80	2009, 2011
Negr1	ENSMUST00000074015.5	neuronal growth regulator 1 	113	1	0	1	0	1	0	0	1	2	mmu-miR-124-3p.1	-0.34	-0.36	0.93	2005, 2007, 2009, 2011
Hadh	ENSMUST00000029610.8	hydroxyacyl-Coenzyme A dehydrogenase 	7642	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.34	-0.34	0.92	2007, 2009, 2011
Svil	ENSMUST00000143254.2	supervillin 	1016	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.34	-0.36	0.89	2005, 2007, 2009, 2011
Eml6	ENSMUST00000058902.5	echinoderm microtubule associated protein like 6 	83	2	0	1	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.34	-0.38	0.94	2009, 2011
Rab11fip5	ENSMUST00000060837.7	RAB11 family interacting protein 5 (class I) 	633	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.34	-0.34	0.85	2005, 2007, 2009, 2011
Atp1a1	ENSMUST00000036493.6	ATPase, Na+/K+ transporting, alpha 1 polypeptide 	1167	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.34	-0.36	0.79	2005, 2009, 2011
Rnf165	ENSMUST00000026494.8	ring finger protein 165 	56	2	0	1	1	0	0	0	0	2	mmu-miR-124-3p.1	-0.34	-0.44	0.98	2005, 2007, 2011
Bcl6	ENSMUST00000023151.5	B cell leukemia/lymphoma 6 	37	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.34	-0.34	0.92	2005, 2007, 2009, 2011
Cdh2	ENSMUST00000025166.8	cadherin 2 	1896	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.34	-0.34	0.92	2005, 2007, 2009, 2011
Rpia	ENSMUST00000066134.5	ribose 5-phosphate isomerase A 	211	2	0	0	2	0	0	0	0	0	mmu-miR-124-3p.1	-0.33	-0.34	0.96	2005, 2007, 2009, 2011
Abcc4	ENSMUST00000036554.7	ATP-binding cassette, sub-family C (CFTR/MRP), member 4 	329	1	1	0	0	1	0	0	1	0	mmu-miR-124-3p.1	-0.33	-0.34	0.92	2005, 2007, 2009, 2011
Gm16515	ENSMUST00000019075.3	predicted gene, Gm16515 	258	1	0	1	0	1	0	1	0	2	mmu-miR-124-3p.1	-0.33	-0.46	0.91	2007, 2009, 2011
Steap3	ENSMUST00000112641.2	STEAP family member 3 	425	1	0	1	0	1	0	1	0	3	mmu-miR-124-3p.1	-0.33	-0.54	0.91	2005, 2007, 2009, 2011
Nrcam	ENSMUST00000020939.9	neuron-glia-CAM-related cell adhesion molecule 	39	1	0	1	0	0	0	0	0	4	mmu-miR-124-3p.1	-0.33	-0.80	0.92	2005, 2007, 2011
Chic2	ENSMUST00000075452.5	cysteine-rich hydrophobic domain 2 	492	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.33	-0.33	0.92	2005, 2007, 2009, 2011
Cdh4	ENSMUST00000000314.7	cadherin 4 	111	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.33	-0.33	0.92	2009, 2011
Fchsd2	ENSMUST00000032931.7	FCH and double SH3 domains 2 	82	1	0	1	0	1	0	0	1	0	mmu-miR-124-3p.1	-0.33	-0.34	0.91	2005, 2007, 2009, 2011
Narg2	ENSMUST00000034761.9	NMDA receptor-regulated gene 2 	239	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.33	-0.33	0.91	2007, 2009, 2011
Rfx1	ENSMUST00000005600.5	regulatory factor X, 1 (influences HLA class II expression) 	428	1	1	0	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.33	-0.33	0.72	2005, 2007, 2009, 2011
Zfp9	ENSMUST00000161170.1	zinc finger protein 9 	114	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.33	-0.33	0.64	2009, 2011
Sptlc1	ENSMUST00000021920.6	serine palmitoyltransferase, long chain base subunit 1 	1291	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.33	-0.37	0.90	2005, 2007, 2009, 2011
Hspb8	ENSMUST00000036991.4	heat shock protein 8 	353	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.33	-0.36	< 0.1	2005, 2007, 2009, 2011
Myh10	ENSMUST00000102611.4	myosin, heavy polypeptide 10, non-muscle 	407	1	1	0	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.33	-0.38	0.93	2005, 2007, 2009, 2011
L2hgdh	ENSMUST00000021370.8	L-2-hydroxyglutarate dehydrogenase 	361	1	1	0	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.33	-0.41	0.90	2007, 2009, 2011
Slitrk4	ENSMUST00000069926.8	SLIT and NTRK-like family, member 4 	18	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.33	-0.33	0.89	2005, 2007, 2009, 2011
Arfip1	ENSMUST00000098990.4	ADP-ribosylation factor interacting protein 1 	2628	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.33	-0.33	0.92	2007, 2009, 2011
