Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Cabp1	ENSMUST00000031519.8	calcium binding protein 1 	10	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.42	-0.42	0.67	2005, 2007, 2009, 2011
Atl3	ENSMUST00000170373.2	atlastin GTPase 3 	6920	1	1	0	0	2	1	0	1	2	mmu-miR-128-3p	-0.42	-0.59	0.38	2011
Gns	ENSMUST00000040344.6	glucosamine (N-acetyl)-6-sulfatase 	4336	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.42	-0.42	0.70	2005, 2007, 2009, 2011
Snx12	ENSMUST00000077876.3	sorting nexin 12 	220	1	1	0	0	3	1	1	1	4	mmu-miR-128-3p	-0.42	-0.62	0.90	2009, 2011
Rnf141	ENSMUST00000177236.2	ring finger protein 141 	3667	1	0	0	1	1	0	0	1	1	mmu-miR-128-3p	-0.42	-0.68	0.64	2005, 2007
Ube2w	ENSMUST00000117146.2	ubiquitin-conjugating enzyme E2W (putative) 	1410	1	1	0	0	2	0	1	1	1	mmu-miR-128-3p	-0.41	-0.52	0.92	2007, 2009, 2011
Ngp	ENSMUST00000035061.6	neutrophilic granule protein 	31	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.41	-0.41	0.15	2009, 2011
Sgms1	ENSMUST00000099514.4	sphingomyelin synthase 1 	382	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.41	-0.41	0.83	2007, 2009, 2011
Sec61a1	ENSMUST00000032168.5	Sec61 alpha 1 subunit (S. cerevisiae) 	3157	1	0	1	0	1	0	1	0	1	mmu-miR-128-3p	-0.41	-0.41	0.64	2005, 2007, 2009, 2011
Vangl1	ENSMUST00000029453.7	vang-like 1 (van gogh, Drosophila) 	140	3	1	1	1	0	0	0	0	1	mmu-miR-128-3p	-0.41	-0.54	0.93	2007, 2011
Eml1	ENSMUST00000054955.8	echinoderm microtubule associated protein like 1 	809	1	1	0	0	0	0	0	0	1	mmu-miR-128-3p	-0.41	-0.41	0.91	2005, 2007, 2009, 2011
Gm5819	ENSMUST00000171469.1	predicted gene 5819 	8	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.41	-0.41	0.60	
Usp42	ENSMUST00000053287.5	ubiquitin specific peptidase 42 	58	2	0	0	2	0	0	0	0	1	mmu-miR-128-3p	-0.41	-0.41	0.87	2007, 2009, 2011
Nrbf2	ENSMUST00000077839.7	nuclear receptor binding factor 2 	9	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.41	-0.41	0.60	2005, 2007, 2009, 2011
Bend4	ENSMUST00000169190.1	BEN domain containing 4 	1357	2	1	0	1	2	0	1	1	1	mmu-miR-128-3p	-0.40	-0.41	0.96	2011
Aqp11	ENSMUST00000084986.6	aquaporin 11 	399	1	0	0	1	5	1	2	2	0	mmu-miR-128-3p	-0.40	-0.54	0.58	2005, 2007, 2009, 2011
Efna2	ENSMUST00000003154.6	ephrin A2 	519	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.40	-0.40	0.51	2009, 2011
Cited2	ENSMUST00000038107.7	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 	1322	1	0	1	0	0	0	0	0	1	mmu-miR-128-3p	-0.40	-0.72	0.62	2005, 2007, 2009, 2011
Galnt3	ENSMUST00000028378.3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 	223	1	0	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.40	-0.40	0.73	2005, 2007, 2009, 2011
Arhgap12	ENSMUST00000182066.2	Rho GTPase activating protein 12 	645	1	1	0	0	1	0	1	0	2	mmu-miR-128-3p	-0.40	-0.41	0.24	2005, 2007, 2009, 2011
Rnf139	ENSMUST00000036904.6	ring finger protein 139 	1661	1	0	0	1	2	0	1	1	0	mmu-miR-128-3p	-0.40	-0.47	0.73	2005, 2007, 2009, 2011
Rnf38	ENSMUST00000098098.3	ring finger protein 38 	90	2	0	1	1	1	0	1	0	2	mmu-miR-128-3p	-0.40	-0.44	0.88	2005, 2007, 2009, 2011
Jag1	ENSMUST00000028735.7	jagged 1 	282	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.40	-0.40	0.63	2005, 2007, 2009, 2011
Thrb	ENSMUST00000091471.5	thyroid hormone receptor beta 	358	2	1	0	1	2	0	2	0	1	mmu-miR-128-3p	-0.40	-0.43	0.90	2007, 2009, 2011
Ostf1	ENSMUST00000025631.6	osteoclast stimulating factor 1 	1883	1	1	0	0	0	0	0	0	1	mmu-miR-128-3p	-0.39	-0.40	< 0.1	2009, 2011
Csf1	ENSMUST00000118593.2	colony stimulating factor 1 (macrophage) 	1560	2	1	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.39	-0.40	0.88	2005, 2007, 2009, 2011
Rgl2	ENSMUST00000047503.10	ral guanine nucleotide dissociation stimulator-like 2 	1230	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.39	-0.39	0.36	2005, 2007, 2009, 2011
Tmem64	ENSMUST00000062684.8	transmembrane protein 64 	1560	1	0	1	0	1	0	1	0	2	mmu-miR-128-3p	-0.39	-0.43	0.69	2005, 2007, 2009, 2011
Ppif	ENSMUST00000022419.6	peptidylprolyl isomerase F (cyclophilin F) 	2388	1	1	0	0	0	0	0	0	2	mmu-miR-128-3p	-0.39	-0.42	0.22	2007, 2009, 2011
Kcnk10	ENSMUST00000110113.1	potassium channel, subfamily K, member 10 	5	2	0	2	0	1	1	0	0	0	mmu-miR-128-3p	-0.39	-0.42	0.88	2005, 2007, 2009, 2011
Mroh3	ENSMUST00000168561.2	maestro heat-like repeat family member 3 	5	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.39	-0.39	< 0.1	
Pard6b	ENSMUST00000052125.6	par-6 family cell polarity regulator beta 	1542	1	1	0	0	2	0	1	1	0	mmu-miR-128-3p	-0.39	-0.39	< 0.1	2007, 2011
Ss18l1	ENSMUST00000041126.8	synovial sarcoma translocation gene on chromosome 18-like 1 	91	1	0	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.39	-0.43	0.46	2005, 2007, 2009, 2011
Lrrc55	ENSMUST00000111601.1	leucine rich repeat containing 55 	6	1	0	0	1	0	0	0	0	3	mmu-miR-128-3p	-0.39	-0.39	0.66	2007, 2009, 2011
Bmi1	ENSMUST00000028071.7	Bmi1 polycomb ring finger oncogene 	869	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.39	-0.39	0.84	2007, 2009, 2011
Tnpo1	ENSMUST00000109399.3	transportin 1 	7052	2	1	0	1	1	0	1	0	2	mmu-miR-128-3p	-0.39	-0.40	0.89	2007, 2009, 2011
Isl1	ENSMUST00000036060.7	ISL1 transcription factor, LIM/homeodomain 	18	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.39	-0.39	0.82	2005, 2007, 2009, 2011
Ttc9	ENSMUST00000036116.5	tetratricopeptide repeat domain 9 	109	1	1	0	0	2	1	0	1	2	mmu-miR-128-3p	-0.39	-0.55	0.29	2009, 2011
Sssca1	ENSMUST00000159693.1	Sjogren's syndrome/scleroderma autoantigen 1 homolog (human) 	823	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.39	-0.39	ORF	
Rasgef1b	ENSMUST00000031276.9	RasGEF domain family, member 1B 	295	2	0	2	0	1	0	1	0	1	mmu-miR-128-3p	-0.38	-0.46	0.86	2005, 2007, 2009, 2011
Sall4	ENSMUST00000075044.4	sal-like 4 (Drosophila) 	337	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.38	-0.39	0.59	2009, 2011
Fam78a	ENSMUST00000056406.6	family with sequence similarity 78, member A 	84	2	0	1	1	0	0	0	0	0	mmu-miR-128-3p	-0.38	-0.38	0.89	2005, 2007, 2009, 2011
Ccdc71	ENSMUST00000061209.5	coiled-coil domain containing 71 	576	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.38	-0.38	0.91	2007, 2009, 2011
Hlx	ENSMUST00000048572.6	H2.0-like homeobox 	55	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.38	-0.39	0.15	2007, 2009, 2011
Fbxo33	ENSMUST00000043204.7	F-box protein 33 	40	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.38	-0.40	0.83	2005, 2007, 2009, 2011
Nfx1	ENSMUST00000098143.5	nuclear transcription factor, X-box binding 1 	282	1	1	0	0	2	0	2	0	0	mmu-miR-128-3p	-0.38	-0.44	0.63	2005, 2007, 2009, 2011
Diras2	ENSMUST00000057442.6	DIRAS family, GTP-binding RAS-like 2 	39	1	0	1	0	2	0	2	0	1	mmu-miR-128-3p	-0.38	-0.38	0.45	2005, 2007, 2009, 2011
Car12	ENSMUST00000071889.7	carbonic anyhydrase 12 	328	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.38	-0.39	0.27	2009, 2011
Slc35f3	ENSMUST00000108759.2	solute carrier family 35, member F3 	22	1	1	0	0	1	0	1	0	0	mmu-miR-128-3p	-0.37	-0.38	0.70	2005, 2007, 2009, 2011
Fam65b	ENSMUST00000110383.2	family with sequence similarity 65, member B 	149	1	0	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.37	-0.47	0.71	2009, 2011
Tceanc2	ENSMUST00000057043.4	transcription elongation factor A (SII) N-terminal and central domain containing 2 	503	1	1	0	0	0	0	0	0	2	mmu-miR-128-3p	-0.37	-0.38	0.64	2007, 2009, 2011
Sec24a	ENSMUST00000109097.3	Sec24 related gene family, member A (S. cerevisiae) 	895	1	1	0	0	0	0	0	0	1	mmu-miR-128-3p	-0.37	-0.37	0.74	2007, 2009, 2011
Rab34	ENSMUST00000002128.8	RAB34, member RAS oncogene family 	2771	1	0	1	0	0	0	0	0	1	mmu-miR-128-3p	-0.37	-0.39	0.58	2005, 2007, 2009, 2011
Iglon5	ENSMUST00000107974.1	IgLON family member 5 	23	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.37	-0.37	0.79	2011
Diras1	ENSMUST00000055125.4	DIRAS family, GTP-binding RAS-like 1 	5	1	1	0	0	1	0	1	0	0	mmu-miR-128-3p	-0.37	-0.37	0.60	2005, 2007, 2009, 2011
Tgif1	ENSMUST00000186358.1	TGFB-induced factor homeobox 1 	815	1	1	0	0	0	0	0	0	1	mmu-miR-128-3p	-0.37	-0.37	< 0.1	
Glipr2	ENSMUST00000030202.8	GLI pathogenesis-related 2 	326	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.37	-0.41	0.19	2007, 2009, 2011
Acad12	ENSMUST00000041252.7	acyl-Coenzyme A dehydrogenase family, member 12 	901	1	1	0	0	1	0	1	0	0	mmu-miR-128-3p	-0.37	-0.37	< 0.1	2011
Slc24a4	ENSMUST00000079020.5	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 	97	2	1	0	1	3	0	3	0	2	mmu-miR-128-3p	-0.36	-0.57	0.98	2007
Hoxa5	ENSMUST00000048794.6	homeobox A5 	278	2	0	0	2	0	0	0	0	0	mmu-miR-128-3p	-0.36	-0.37	0.81	2009, 2011
Cyp39a1	ENSMUST00000170988.1	cytochrome P450, family 39, subfamily a, polypeptide 1 	191	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.36	-0.36	0.14	2005, 2007, 2009, 2011
Plagl2	ENSMUST00000056924.8	pleiomorphic adenoma gene-like 2 	205	1	1	0	0	1	0	1	0	1	mmu-miR-128-3p	-0.36	-0.39	0.44	2005, 2007, 2009, 2011
Alg9	ENSMUST00000034561.5	asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase) 	877	1	0	0	1	1	0	0	1	3	mmu-miR-128-3p	-0.36	-0.63	0.58	2007, 2009, 2011
Apba2	ENSMUST00000032732.9	amyloid beta (A4) precursor protein-binding, family A, member 2 	24	1	1	0	0	1	0	1	0	0	mmu-miR-128-3p	-0.36	-0.67	0.92	2005, 2007
Arhgap21	ENSMUST00000114594.2	Rho GTPase activating protein 21 	2173	1	1	0	0	0	0	0	0	1	mmu-miR-128-3p	-0.36	-0.44	0.27	2005, 2007, 2009, 2011
Smad9	ENSMUST00000029371.2	SMAD family member 9 	117	2	0	0	2	1	0	1	0	1	mmu-miR-128-3p	-0.36	-0.39	0.88	2009, 2011
Rnf125	ENSMUST00000050004.1	ring finger protein 125 	46	1	0	1	0	2	0	2	0	1	mmu-miR-128-3p	-0.36	-0.58	0.41	2007
Nipal4	ENSMUST00000020679.2	NIPA-like domain containing 4 	18	1	0	0	1	2	0	1	1	0	mmu-miR-128-3p	-0.36	-0.36	0.66	2009, 2011
Gabra6	ENSMUST00000020703.7	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6 	5	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.36	-0.36	0.13	2005, 2007, 2009, 2011
En1	ENSMUST00000079721.8	engrailed 1 	179	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.36	-0.36	0.26	2007, 2009, 2011
Abhd17b	ENSMUST00000052556.3	abhydrolase domain containing 17B 	1392	1	0	1	0	1	0	0	1	0	mmu-miR-128-3p	-0.36	-0.37	0.48	2007, 2009, 2011
Zfp385a	ENSMUST00000168828.1	zinc finger protein 385A 	139	2	0	1	1	0	0	0	0	0	mmu-miR-128-3p	-0.35	-0.35	0.80	2009, 2011
Stx16	ENSMUST00000087908.4	syntaxin 16 	958	1	0	0	1	2	0	2	0	1	mmu-miR-128-3p	-0.35	-0.36	0.47	2005, 2007, 2009, 2011
Btg2	ENSMUST00000020692.6	B cell translocation gene 2, anti-proliferative 	3163	2	0	1	1	0	0	0	0	0	mmu-miR-128-3p	-0.35	-0.36	0.81	2005, 2007, 2009, 2011
Slco5a1	ENSMUST00000188454.1	solute carrier organic anion transporter family, member 5A1 	20	1	0	0	1	1	0	0	1	1	mmu-miR-128-3p	-0.35	-0.35	0.73	2005, 2007, 2009, 2011
Sp2	ENSMUST00000107626.2	Sp2 transcription factor 	236	1	0	1	0	1	0	1	0	1	mmu-miR-128-3p	-0.35	-0.35	0.72	2005, 2007, 2009, 2011
Pparg	ENSMUST00000171644.2	peroxisome proliferator activated receptor gamma 	570	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.35	-0.35	0.73	2005, 2007, 2009, 2011
Rffl	ENSMUST00000074515.5	ring finger and FYVE like domain containing protein 	625	1	1	0	0	2	0	1	1	1	mmu-miR-128-3p	-0.35	-0.36	0.69	2005, 2007, 2009, 2011
Rnf144a	ENSMUST00000020971.7	ring finger protein 144A 	287	1	1	0	0	2	1	1	0	0	mmu-miR-128-3p	-0.35	-0.63	0.91	2007, 2009, 2011
Bgn	ENSMUST00000033741.9	biglycan 	8837	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.35	-0.35	0.35	2005, 2007, 2009, 2011
Neurod6	ENSMUST00000044767.8	neurogenic differentiation 6 	5	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.35	-0.35	0.38	2005, 2007, 2009, 2011
Slc35f1	ENSMUST00000105473.2	solute carrier family 35, member F1 	37	2	0	1	1	0	0	0	0	1	mmu-miR-128-3p	-0.35	-0.36	0.81	2007, 2009, 2011
Pex13	ENSMUST00000020523.3	peroxisomal biogenesis factor 13 	842	1	1	0	0	1	0	1	0	0	mmu-miR-128-3p	-0.35	-1.23	< 0.1	2009, 2011
Gm16039	ENSMUST00000162034.2	predicted gene 16039 	1286	1	0	1	0	0	0	0	0	2	mmu-miR-128-3p	-0.35	-0.35	0.15	
Car7	ENSMUST00000159416.2	carbonic anhydrase 7 	33	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.34	-0.34	0.43	2009, 2011
Dll4	ENSMUST00000102517.3	delta-like 4 (Drosophila) 	183	2	0	0	2	1	0	1	0	0	mmu-miR-128-3p	-0.34	-0.69	0.92	2005, 2007, 2009, 2011
Dynll2	ENSMUST00000020775.3	dynein light chain LC8-type 2 	12752	1	0	0	1	1	0	0	1	4	mmu-miR-128-3p	-0.34	-0.88	0.71	2009, 2011
Naa50	ENSMUST00000161326.2	N(alpha)-acetyltransferase 50, NatE catalytic subunit 	12928	1	1	0	0	1	0	0	1	0	mmu-miR-128-3p	-0.34	-0.41	0.66	2007, 2009, 2011
Igj	ENSMUST00000087033.4	immunoglobulin joining chain 	1925	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.34	-0.35	0.49	2009, 2011
Chrm2	ENSMUST00000172278.2	cholinergic receptor, muscarinic 2, cardiac 	123	1	0	1	0	1	0	1	0	1	mmu-miR-128-3p	-0.34	-0.37	0.16	
Ing5	ENSMUST00000027505.7	inhibitor of growth family, member 5 	607	1	0	0	1	3	0	2	1	0	mmu-miR-128-3p	-0.34	-0.36	0.73	2005, 2007, 2009, 2011
Nhs	ENSMUST00000087085.4	Nance-Horan syndrome (human) 	76	1	1	0	0	1	0	1	0	0	mmu-miR-128-3p	-0.34	-0.35	0.81	2005, 2007
Trim5	ENSMUST00000098179.3	tripartite motif-containing 5 	5	1	1	0	0	1	0	0	1	1	mmu-miR-128-3p	-0.34	-0.34	< 0.1	
Lpar6	ENSMUST00000044405.7	lysophosphatidic acid receptor 6 	1138	1	0	0	1	2	1	0	1	1	mmu-miR-128-3p	-0.34	-0.57	0.72	2007, 2009, 2011
Kbtbd8	ENSMUST00000119582.1	kelch repeat and BTB (POZ) domain containing 8 	62	1	0	0	1	1	0	1	0	3	mmu-miR-128-3p	-0.33	-0.33	0.54	2005, 2007, 2009, 2011
Ccdc50	ENSMUST00000100026.4	coiled-coil domain containing 50 	4422	2	0	1	1	3	1	2	0	1	mmu-miR-128-3p	-0.33	-0.38	0.56	2009, 2011
Arl8b	ENSMUST00000032196.6	ADP-ribosylation factor-like 8B 	3787	2	1	1	0	1	1	0	0	1	mmu-miR-128-3p	-0.33	-0.53	0.72	2007, 2009, 2011
Arhgef11	ENSMUST00000039476.9	Rho guanine nucleotide exchange factor (GEF) 11 	249	1	0	1	0	1	0	0	1	0	mmu-miR-128-3p	-0.33	-0.36	0.56	2005, 2007, 2009, 2011
Zfp36l1	ENSMUST00000021552.1	zinc finger protein 36, C3H type-like 1 	1389	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.33	-0.33	0.71	2005, 2007, 2009, 2011
Ccdc92	ENSMUST00000036206.8	coiled-coil domain containing 92 	63	1	1	0	0	1	0	1	0	1	mmu-miR-128-3p	-0.33	-0.33	0.90	2007, 2009, 2011
Naa15	ENSMUST00000029303.7	N(alpha)-acetyltransferase 15, NatA auxiliary subunit 	2921	1	1	0	0	2	0	1	1	1	mmu-miR-128-3p	-0.33	-0.43	0.91	2007, 2009, 2011
Fbxw7	ENSMUST00000107679.2	F-box and WD-40 domain protein 7 	536	2	0	0	2	0	0	0	0	1	mmu-miR-128-3p	-0.33	-0.34	0.91	2005, 2007, 2011
Stk32a	ENSMUST00000045477.4	serine/threonine kinase 32A 	57	1	1	0	0	1	1	0	0	1	mmu-miR-128-3p	-0.33	-0.46	0.62	2009, 2011
Erg	ENSMUST00000113846.4	avian erythroblastosis virus E-26 (v-ets) oncogene related 	581	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.33	-0.33	0.64	2007
Samd12	ENSMUST00000078673.7	sterile alpha motif domain containing 12 	126	1	0	1	0	2	0	2	0	1	mmu-miR-128-3p	-0.33	-0.34	0.71	2009, 2011
Fam155a	ENSMUST00000110969.3	family with sequence similarity 155, member A 	5	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.33	-0.33	0.54	2007, 2009, 2011
Socs6	ENSMUST00000070116.6	suppressor of cytokine signaling 6 	865	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.33	-0.33	0.90	2005, 2007, 2009, 2011
Tmeff1	ENSMUST00000030032.7	transmembrane protein with EGF-like and two follistatin-like domains 1 	13	1	0	1	0	1	0	0	1	0	mmu-miR-128-3p	-0.32	-0.48	0.63	2005, 2007, 2009, 2011
Galnt7	ENSMUST00000034021.6	UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7 	218	1	0	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.32	-0.33	0.56	2005, 2007, 2009, 2011
Fam126b	ENSMUST00000161600.2	family with sequence similarity 126, member B 	493	1	1	0	0	3	0	2	1	0	mmu-miR-128-3p	-0.32	-0.34	0.89	2007, 2009, 2011
Fam84b	ENSMUST00000100635.4	family with sequence similarity 84, member B 	1636	2	0	1	1	0	0	0	0	0	mmu-miR-128-3p	-0.32	-0.32	0.90	2005, 2007, 2011
Usp49	ENSMUST00000024779.9	ubiquitin specific peptidase 49 	128	2	1	1	0	2	1	0	1	0	mmu-miR-128-3p	-0.32	-0.49	0.96	2009, 2011
Dtx4	ENSMUST00000045521.7	deltex 4 homolog (Drosophila) 	449	2	1	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.32	-0.32	0.90	2007, 2009, 2011
Aff4	ENSMUST00000060945.6	AF4/FMR2 family, member 4 	466	3	0	2	1	1	0	0	1	2	mmu-miR-128-3p	-0.32	-0.46	0.97	2005, 2007, 2009, 2011
Vav3	ENSMUST00000046864.8	vav 3 oncogene 	265	1	0	0	1	1	0	1	0	0	mmu-miR-128-3p	-0.32	-0.32	0.57	2005, 2007, 2009, 2011
Kcnd3	ENSMUST00000098761.4	potassium voltage-gated channel, Shal-related family, member 3 	105	1	0	1	0	0	0	0	0	1	mmu-miR-128-3p	-0.32	-0.32	0.70	2009, 2011
Dcaf7	ENSMUST00000058438.8	DDB1 and CUL4 associated factor 7 	2608	1	0	1	0	4	0	1	3	3	mmu-miR-128-3p	-0.32	-0.34	0.37	2007, 2009, 2011
Tmem128	ENSMUST00000087511.4	transmembrane protein 128 	1138	1	1	0	0	1	0	0	1	0	mmu-miR-128-3p	-0.31	-1.38	< 0.1	2007, 2009, 2011
Erlec1	ENSMUST00000073192.8	endoplasmic reticulum lectin 1 	1089	1	0	1	0	6	2	3	1	0	mmu-miR-128-3p	-0.31	-0.62	0.52	2007, 2009, 2011
Ikbke	ENSMUST00000062108.4	inhibitor of kappaB kinase epsilon 	50	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.31	-0.31	< 0.1	2005, 2007, 2009, 2011
Phlpp2	ENSMUST00000034175.4	PH domain and leucine rich repeat protein phosphatase 2 	37	1	0	0	1	1	0	1	0	1	mmu-miR-128-3p	-0.31	-0.33	0.54	2007, 2009, 2011
1700008O03Rik	ENSMUST00000107933.2	RIKEN cDNA 1700008O03 gene 	10	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.31	-0.31	0.54	2011
C130026L21Rik	ENSMUST00000064930.3	RIKEN cDNA C130026L21 gene 	5	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.31	-0.31	< 0.1	
Pde7b	ENSMUST00000020165.8	phosphodiesterase 7B 	190	1	1	0	0	1	0	0	1	0	mmu-miR-128-3p	-0.31	-0.32	0.79	2005, 2007, 2011
Hao1	ENSMUST00000028704.2	hydroxyacid oxidase 1, liver 	2886	1	0	1	0	2	0	1	1	1	mmu-miR-128-3p	-0.31	-0.54	0.69	2005, 2007, 2009, 2011
Cdh11	ENSMUST00000075190.3	cadherin 11 	725	1	0	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.30	-0.30	0.65	2005, 2007, 2009, 2011
Gria3	ENSMUST00000076349.6	glutamate receptor, ionotropic, AMPA3 (alpha 3) 	74	2	0	1	1	0	0	0	0	0	mmu-miR-128-3p	-0.30	-0.30	0.80	2007, 2009, 2011
Gpam	ENSMUST00000061856.5	glycerol-3-phosphate acyltransferase, mitochondrial 	336	2	1	0	1	4	0	3	1	2	mmu-miR-128-3p	-0.30	-0.41	0.95	2005, 2007, 2009, 2011
Mief1	ENSMUST00000023048.5	mitochondrial elongation factor 1 	144	1	0	1	0	2	1	1	0	0	mmu-miR-128-3p	-0.30	-0.46	0.69	2007, 2009, 2011
Akirin1	ENSMUST00000102636.3	akirin 1 	238	2	0	0	2	0	0	0	0	0	mmu-miR-128-3p	-0.30	-0.30	0.92	2007, 2009, 2011
Peli2	ENSMUST00000073150.4	pellino 2 	489	1	0	0	1	1	0	1	0	0	mmu-miR-128-3p	-0.30	-0.30	0.72	2005, 2007, 2009, 2011
Cacna2d3	ENSMUST00000022567.8	calcium channel, voltage-dependent, alpha2/delta subunit 3 	5	1	0	0	1	0	0	0	0	2	mmu-miR-128-3p	-0.30	-0.30	0.61	2005, 2009, 2011
Tmem25	ENSMUST00000114705.2	transmembrane protein 25 	290	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.30	-0.30	0.66	2005, 2007, 2009, 2011
Pkia	ENSMUST00000028999.6	protein kinase inhibitor, alpha 	10819	1	0	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.30	-0.30	0.73	2005, 2007, 2009, 2011
Dnajb1	ENSMUST00000005620.8	DnaJ (Hsp40) homolog, subfamily B, member 1 	4591	1	0	1	0	2	0	2	0	0	mmu-miR-128-3p	-0.30	-0.39	0.56	2005, 2007, 2009, 2011
Gfpt1	ENSMUST00000113658.2	glutamine fructose-6-phosphate transaminase 1 	4942	1	0	0	1	1	0	1	0	1	mmu-miR-128-3p	-0.30	-0.30	0.70	2009, 2011
Dcx	ENSMUST00000033642.4	doublecortin 	5	1	1	0	0	1	0	0	1	0	mmu-miR-128-3p	-0.29	-0.29	0.87	2005, 2007, 2009, 2011
Gm16485	ENSMUST00000104915.2	predicted gene 16485 	10	1	1	0	0	12	1	9	2	1	mmu-miR-128-3p	-0.29	-1.02	< 0.1	
Paqr9	ENSMUST00000079597.6	progestin and adipoQ receptor family member IX 	1329	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.29	-0.32	0.45	2005, 2007, 2009, 2011
Hoxa9	ENSMUST00000114425.2	homeobox A9 	245	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.29	-0.30	0.28	2007
Mtss1l	ENSMUST00000052457.9	metastasis suppressor 1-like 	1632	1	1	0	0	1	0	1	0	1	mmu-miR-128-3p	-0.29	-0.37	0.91	2007, 2009, 2011
Mapkapk3	ENSMUST00000035194.2	mitogen-activated protein kinase-activated protein kinase 3 	538	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.29	-0.30	0.49	2005, 2007, 2009, 2011
Ngfrap1	ENSMUST00000178632.2	nerve growth factor receptor (TNFRSF16) associated protein 1 	6354	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.29	-0.29	0.54	2005, 2007, 2009, 2011
Dffa	ENSMUST00000030816.3	DNA fragmentation factor, alpha subunit 	226	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.29	-0.29	0.59	2009, 2011
Sh3rf1	ENSMUST00000034060.5	SH3 domain containing ring finger 1 	381	1	1	0	0	1	0	1	0	2	mmu-miR-128-3p	-0.29	-0.33	0.91	2007, 2009, 2011
Pde8b	ENSMUST00000162412.2	phosphodiesterase 8B 	287	1	1	0	0	1	0	1	0	0	mmu-miR-128-3p	-0.29	-0.29	0.72	2005, 2007, 2009, 2011
Mtmr10	ENSMUST00000032736.5	myotubularin related protein 10 	665	1	0	1	0	2	0	1	1	1	mmu-miR-128-3p	-0.29	-0.40	0.40	2005, 2007, 2009, 2011
