Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Cgnl1	ENSMUST00000121322.2	cingulin-like 1 	128	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.27	-0.29	0.80	2005, 2007, 2009, 2011
Ccdc28a	ENSMUST00000080860.7	coiled-coil domain containing 28A 	343	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.26	-0.26	< 0.1	2007, 2009, 2011
Reps2	ENSMUST00000112334.2	RALBP1 associated Eps domain containing protein 2 	136	1	1	0	0	1	1	0	0	3	mmu-miR-219a-5p	-0.26	-0.28	0.45	2007, 2009, 2011
Zfp800	ENSMUST00000115320.2	zinc finger protein 800 	257	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.26	-0.26	0.77	2009, 2011
Phactr2	ENSMUST00000105545.5	phosphatase and actin regulator 2 	1395	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.26	-0.26	0.93	2005, 2007, 2009, 2011
Slc24a2	ENSMUST00000107157.3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2 	8	1	0	1	0	1	1	0	0	1	mmu-miR-219a-5p	-0.26	-0.26	0.53	2009, 2011
Pnrc1	ENSMUST00000049357.9	proline-rich nuclear receptor coactivator 1 	1428	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.26	-0.29	0.35	2005, 2007, 2009, 2011
Gtpbp1	ENSMUST00000046463.8	GTP binding protein 1 	1030	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.25	-0.26	0.84	2005, 2007, 2009, 2011
Ube3a	ENSMUST00000107537.1	ubiquitin protein ligase E3A 	2849	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.25	-0.26	0.96	2005, 2009, 2011
Lpp	ENSMUST00000038053.7	LIM domain containing preferred translocation partner in lipoma 	4534	2	1	1	0	1	0	0	1	2	mmu-miR-219a-5p	-0.25	-0.25	0.75	2005, 2007, 2009, 2011
Celf2	ENSMUST00000170438.2	CUGBP, Elav-like family member 2 	1988	1	0	1	0	1	1	0	0	1	mmu-miR-219a-5p	-0.25	-0.40	0.87	2007, 2009, 2011
Gsk3b	ENSMUST00000023507.7	glycogen synthase kinase 3 beta 	944	1	0	1	0	1	0	0	1	1	mmu-miR-219a-5p	-0.25	-0.27	0.61	2009, 2011
Mfng	ENSMUST00000018313.5	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase 	34	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.25	-0.33	0.46	2005, 2007, 2009, 2011
Aff4	ENSMUST00000060945.6	AF4/FMR2 family, member 4 	466	1	0	1	0	0	0	0	0	1	mmu-miR-219a-5p	-0.24	-0.30	0.93	2007, 2009, 2011
Etv5	ENSMUST00000079601.7	ets variant 5 	46	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.24	-0.24	0.25	2005, 2007, 2009, 2011
Prg4	ENSMUST00000006171.10	proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein) 	579	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.24	-0.70	< 0.1	2005, 2007, 2009, 2011
Cbx2	ENSMUST00000026662.7	chromobox 2 	84	1	0	1	0	1	0	1	0	0	mmu-miR-219a-5p	-0.23	-0.23	0.67	2007, 2009, 2011
Klf7	ENSMUST00000114086.2	Kruppel-like factor 7 (ubiquitous) 	1571	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.23	-0.25	0.77	
Afap1l2	ENSMUST00000122359.2	actin filament associated protein 1-like 2 	11	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.23	-0.23	0.83	2007, 2009, 2011
Htr1a	ENSMUST00000022235.4	5-hydroxytryptamine (serotonin) receptor 1A 	5	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.23	-0.23	< 0.1	2009, 2011
Mier3	ENSMUST00000109272.3	mesoderm induction early response 1, family member 3 	680	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.23	-0.31	0.74	2007, 2009, 2011
Zfp697	ENSMUST00000056096.9	zinc finger protein 697 	34	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.23	-0.32	0.72	2009, 2011
Larp4b	ENSMUST00000091829.3	La ribonucleoprotein domain family, member 4B 	1657	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.23	-0.23	0.79	2007
Slc30a4	ENSMUST00000005952.5	solute carrier family 30 (zinc transporter), member 4 	461	1	0	1	0	0	0	0	0	1	mmu-miR-219a-5p	-0.23	-0.23	0.57	2005, 2007, 2009, 2011
Chd7	ENSMUST00000051558.4	chromodomain helicase DNA binding protein 7 	512	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.23	-0.24	0.96	2005, 2007
Ankrd44	ENSMUST00000179030.2	ankyrin repeat domain 44 	212	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.23	-0.23	0.75	2009, 2011
POU2F1	ENSMUST00000111427.3	POU domain, class 2, transcription factor 1 isoform B  	18	1	0	1	0	0	0	0	0	1	mmu-miR-219a-5p	-0.23	-0.31	0.80	
Ncoa5	ENSMUST00000122070.1	nuclear receptor coactivator 5 	216	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.23	-0.23	ORF	
Ankrd52	ENSMUST00000014642.4	ankyrin repeat domain 52 	1083	2	1	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.22	-0.23	0.88	2009, 2011
Hoxd3	ENSMUST00000111983.3	homeobox D3 	66	1	1	0	0	0	0	0	0	1	mmu-miR-219a-5p	-0.22	-0.41	0.81	2009, 2011
Abhd2	ENSMUST00000037315.7	abhydrolase domain containing 2 	633	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.22	-0.26	0.84	2007
Irx2	ENSMUST00000074372.5	Iroquois related homeobox 2 (Drosophila) 	378	1	0	0	1	0	0	0	0	2	mmu-miR-219a-5p	-0.22	-0.57	0.55	
Akap13	ENSMUST00000147005.2	A kinase (PRKA) anchor protein 13 	1510	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.22	-0.22	0.81	2005, 2007, 2009, 2011
Lypla1	ENSMUST00000119612.3	lysophospholipase 1 	6785	1	0	0	1	1	0	0	1	0	mmu-miR-219a-5p	-0.22	-0.33	0.55	2005, 2007, 2009, 2011
Atl2	ENSMUST00000112437.2	atlastin GTPase 2 	2848	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.22	-0.22	0.33	2009, 2011
Zfp704	ENSMUST00000041124.7	zinc finger protein 704 	246	2	1	1	0	1	0	0	1	2	mmu-miR-219a-5p	-0.22	-0.34	0.95	2009, 2011
Arih1	ENSMUST00000171975.2	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila) 	3517	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.22	-0.26	0.89	2009, 2011
Armc8	ENSMUST00000035043.6	armadillo repeat containing 8 	825	2	0	1	1	0	0	0	0	0	mmu-miR-219a-5p	-0.21	-0.26	0.42	2009, 2011
Tmtc3	ENSMUST00000058154.9	transmembrane and tetratricopeptide repeat containing 3 	5	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.21	-0.21	0.28	2009, 2011
Pi4k2a	ENSMUST00000066778.4	phosphatidylinositol 4-kinase type 2 alpha 	1785	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.21	-0.21	0.30	2007, 2009, 2011
Parm1	ENSMUST00000040576.9	prostate androgen-regulated mucin-like protein 1 	1145	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.21	-0.27	0.81	2007, 2009, 2011
Zfp148	ENSMUST00000165418.2	zinc finger protein 148 	580	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.21	-0.25	0.81	2009, 2011
Lmo3	ENSMUST00000162772.2	LIM domain only 3 	6	1	0	0	1	1	0	0	1	0	mmu-miR-219a-5p	-0.21	-0.23	0.63	2005, 2007, 2009, 2011
Mbnl1	ENSMUST00000099087.2	muscleblind-like 1 (Drosophila) 	10843	1	0	0	1	0	0	0	0	3	mmu-miR-219a-5p	-0.21	-0.28	0.46	2005, 2007, 2011
Ppargc1a	ENSMUST00000132734.2	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha 	191	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.21	-0.21	0.69	2005, 2007, 2011
Laptm5	ENSMUST00000151698.2	lysosomal-associated protein transmembrane 5 	1106	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.21	-0.21	0.58	2005, 2007, 2009, 2011
Ncoa1	ENSMUST00000085814.3	nuclear receptor coactivator 1 	1759	2	0	1	1	0	0	0	0	0	mmu-miR-219a-5p	-0.21	-0.21	0.33	2005, 2007, 2011
E130309D14Rik	ENSMUST00000100866.2	RIKEN cDNA E130309D14 gene 	39	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.21	-0.24	0.63	2009, 2011
Gse1	ENSMUST00000034279.10	genetic suppressor element 1 	709	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.20	-0.22	0.68	2007, 2009, 2011
Tgfbr2	ENSMUST00000061101.5	transforming growth factor, beta receptor II 	1676	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.20	-0.21	0.53	2007, 2009, 2011
Pcdh17	ENSMUST00000071370.5	protocadherin 17 	470	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.20	-0.20	0.88	2005, 2007, 2009, 2011
Rybp	ENSMUST00000101118.2	RING1 and YY1 binding protein 	75	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.20	-0.20	0.54	2005, 2007, 2009, 2011
Clock	ENSMUST00000075159.1	circadian locomotor output cycles kaput 	748	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.20	-0.28	0.84	
Slc16a6	ENSMUST00000070152.6	solute carrier family 16 (monocarboxylic acid transporters), member 6 	106	1	0	1	0	1	0	1	0	2	mmu-miR-219a-5p	-0.20	-0.46	0.90	2009, 2011
Tenm2	ENSMUST00000102801.2	teneurin transmembrane protein 2 	17	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.20	-0.20	0.88	2007, 2009, 2011
Egr3	ENSMUST00000035908.1	early growth response 3 	205	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.20	-0.29	0.81	2005, 2007
Rnf6	ENSMUST00000161859.2	ring finger protein (C3H2C3 type) 6 	286	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.20	-0.20	< 0.1	2005, 2007, 2009, 2011
Zfp609	ENSMUST00000159109.1	zinc finger protein 609 	200	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.20	-0.27	0.91	2011
Rab12	ENSMUST00000070538.5	RAB12, member RAS oncogene family 	3783	1	0	0	1	0	0	0	0	1	mmu-miR-219a-5p	-0.20	-0.20	0.69	2007, 2009, 2011
Scai	ENSMUST00000038874.6	suppressor of cancer cell invasion 	124	1	1	0	0	1	0	1	0	2	mmu-miR-219a-5p	-0.19	-0.30	0.79	2009, 2011
Zcchc24	ENSMUST00000069180.7	zinc finger, CCHC domain containing 24 	6383	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.19	-0.19	0.95	2007, 2009, 2011
Sipa1l1	ENSMUST00000166429.2	signal-induced proliferation-associated 1 like 1 	303	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.19	-0.20	0.60	2005, 2007, 2009, 2011
Insig1	ENSMUST00000059155.10	insulin induced gene 1 	5734	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.19	-0.20	< 0.1	2005, 2007, 2009, 2011
Ccna2	ENSMUST00000029270.4	cyclin A2 	3137	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.19	-0.19	0.57	2005, 2007, 2009, 2011
Fgf7	ENSMUST00000064794.8	fibroblast growth factor 7 	687	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.19	-0.19	0.65	2005, 2007, 2009, 2011
Rapgef1	ENSMUST00000102872.5	Rap guanine nucleotide exchange factor (GEF) 1 	1136	1	0	1	0	1	0	0	1	1	mmu-miR-219a-5p	-0.18	-0.20	0.42	2005, 2007, 2009, 2011
Klf9	ENSMUST00000036884.1	Kruppel-like factor 9 	771	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.18	-0.22	< 0.1	2005, 2007
Nhlh1	ENSMUST00000059794.3	nescient helix loop helix 1 	5	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.18	-0.18	0.20	2007, 2009, 2011
Tnfsf18	ENSMUST00000086084.1	tumor necrosis factor (ligand) superfamily, member 18 	8	1	1	0	0	1	0	0	1	1	mmu-miR-219a-5p	-0.18	-0.41	< 0.1	2009, 2011
Slc35e1	ENSMUST00000152080.2	solute carrier family 35, member E1 	2692	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.18	-0.24	0.77	2009, 2011
Nyap2	ENSMUST00000123285.1	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2 	5	1	0	0	1	1	0	0	1	1	mmu-miR-219a-5p	-0.18	-0.18	0.41	
Klf4	ENSMUST00000107619.2	Kruppel-like factor 4 (gut) 	7	1	0	0	1	1	0	1	0	0	mmu-miR-219a-5p	-0.18	-0.35	0.61	2005, 2007, 2009, 2011
Mapk1ip1l	ENSMUST00000164235.1	mitogen-activated protein kinase 1 interacting protein 1-like 	1272	1	0	0	1	1	0	0	1	1	mmu-miR-219a-5p	-0.18	-0.20	0.53	2007, 2009, 2011
Eif3j1	ENSMUST00000028668.7	eukaryotic translation initiation factor 3, subunit J1 	350	1	0	0	1	2	0	0	2	2	mmu-miR-219a-5p	-0.18	-0.18	0.53	2009, 2011
Phf19	ENSMUST00000028232.3	PHD finger protein 19 	118	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.18	-0.18	0.63	2005, 2007, 2009, 2011
Sobp	ENSMUST00000040275.8	sine oculis-binding protein homolog (Drosophila) 	180	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.18	-0.19	0.64	2007, 2009, 2011
Clasp1	ENSMUST00000188710.1	CLIP associating protein 1 	235	2	0	0	2	1	0	0	1	1	mmu-miR-219a-5p	-0.18	-0.23	0.81	2005, 2007, 2009, 2011
Fam115a	ENSMUST00000045054.5	family with sequence similarity 115, member A 	488	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.18	-0.24	0.57	
Tanc2	ENSMUST00000100330.4	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 	397	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.18	-0.18	0.82	2009, 2011
Plekha8	ENSMUST00000119706.2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 	269	1	0	1	0	1	0	0	1	0	mmu-miR-219a-5p	-0.17	-0.18	0.81	2011
Fmnl2	ENSMUST00000049483.7	formin-like 2 	307	1	0	1	0	0	0	0	0	1	mmu-miR-219a-5p	-0.17	-0.20	0.35	2005, 2007, 2009, 2011
Scarb2	ENSMUST00000031377.7	scavenger receptor class B, member 2 	3195	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.17	-0.25	0.61	2007
Mybbp1a	ENSMUST00000045633.5	MYB binding protein (P160) 1a 	87	1	0	0	1	0	0	0	0	1	mmu-miR-219a-5p	-0.17	-0.20	0.32	2005, 2007
Diap3	ENSMUST00000022599.8	diaphanous homolog 3 (Drosophila) 	152	1	1	0	0	0	0	0	0	1	mmu-miR-219a-5p	-0.17	-0.32	0.24	2007
Fbxw2	ENSMUST00000028220.4	F-box and WD-40 domain protein 2 	1375	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.17	-0.17	0.70	2005, 2007, 2009, 2011
Zdhhc3	ENSMUST00000147563.2	zinc finger, DHHC domain containing 3 	2084	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.17	-0.18	0.53	2007, 2009, 2011
Palm2	ENSMUST00000102905.2	paralemmin 2 	12	1	0	1	0	0	0	0	0	1	mmu-miR-219a-5p	-0.17	-0.30	0.64	2007, 2009, 2011
Fbxo41	ENSMUST00000159062.2	F-box protein 41 	5	1	1	0	0	0	0	0	0	1	mmu-miR-219a-5p	-0.17	-0.17	0.79	2007, 2009, 2011
Hoxa1	ENSMUST00000120363.1	homeobox A1 	90	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.17	-0.17	0.53	2005, 2007, 2009, 2011
Cdk13	ENSMUST00000042365.7	cyclin-dependent kinase 13 	532	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.17	-0.17	0.69	2007, 2009, 2011
Plxnc1	ENSMUST00000099337.3	plexin C1 	199	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.16	-0.19	0.67	2009, 2011
Furin	ENSMUST00000122232.2	furin (paired basic amino acid cleaving enzyme) 	351	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.16	-0.17	0.70	2005, 2007, 2009, 2011
Add2	ENSMUST00000032069.5	adducin 2 (beta) 	13	2	0	2	0	0	0	0	0	0	mmu-miR-219a-5p	-0.16	-0.36	> 0.99	2005
Dmbx1	ENSMUST00000064806.7	diencephalon/mesencephalon homeobox 1 	5	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.16	-0.16	< 0.1	2009, 2011
Pcmt1	ENSMUST00000159917.2	protein-L-isoaspartate (D-aspartate) O-methyltransferase 1 	2725	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.16	-0.16	0.69	2005, 2007, 2009, 2011
Fchsd2	ENSMUST00000032931.7	FCH and double SH3 domains 2 	82	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.16	-0.16	0.64	2005, 2007, 2009, 2011
2900026A02Rik	ENSMUST00000050125.8	RIKEN cDNA 2900026A02 gene 	671	1	0	1	0	1	0	1	0	0	mmu-miR-219a-5p	-0.16	-0.24	0.11	2011
Smek1	ENSMUST00000163095.2	SMEK homolog 1, suppressor of mek1 (Dictyostelium) 	1549	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.15	-0.15	0.26	2009, 2011
Sema4g	ENSMUST00000026225.9	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G 	554	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.15	-0.15	0.72	2005, 2007, 2009, 2011
Zfp827	ENSMUST00000119254.2	zinc finger protein 827 	119	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.15	-0.15	ORF	2009, 2011
Sept7	ENSMUST00000115272.3	septin 7 	7116	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.15	-0.15	0.69	2005, 2007, 2009, 2011
Cd2ap	ENSMUST00000024709.7	CD2-associated protein 	141	1	0	1	0	4	0	1	3	1	mmu-miR-219a-5p	-0.15	-0.65	0.95	2005, 2007, 2009, 2011
Akap12	ENSMUST00000045730.5	A kinase (PRKA) anchor protein (gravin) 12 	1166	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.15	-0.15	0.49	2007, 2009, 2011
Cep164	ENSMUST00000117194.2	centrosomal protein 164 	217	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.15	-0.20	0.35	2009, 2011
Sall4	ENSMUST00000075044.4	sal-like 4 (Drosophila) 	337	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.15	-0.15	0.63	2005, 2007, 2009, 2011
Pcdh7	ENSMUST00000094783.4	protocadherin 7 	199	1	0	1	0	0	0	0	0	1	mmu-miR-219a-5p	-0.15	-0.16	0.58	2009, 2011
Rbms1	ENSMUST00000028347.7	RNA binding motif, single stranded interacting protein 1 	13703	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.15	-0.15	0.61	2005, 2007, 2009, 2011
Hps3	ENSMUST00000012580.7	Hermansky-Pudlak syndrome 3 homolog (human) 	99	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.14	-0.24	< 0.1	2007, 2009, 2011
Rad23b	ENSMUST00000030134.8	RAD23b homolog (S. cerevisiae) 	7870	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.14	-0.17	0.21	2005, 2007, 2009, 2011
Xpr1	ENSMUST00000027741.6	xenotropic and polytropic retrovirus receptor 1 	1027	2	1	0	1	0	0	0	0	1	mmu-miR-219a-5p	-0.14	-0.18	0.96	2005, 2007, 2009, 2011
Acox1	ENSMUST00000066587.6	acyl-Coenzyme A oxidase 1, palmitoyl 	1802	1	0	0	1	2	0	1	1	0	mmu-miR-219a-5p	-0.14	-0.23	0.24	2005, 2007, 2009, 2011
Fign	ENSMUST00000131615.3	fidgetin 	56	2	0	2	0	0	0	0	0	1	mmu-miR-219a-5p	-0.14	-0.41	0.97	2011
Fgf6	ENSMUST00000000187.5	fibroblast growth factor 6 	28	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.14	-0.17	0.35	
Pou2f1	ENSMUST00000111429.5	POU domain, class 2, transcription factor 1 	18	1	0	1	0	0	0	0	0	1	mmu-miR-219a-5p	-0.14	-0.31	0.80	
Nsa2	ENSMUST00000073456.7	NSA2 ribosome biogenesis homolog (S. cerevisiae) 	40	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.14	-0.14	0.55	2011
Akap6	ENSMUST00000095737.3	A kinase (PRKA) anchor protein 6 	154	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.14	-0.20	0.63	2007, 2009, 2011
Cpeb3	ENSMUST00000079754.5	cytoplasmic polyadenylation element binding protein 3 	708	1	0	1	0	2	0	1	1	0	mmu-miR-219a-5p	-0.14	-0.20	0.76	2005, 2007, 2009, 2011
Lgalsl	ENSMUST00000047028.8	lectin, galactoside binding-like 	274	1	0	1	0	1	0	0	1	0	mmu-miR-219a-5p	-0.14	-0.19	0.11	2009, 2011
Fam20b	ENSMUST00000122424.2	family with sequence similarity 20, member B 	91	1	0	0	1	1	0	0	1	0	mmu-miR-219a-5p	-0.14	-0.14	0.64	2005, 2007, 2009, 2011
Chmp7	ENSMUST00000036381.8	charged multivesicular body protein 7 	101	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.14	-0.18	0.68	2005, 2007, 2009, 2011
Fbxw7	ENSMUST00000107679.2	F-box and WD-40 domain protein 7 	536	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.13	-0.14	0.46	2007, 2011
Wee1	ENSMUST00000033326.8	WEE 1 homolog 1 (S. pombe) 	581	1	0	0	1	0	0	0	0	1	mmu-miR-219a-5p	-0.13	-0.14	0.70	2005, 2007, 2009, 2011
Fam126b	ENSMUST00000161600.2	family with sequence similarity 126, member B 	493	1	1	0	0	0	0	0	0	1	mmu-miR-219a-5p	-0.13	-0.16	0.72	2009, 2011
Dok4	ENSMUST00000046461.7	docking protein 4 	66	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.13	-0.16	< 0.1	2005, 2007, 2009, 2011
Hmga2	ENSMUST00000159699.1	high mobility group AT-hook 2 	10108	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.13	-0.13	0.55	2005, 2007, 2009, 2011
Pcdh19	ENSMUST00000167944.2	protocadherin 19 	427	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.13	-0.13	0.78	2005, 2007, 2009, 2011
Rnf152	ENSMUST00000058688.6	ring finger protein 152 	313	1	1	0	0	1	0	0	1	0	mmu-miR-219a-5p	-0.13	-0.14	0.51	2009, 2011
Lclat1	ENSMUST00000067545.6	lysocardiolipin acyltransferase 1 	1861	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.13	-0.13	0.49	2007, 2009, 2011
Fam63b	ENSMUST00000049031.5	family with sequence similarity 63, member B 	146	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.12	-0.12	0.66	2007, 2009, 2011
Nol4l	ENSMUST00000035346.8	nucleolar protein 4-like 	84	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.12	-0.15	0.63	2009, 2011
Lamtor3	ENSMUST00000168345.1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 	17	1	0	0	1	1	0	0	1	1	mmu-miR-219a-5p	-0.12	-0.19	0.69	2007, 2009, 2011
Scn5a	ENSMUST00000065196.7	sodium channel, voltage-gated, type V, alpha 	75	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.12	-0.13	0.40	2005, 2007, 2009, 2011
Mob4	ENSMUST00000162364.2	MOB family member 4, phocein 	2413	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.12	-0.20	0.70	2007, 2009, 2011
Ube2h	ENSMUST00000102993.4	ubiquitin-conjugating enzyme E2H 	1830	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.12	-0.12	0.54	2005, 2007, 2009, 2011
Ppig	ENSMUST00000090858.4	peptidyl-prolyl isomerase G (cyclophilin G) 	537	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.12	-0.24	0.28	2009, 2011
Raph1	ENSMUST00000140485.2	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 	289	1	0	0	1	0	0	0	0	1	mmu-miR-219a-5p	-0.12	-0.15	0.26	2005, 2007, 2011
Tmem229a	ENSMUST00000127247.3	transmembrane protein 229A 	683	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.12	-0.25	0.19	2009, 2011
Abhd8	ENSMUST00000008094.8	abhydrolase domain containing 8 	61	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.12	-0.40	< 0.1	2009, 2011
Spred2	ENSMUST00000093299.7	sprouty-related, EVH1 domain containing 2 	42	1	0	0	1	1	0	0	1	0	mmu-miR-219a-5p	-0.12	-0.12	0.46	2005, 2007, 2009, 2011
Csrnp3	ENSMUST00000122912.2	cysteine-serine-rich nuclear protein 3 	21	1	0	1	0	1	0	0	1	3	mmu-miR-219a-5p	-0.12	-0.12	0.89	2007, 2011
Cpeb2	ENSMUST00000169035.2	cytoplasmic polyadenylation element binding protein 2 	1473	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.11	-0.11	0.86	2005, 2007, 2011
Satb1	ENSMUST00000144331.2	special AT-rich sequence binding protein 1 	473	1	0	0	1	0	0	0	0	2	mmu-miR-219a-5p	-0.11	-0.16	0.69	2005, 2007, 2011
Epha4	ENSMUST00000027451.7	Eph receptor A4 	97	1	0	1	0	0	0	0	0	1	mmu-miR-219a-5p	-0.11	-0.12	0.38	2005, 2007, 2009, 2011
Rnf165	ENSMUST00000026494.8	ring finger protein 165 	56	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.11	-0.14	0.70	2005, 2007, 2011
5730596B20Rik	ENSMUST00000070587.3	RIKEN cDNA 5730596B20 gene 	5	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.11	-0.11	0.41	
Xpot	ENSMUST00000039810.7	exportin, tRNA (nuclear export receptor for tRNAs) 	84	1	0	0	1	1	0	0	1	0	mmu-miR-219a-5p	-0.11	-0.11	0.58	2005, 2007, 2009, 2011
